"i1","i2","i3","i4","target"
18,16,13,9,8
16,13,9,8,18
13,9,8,18,16
9,8,18,16,13
8,18,16,13,9
18,16,13,9,14
16,13,9,14,14
13,9,14,14,18
9,14,14,18,18
14,14,18,18,15
14,18,18,15,6
18,18,15,6,17
18,15,6,17,18
15,6,17,18,16
6,17,18,16,14
17,18,16,14,7
18,16,14,7,21
16,14,7,21,17
14,7,21,17,14
7,21,17,14,5
21,17,14,5,16
17,14,5,16,20
14,5,16,20,15
5,16,20,15,10
16,20,15,10,5
20,15,10,5,14
15,10,5,14,9
10,5,14,9,20
5,14,9,20,15
14,9,20,15,10
9,20,15,10,16
20,15,10,16,11
15,10,16,11,4
10,16,11,4,19
16,11,4,19,17
11,4,19,17,12
4,19,17,12,3
19,17,12,3,11
17,12,3,11,2
12,3,11,2,19
3,11,2,19,14
11,2,19,14,10
2,19,14,10,3
19,14,10,3,15
14,10,3,15,18
10,3,15,18,16
3,15,18,16,13
15,18,16,13,2
18,16,13,2,16
16,13,2,16,13
13,2,16,13,11
2,16,13,11,9
16,13,11,9,17
13,11,9,17,13
11,9,17,13,10
9,17,13,10,8
17,13,10,8,14
13,10,8,14,7
10,8,14,7,17
8,14,7,17,15
14,7,17,15,13
7,17,15,13,6
17,15,13,6,14
15,13,6,14,12
13,6,14,12,18
6,14,12,18,13
14,12,18,13,11
12,18,13,11,7
18,13,11,7,10
13,11,7,10,6
11,7,10,6,19
7,10,6,19,16
10,6,19,16,9
6,19,16,9,5
19,16,9,5,14
16,9,5,14,20
9,5,14,20,15
5,14,20,15,10
14,20,15,10,6
20,15,10,6,19
15,10,6,19,17
10,6,19,17,8
6,19,17,8,18
19,17,8,18,16
17,8,18,16,9
8,18,16,9,7
18,16,9,7,11
16,9,7,11,6
9,7,11,6,17
7,11,6,17,16
11,6,17,16,14
6,17,16,14,5
17,16,14,5,15
16,14,5,15,12
14,5,15,12,3
5,15,12,3,14
15,12,3,14,17
12,3,14,17,15
3,14,17,15,10
14,17,15,10,6
17,15,10,6,13
15,10,6,13,12
10,6,13,12,16
6,13,12,16,13
13,12,16,13,11
12,16,13,11,2
16,13,11,2,17
13,11,2,17,14
11,2,17,14,12
2,17,14,12,9
17,14,12,9,17
14,12,9,17,15
12,9,17,15,13
9,17,15,13,8
17,15,13,8,16
15,13,8,16,12
13,8,16,12,7
8,16,12,7,17
16,12,7,17,15
12,7,17,15,13
7,17,15,13,6
17,15,13,6,14
15,13,6,14,14
13,6,14,14,5
6,14,14,5,17
14,14,5,17,15
14,5,17,15,13
5,17,15,13,6
17,15,13,6,18
15,13,6,18,15
13,6,18,15,11
6,18,15,11,6
18,15,11,6,17
15,11,6,17,16
11,6,17,16,15
6,17,16,15,11
17,16,15,11,7
16,15,11,7,8
15,11,7,8,16
11,7,8,16,14
7,8,16,14,11
8,16,14,11,9
16,14,11,9,7
14,11,9,7,17
11,9,7,17,10
9,7,17,10,5
7,17,10,5,15
17,10,5,15,8
10,5,15,8,6
5,15,8,6,16
15,8,6,16,11
8,6,16,11,9
6,16,11,9,7
16,11,9,7,14
11,9,7,14,5
9,7,14,5,15
7,14,5,15,14
14,5,15,14,12
5,15,14,12,3
15,14,12,3,13
14,12,3,13,14
12,3,13,14,12
3,13,14,12,3
13,14,12,3,12
14,12,3,12,15
12,3,12,15,13
3,12,15,13,11
12,15,13,11,4
15,13,11,4,15
13,11,4,15,11
11,4,15,11,11
4,15,11,11,6
15,11,11,6,10
11,11,6,10,16
11,6,10,16,11
6,10,16,11,9
10,16,11,9,7
16,11,9,7,8
11,9,7,8,6
9,7,8,6,16
7,8,6,16,14
8,6,16,14,9
6,16,14,9,5
16,14,9,5,13
14,9,5,13,11
9,5,13,11,4
5,13,11,4,17
13,11,4,17,14
11,4,17,14,12
4,17,14,12,3
17,14,12,3,15
14,12,3,15,2
12,3,15,2,16
3,15,2,16,17
15,2,16,17,17
2,16,17,17,1
16,17,17,1,15
17,17,1,15,13
17,1,15,13,-1
1,15,13,-1,12
15,13,-1,12,18
13,-1,12,18,13
-1,12,18,13,11
12,18,13,11,2
18,13,11,2,14
13,11,2,14,9
11,2,14,9,15
2,14,9,15,19
14,9,15,19,16
9,15,19,16,7
15,19,16,7,15
19,16,7,15,10
16,7,15,10,10
7,15,10,10,14
15,10,10,14,9
10,10,14,9,20
10,14,9,20,15
14,9,20,15,10
9,20,15,10,8
20,15,10,8,19
15,10,8,19,17
10,8,19,17,15
8,19,17,15,6
19,17,15,6,18
17,15,6,18,13
15,6,18,13,9
6,18,13,9,16
18,13,9,16,14
13,9,16,14,7
9,16,14,7,17
16,14,7,17,16
14,7,17,16,14
7,17,16,14,5
17,16,14,5,12
16,14,5,12,3
14,5,12,3,15
5,12,3,15,10
12,3,15,10,6
3,15,10,6,13
15,10,6,13,12
10,6,13,12,16
6,13,12,16,13
13,12,16,13,11
