"i1","i2","i3","i4","target"
14,11,9,7,6
11,9,7,6,14
9,7,6,14,12
7,6,14,12,9
6,14,12,9,5
14,12,9,5,4
12,9,5,4,14
9,5,4,14,12
5,4,14,12,10
4,14,12,10,3
14,12,10,3,2
12,10,3,2,15
10,3,2,15,10
3,2,15,10,1
2,15,10,1,13
15,10,1,13,16
10,1,13,16,14
1,13,16,14,11
13,16,14,11,0
16,14,11,0,12
14,11,0,12,17
11,0,12,17,14
0,12,17,14,12
12,17,14,12,3
17,14,12,3,16
14,12,3,16,15
12,3,16,15,8
3,16,15,8,4
16,15,8,4,13
15,8,4,13,11
8,4,13,11,10
4,13,11,10,14
13,11,10,14,11
11,10,14,11,9
10,14,11,9,0
14,11,9,0,15
11,9,0,15,13
9,0,15,13,11
0,15,13,11,4
15,13,11,4,15
13,11,4,15,12
11,4,15,12,10
4,15,12,10,1
15,12,10,1,11
12,10,1,11,9
10,1,11,9,2
1,11,9,2,12
11,9,2,12,12
9,2,12,12,3
2,12,12,3,8
12,12,3,8,13
12,3,8,13,4
3,8,13,4,11
8,13,4,11,9
13,4,11,9,10
4,11,9,10,8
11,9,10,8,14
9,10,8,14,9
10,8,14,9,7
8,14,9,7,5
14,9,7,5,7
9,7,5,7,15
7,5,7,15,11
5,7,15,11,4
7,15,11,4,6
15,11,4,6,14
11,4,6,14,11
4,6,14,11,9
6,14,11,9,0
14,11,9,0,14
11,9,0,14,11
9,0,14,11,9
0,14,11,9,7
14,11,9,7,18
11,9,7,18,11
9,7,18,11,8
7,18,11,8,6
18,11,8,6,10
11,8,6,10,18
8,6,10,18,14
6,10,18,14,9
10,18,14,9,7
18,14,9,7,15
14,9,7,15,8
9,7,15,8,6
7,15,8,6,19
15,8,6,19,16
8,6,19,16,7
6,19,16,7,5
19,16,7,5,17
16,7,5,17,18
7,5,17,18,16
5,17,18,16,11
17,18,16,11,6
18,16,11,6,17
16,11,6,17,15
11,6,17,15,16
6,17,15,16,14
17,15,16,14,11
15,16,14,11,7
16,14,11,7,6
14,11,7,6,17
11,7,6,17,14
7,6,17,14,12
6,17,14,12,5
17,14,12,5,18
14,12,5,18,15
12,5,18,15,13
5,18,15,13,4
18,15,13,4,18
15,13,4,18,15
13,4,18,15,11
4,18,15,11,6
18,15,11,6,10
15,11,6,10,18
11,6,10,18,14
6,10,18,14,9
10,18,14,9,7
18,14,9,7,10
14,9,7,10,8
9,7,10,8,18
7,10,8,18,14
10,8,18,14,11
8,18,14,11,9
18,14,11,9,9
14,11,9,9,7
11,9,9,7,19
9,9,7,19,14
9,7,19,14,10
7,19,14,10,10
19,14,10,10,9
14,10,10,9,18
10,10,9,18,15
10,9,18,15,8
9,18,15,8,6
18,15,8,6,17
15,8,6,17,11
8,6,17,11,16
6,17,11,16,15
17,11,16,15,11
11,16,15,11,7
16,15,11,7,14
15,11,7,14,15
11,7,14,15,11
7,14,15,11,4
14,15,11,4,13
15,11,4,13,10
11,4,13,10,14
4,13,10,14,11
13,10,14,11,9
10,14,11,9,0
14,11,9,0,12
11,9,0,12,10
9,0,12,10,7
0,12,10,7,3
12,10,7,3,2
10,7,3,2,13
7,3,2,13,10
3,2,13,10,8
2,13,10,8,1
13,10,8,1,14
10,8,1,14,11
8,1,14,11,4
1,14,11,4,2
14,11,4,2,9
11,4,2,9,7
4,2,9,7,12
2,9,7,12,3
9,7,12,3,8
7,12,3,8,6
12,3,8,6,5
3,8,6,5,11
8,6,5,11,8
6,5,11,8,6
5,11,8,6,4
11,8,6,4,9
8,6,4,9,10
6,4,9,10,8
4,9,10,8,5
9,10,8,5,1
10,8,5,1,6
8,5,1,6,7
5,1,6,7,11
1,6,7,11,8
6,7,11,8,6
7,11,8,6,-3
11,8,6,-3,14
8,6,-3,14,12
6,-3,14,12,9
-3,14,12,9,5
14,12,9,5,4
12,9,5,4,14
9,5,4,14,12
5,4,14,12,10
4,14,12,10,3
14,12,10,3,2
12,10,3,2,15
10,3,2,15,12
3,2,15,12,10
2,15,12,10,1
15,12,10,1,13
12,10,1,13,16
10,1,13,16,14
1,13,16,14,11
13,16,14,11,0
16,14,11,0,12
14,11,0,12,17
11,0,12,17,14
0,12,17,14,12
12,17,14,12,3
17,14,12,3,16
14,12,3,16,15
12,3,16,15,8
3,16,15,8,4
16,15,8,4,13
15,8,4,13,11
8,4,13,11,10
4,13,11,10,14
13,11,10,14,11
11,10,14,11,9
10,14,11,9,0
14,11,9,0,15
11,9,0,15,11
9,0,15,11,6
0,15,11,6,-3
15,11,6,-3,7
11,6,-3,7,-2
6,-3,7,-2,15
-3,7,-2,15,11
7,-2,15,11,8
-2,15,11,8,-1
15,11,8,-1,0
11,8,-1,0,12
8,-1,0,12,10
-1,0,12,10,8
0,12,10,8,1
12,10,8,1,0
10,8,1,0,13
8,1,0,13,11
1,0,13,11,8
0,13,11,8,-1
13,11,8,-1,14
11,8,-1,14,11
8,-1,14,11,9
-1,14,11,9,-2
14,11,9,-2,13
11,9,-2,13,12
9,-2,13,12,10
-2,13,12,10,5
13,12,10,5,1
12,10,5,1,8
10,5,1,8,7
5,1,8,7,11
1,8,7,11,8
8,7,11,8,6
7,11,8,6,4
11,8,6,4,12
8,6,4,12,11
6,4,12,11,7
4,12,11,7,2
12,11,7,2,12
11,7,2,12,10
7,2,12,10,7
2,12,10,7,3
12,10,7,3,10
10,7,3,10,7
7,3,10,7,5
3,10,7,5,2
10,7,5,2,12
7,5,2,12,10
5,2,12,10,8
2,12,10,8,1
12,10,8,1,13
10,8,1,13,11
8,1,13,11,8
1,13,11,8,4
13,11,8,4,3
11,8,4,3,14
8,4,3,14,11
4,3,14,11,7
3,14,11,7,2
14,11,7,2,0
11,7,2,0,15
7,2,0,15,6
2,0,15,6,4
0,15,6,4,10
15,6,4,10,14
6,4,10,14,9
4,10,14,9,7
