"i1","i2","i3","i4","target"
18,15,13,11,16
15,13,11,16,19
13,11,16,19,17
11,16,19,17,14
16,19,17,14,10
19,17,14,10,18
17,14,10,18,14
14,10,18,14,7
10,18,14,7,16
18,14,7,16,17
14,7,16,17,12
7,16,17,12,8
16,17,12,8,15
17,12,8,15,14
12,8,15,14,18
8,15,14,18,13
15,14,18,13,11
14,18,13,11,9
18,13,11,9,16
13,11,9,16,14
11,9,16,14,13
9,16,14,13,21
16,14,13,21,16
14,13,21,16,14
13,21,16,14,5
21,16,14,5,14
16,14,5,14,17
14,5,14,17,22
5,14,17,22,18
14,17,22,18,13
17,22,18,13,4
22,18,13,4,17
18,13,4,17,21
13,4,17,21,16
4,17,21,16,11
17,21,16,11,7
21,16,11,7,21
16,11,7,21,14
11,7,21,14,12
7,21,14,12,10
21,14,12,10,15
14,12,10,15,18
12,10,15,18,16
10,15,18,16,13
15,18,16,13,9
18,16,13,9,14
16,13,9,14,20
13,9,14,20,17
9,14,20,17,15
14,20,17,15,8
20,17,15,8,21
17,15,8,21,18
15,8,21,18,16
8,21,18,16,7
21,18,16,7,22
18,16,7,22,18
16,7,22,18,15
7,22,18,15,6
22,18,15,6,23
18,15,6,23,18
15,6,23,18,15
6,23,18,15,7
23,18,15,7,14
18,15,7,14,13
15,7,14,13,23
7,14,13,23,14
14,13,23,14,0
13,23,14,0,17
23,14,0,17,12
14,0,17,12,22
0,17,12,22,18
17,12,22,18,13
12,22,18,13,4
22,18,13,4,22
18,13,4,22,18
13,4,22,18,13
4,22,18,13,11
22,18,13,11,23
18,13,11,23,18
13,11,23,18,14
11,23,18,14,7
23,18,14,7,22
18,14,7,22,13
14,7,22,13,21
7,22,13,21,18
22,13,21,18,14
13,21,18,14,9
21,18,14,9,19
18,14,9,19,14
14,9,19,14,10
9,19,14,10,17
19,14,10,17,18
14,10,17,18,14
10,17,18,14,14
17,18,14,14,16
18,14,14,16,20
14,14,16,20,18
14,16,20,18,15
16,20,18,15,11
20,18,15,11,10
18,15,11,10,21
15,11,10,21,18
11,10,21,18,16
10,21,18,16,9
21,18,16,9,22
18,16,9,22,19
16,9,22,19,17
9,22,19,17,8
22,19,17,8,18
19,17,8,18,16
17,8,18,16,13
8,18,16,13,9
18,16,13,9,21
16,13,9,21,16
13,9,21,16,12
9,21,16,12,5
21,16,12,5,15
16,12,5,15,6
12,5,15,6,19
5,15,6,19,16
15,6,19,16,12
6,19,16,12,7
19,16,12,7,17
16,12,7,17,12
12,7,17,12,8
7,17,12,8,15
17,12,8,15,12
12,8,15,12,16
8,15,12,16,19
15,12,16,19,17
12,16,19,17,14
16,19,17,14,5
19,17,14,5,18
17,14,5,18,17
14,5,18,17,15
5,18,17,15,6
18,17,15,6,16
17,15,6,16,7
15,6,16,7,14
6,16,7,14,18
16,7,14,18,15
7,14,18,15,4
