"i1","i2","i3","i4","target"
14,11,9,7,10
11,9,7,10,8
9,7,10,8,18
7,10,8,18,14
10,8,18,14,11
8,18,14,11,9
18,14,11,9,16
14,11,9,16,7
11,9,16,7,17
9,16,7,17,14
16,7,17,14,12
7,17,14,12,15
17,14,12,15,10
14,12,15,10,14
12,15,10,14,18
15,10,14,18,15
10,14,18,15,10
14,18,15,10,9
18,15,10,9,8
15,10,9,8,15
10,9,8,15,11
9,8,15,11,14
8,15,11,14,4
15,11,14,4,16
11,14,4,16,14
14,4,16,14,11
4,16,14,11,7
16,14,11,7,8
14,11,7,8,9
11,7,8,9,7
7,8,9,7,15
8,9,7,15,14
9,7,15,14,11
7,15,14,11,4
15,14,11,4,17
14,11,4,17,14
11,4,17,14,7
4,17,14,7,15
17,14,7,15,11
14,7,15,11,16
7,15,11,16,15
15,11,16,15,11
11,16,15,11,7
16,15,11,7,14
15,11,7,14,2
11,7,14,2,15
7,14,2,15,12
14,2,15,12,4
2,15,12,4,11
15,12,4,11,3
12,4,11,3,10
4,11,3,10,14
11,3,10,14,14
3,10,14,14,9
10,14,14,9,5
14,14,9,5,13
14,9,5,13,12
9,5,13,12,10
5,13,12,10,3
13,12,10,3,9
12,10,3,9,11
10,3,9,11,8
3,9,11,8,4
9,11,8,4,9
11,8,4,9,10
8,4,9,10,14
4,9,10,14,11
9,10,14,11,10
10,14,11,10,0
14,11,10,0,9
11,10,0,9,8
10,0,9,8,9
0,9,8,9,18
9,8,9,18,16
8,9,18,16,14
9,18,16,14,7
18,16,14,7,15
16,14,7,15,8
14,7,15,8,18
7,15,8,18,14
15,8,18,14,11
8,18,14,11,9
18,14,11,9,7
14,11,9,7,21
11,9,7,21,14
9,7,21,14,11
7,21,14,11,15
21,14,11,15,16
14,11,15,16,20
11,15,16,20,15
15,16,20,15,11
16,20,15,11,6
20,15,11,6,7
15,11,6,7,15
11,6,7,15,8
6,7,15,8,13
7,15,8,13,6
15,8,13,6,18
8,13,6,18,9
13,6,18,9,14
6,18,9,14,11
18,9,14,11,20
9,14,11,20,15
14,11,20,15,8
11,20,15,8,16
20,15,8,16,11
15,8,16,11,7
8,16,11,7,8
16,11,7,8,15
11,7,8,15,14
7,8,15,14,18
8,15,14,18,13
15,14,18,13,11
14,18,13,11,4
18,13,11,4,15
13,11,4,15,10
11,4,15,10,8
4,15,10,8,16
15,10,8,16,9
10,8,16,9,7
8,16,9,7,20
16,9,7,20,17
9,7,20,17,8
7,20,17,8,6
20,17,8,6,15
17,8,6,15,10
8,6,15,10,8
6,15,10,8,18
15,10,8,18,13
10,8,18,13,11
8,18,13,11,9
18,13,11,9,14
13,11,9,14,18
11,9,14,18,15
9,14,18,15,11
14,18,15,11,14
18,15,11,14,15
15,11,14,15,15
11,14,15,15,10
14,15,15,10,4
15,15,10,4,16
15,10,4,16,11
10,4,16,11,9
4,16,11,9,7
16,11,9,7,4
11,9,7,4,13
9,7,4,13,10
7,4,13,10,16
4,13,10,16,14
13,10,16,14,11
10,16,14,11,2
16,14,11,2,0
14,11,2,0,15
11,2,0,15,14
2,0,15,14,11
0,15,14,11,4
15,14,11,4,14
14,11,4,14,14
11,4,14,14,9
4,14,14,9,5
14,14,9,5,10
14,9,5,10,4
9,5,10,4,11
5,10,4,11,15
10,4,11,15,12
4,11,15,12,3
11,15,12,3,11
15,12,3,11,4
12,3,11,4,10
3,11,4,10,16
11,4,10,16,11
4,10,16,11,9
10,16,11,9,7
16,11,9,7,12
11,9,7,12,6
9,7,12,6,13
7,12,6,13,17
12,6,13,17,14
6,13,17,14,5
13,17,14,5,13
17,14,5,13,8
14,5,13,8,6
5,13,8,6,18
13,8,6,18,13
8,6,18,13,9
6,18,13,9,2
18,13,9,2,8
13,9,2,8,3
9,2,8,3,4
2,8,3,4,17
8,3,4,17,14
3,4,17,14,7
4,17,14,7,5
17,14,7,5,15
14,7,5,15,12
7,5,15,12,4
5,15,12,4,3
15,12,4,3,16
12,4,3,16,15
4,3,16,15,4
3,16,15,4,14
16,15,4,14,11
15,4,14,11,2
4,14,11,2,15
14,11,2,15,12
11,2,15,12,3
2,15,12,3,11
15,12,3,11,4
12,3,11,4,10
3,11,4,10,14
11,4,10,14,11
4,10,14,11,9
10,14,11,9,0
14,11,9,0,21
11,9,0,21,10
9,0,21,10,3
0,21,10,3,13
21,10,3,13,4
10,3,13,4,21
3,13,4,21,14
13,4,21,14,3
4,21,14,3,22
21,14,3,22,13
14,3,22,13,10
3,22,13,10,6
22,13,10,6,11
13,10,6,11,21
10,6,11,21,14
6,11,21,14,10
11,21,14,10,17
21,14,10,17,10
14,10,17,10,22
10,17,10,22,17
17,10,22,17,13
10,22,17,13,8
22,17,13,8,18
17,13,8,18,11
13,8,18,11,9
8,18,11,9,19
18,11,9,19,15
11,9,19,15,10
9,19,15,10,17
19,15,10,17,8
15,10,17,8,21
10,17,8,21,18
17,8,21,18,14
8,21,18,14,13
21,18,14,13,7
18,14,13,7,17
14,13,7,17,10
13,7,17,10,12
7,17,10,12,21
17,10,12,21,17
10,12,21,17,11
12,21,17,11,7
21,17,11,7,15
17,11,7,15,22
11,7,15,22,15
7,15,22,15,11
15,22,15,11,6
22,15,11,6,7
15,11,6,7,15
11,6,7,15,8
6,7,15,8,15
7,15,8,15,14
15,8,15,14,20
8,15,14,20,18
15,14,20,18,13
14,20,18,13,8
20,18,13,8,14
18,13,8,14,9
13,8,14,9,18
8,14,9,18,15
14,9,18,15,10
9,18,15,10,8
18,15,10,8,18
15,10,8,18,14
10,8,18,14,11
8,18,14,11,9
18,14,11,9,10
14,11,9,10,15
11,9,10,15,11
9,10,15,11,10
10,15,11,10,16
15,11,10,16,14
11,10,16,14,11
10,16,14,11,9
16,14,11,9,8
14,11,9,8,7
11,9,8,7,15
9,8,7,15,11
8,7,15,11,4
7,15,11,4,18
15,11,4,18,15
11,4,18,15,11
4,18,15,11,6
18,15,11,6,7
15,11,6,7,13
11,6,7,13,8
6,7,13,8,14
7,13,8,14,18
13,8,14,18,15
8,14,18,15,13
14,18,15,13,6
18,15,13,6,16
15,13,6,16,11
13,6,16,11,7
6,16,11,7,20
16,11,7,20,16
11,7,20,16,11
7,20,16,11,7
20,16,11,7,17
16,11,7,17,15
11,7,17,15,8
7,17,15,8,6
17,15,8,6,18
15,8,6,18,18
8,6,18,18,9
6,18,18,9,11
18,18,9,11,14
18,9,11,14,15
9,11,14,15,8
11,14,15,8,14
14,15,8,14,18
15,8,14,18,14
8,14,18,14,15
