"i1","i2","i3","i4","target"
14,11,9,7,10
11,9,7,10,8
9,7,10,8,14
7,10,8,14,11
10,8,14,11,11
8,14,11,11,9
14,11,11,9,14
11,11,9,14,10
11,9,14,10,10
9,14,10,10,18
14,10,10,18,13
10,10,18,13,8
10,18,13,8,10
18,13,8,10,14
13,8,10,14,11
8,10,14,11,14
10,14,11,14,10
14,11,14,10,10
11,14,10,10,20
14,10,10,20,15
10,10,20,15,10
10,20,15,10,8
20,15,10,8,17
15,10,8,17,8
10,8,17,8,6
8,17,8,6,18
17,8,6,18,11
8,6,18,11,7
6,18,11,7,17
18,11,7,17,14
11,7,17,14,3
7,17,14,3,18
17,14,3,18,14
14,3,18,14,11
3,18,14,11,14
18,14,11,14,10
14,11,14,10,10
11,14,10,10,15
14,10,10,15,10
10,10,15,10,8
10,15,10,8,21
15,10,8,21,16
10,8,21,16,11
8,21,16,11,7
21,16,11,7,17
16,11,7,17,16
11,7,17,16,7
7,17,16,7,15
17,16,7,15,8
16,7,15,8,18
7,15,8,18,14
15,8,18,14,11
8,18,14,11,9
18,14,11,9,20
14,11,9,20,15
11,9,20,15,11
9,20,15,11,8
20,15,11,8,16
15,11,8,16,7
11,8,16,7,15
8,16,7,15,8
16,7,15,8,18
7,15,8,18,8
15,8,18,8,4
8,18,8,4,18
18,8,4,18,14
8,4,18,14,9
4,18,14,9,7
18,14,9,7,20
14,9,7,20,13
9,7,20,13,10
7,20,13,10,8
20,13,10,8,19
13,10,8,19,18
10,8,19,18,13
8,19,18,13,9
19,18,13,9,9
18,13,9,9,17
13,9,9,17,14
9,9,17,14,7
9,17,14,7,16
17,14,7,16,10
14,7,16,10,15
7,16,10,15,13
16,10,15,13,6
10,15,13,6,16
15,13,6,16,13
13,6,16,13,9
6,16,13,9,4
16,13,9,4,10
13,9,4,10,14
9,4,10,14,11
4,10,14,11,2
10,14,11,2,10
14,11,2,10,3
11,2,10,3,9
2,10,3,9,13
10,3,9,13,10
3,9,13,10,8
9,13,10,8,6
13,10,8,6,13
10,8,6,13,11
8,6,13,11,8
6,13,11,8,4
13,11,8,4,16
11,8,4,16,11
8,4,16,11,9
4,16,11,9,7
16,11,9,7,14
11,9,7,14,12
9,7,14,12,17
7,14,12,17,13
14,12,17,13,8
12,17,13,8,18
17,13,8,18,13
13,8,18,13,11
8,18,13,11,9
18,13,11,9,14
13,11,9,14,15
11,9,14,15,11
9,14,15,11,17
14,15,11,17,16
15,11,17,16,14
11,17,16,14,11
17,16,14,11,7
16,14,11,7,12
14,11,7,12,20
11,7,12,20,15
7,12,20,15,13
12,20,15,13,11
20,15,13,11,16
15,13,11,16,17
13,11,16,17,8
11,16,17,8,18
16,17,8,18,16
17,8,18,16,13
8,18,16,13,9
18,16,13,9,17
16,13,9,17,15
13,9,17,15,12
9,17,15,12,10
17,15,12,10,16
15,12,10,16,14
12,10,16,14,11
10,16,14,11,11
16,14,11,11,15
14,11,11,15,10
11,11,15,10,4
11,15,10,4,9
15,10,4,9,10
10,4,9,10,14
4,9,10,14,11
