"i1","i2","i3","i4","target"
14,11,9,7,15
11,9,7,15,10
9,7,15,10,16
7,15,10,16,14
15,10,16,14,11
10,16,14,11,7
16,14,11,7,9
14,11,7,9,15
11,7,9,15,13
7,9,15,13,11
9,15,13,11,11
15,13,11,11,10
13,11,11,10,4
11,11,10,4,14
11,10,4,14,14
10,4,14,14,9
4,14,14,9,5
14,14,9,5,14
14,9,5,14,14
9,5,14,14,10
5,14,14,10,5
14,14,10,5,16
14,10,5,16,14
10,5,16,14,11
5,16,14,11,4
16,14,11,4,3
14,11,4,3,15
11,4,3,15,13
4,3,15,13,11
3,15,13,11,4
15,13,11,4,10
13,11,4,10,14
11,4,10,14,11
4,10,14,11,9
10,14,11,9,7
14,11,9,7,18
11,9,7,18,14
9,7,18,14,9
7,18,14,9,7
18,14,9,7,17
14,9,7,17,14
9,7,17,14,10
7,17,14,10,8
17,14,10,8,13
14,10,8,13,16
10,8,13,16,14
8,13,16,14,11
13,16,14,11,9
16,14,11,9,10
14,11,9,10,15
11,9,10,15,13
9,10,15,13,11
10,15,13,11,11
15,13,11,11,15
13,11,11,15,13
11,11,15,13,11
11,15,13,11,4
15,13,11,4,16
13,11,4,16,14
11,4,16,14,11
4,16,14,11,7
16,14,11,7,6
14,11,7,6,16
11,7,6,16,14
7,6,16,14,12
6,16,14,12,5
16,14,12,5,4
14,12,5,4,17
12,5,4,17,14
5,4,17,14,12
4,17,14,12,5
17,14,12,5,15
14,12,5,15,13
12,5,15,13,3
5,15,13,3,16
15,13,3,16,14
13,3,16,14,17
3,16,14,17,15
16,14,17,15,13
14,17,15,13,6
17,15,13,6,12
15,13,6,12,18
13,6,12,18,15
6,12,18,15,11
12,18,15,11,2
18,15,11,2,14
15,11,2,14,9
11,2,14,9,18
2,14,9,18,13
14,9,18,13,10
9,18,13,10,8
18,13,10,8,14
13,10,8,14,9
10,8,14,9,7
8,14,9,7,17
14,9,7,17,15
9,7,17,15,12
7,17,15,12,7
17,15,12,7,11
15,12,7,11,6
12,7,11,6,16
7,11,6,16,11
11,6,16,11,7
6,16,11,7,14
16,11,7,14,12
11,7,14,12,5
7,14,12,5,15
14,12,5,15,14
12,5,15,14,12
5,15,14,12,3
15,14,12,3,10
14,12,3,10,1
12,3,10,1,13
3,10,1,13,8
10,1,13,8,4
1,13,8,4,11
13,8,4,11,14
8,4,11,14,11
4,11,14,11,9
11,14,11,9,0
14,11,9,0,18
11,9,0,18,14
9,0,18,14,9
0,18,14,9,7
18,14,9,7,6
14,9,7,6,17
9,7,6,17,14
7,6,17,14,10
6,17,14,10,5
17,14,10,5,13
14,10,5,13,11
10,5,13,11,4
5,13,11,4,16
13,11,4,16,14
11,4,16,14,12
4,16,14,12,3
16,14,12,3,15
14,12,3,15,15
12,3,15,15,13
3,15,15,13,11
15,15,13,11,4
15,13,11,4,18
13,11,4,18,14
11,4,18,14,11
4,18,14,11,2
18,14,11,2,13
14,11,2,13,17
11,2,13,17,12
2,13,17,12,7
13,17,12,7,3
17,12,7,3,13
12,7,3,13,4
7,3,13,4,16
3,13,4,16,14
13,4,16,14,10
4,16,14,10,5
16,14,10,5,12
14,10,5,12,3
10,5,12,3,15
5,12,3,15,13
12,3,15,13,10
3,15,13,10,6
15,13,10,6,15
13,10,6,15,15
10,6,15,15,11
6,15,15,11,6
15,15,11,6,13
15,11,6,13,4
11,6,13,4,16
6,13,4,16,14
13,4,16,14,11
4,16,14,11,7
16,14,11,7,9
14,11,7,9,16
11,7,9,16,16
7,9,16,16,12
9,16,16,12,7
16,16,12,7,14
16,12,7,14,5
12,7,14,5,17
7,14,5,17,12
14,5,17,12,12
5,17,12,12,7
17,12,12,7,10
12,12,7,10,17
12,7,10,17,17
7,10,17,17,13
10,17,17,13,8
17,17,13,8,15
17,13,8,15,6
13,8,15,6,18
8,15,6,18,16
15,6,18,16,13
6,18,16,13,9
18,16,13,9,14
16,13,9,14,11
13,9,14,11,18
9,14,11,18,14
14,11,18,14,14
11,18,14,14,9
18,14,14,9,13
14,14,9,13,7
14,9,13,7,17
9,13,7,17,12
13,7,17,12,10
7,17,12,10,13
17,12,10,13,11
12,10,13,11,16
10,13,11,16,14
13,11,16,14,12
11,16,14,12,10
16,14,12,10,15
14,12,10,15,8
12,10,15,8,15
10,15,8,15,14
15,8,15,14,11
8,15,14,11,11
15,14,11,11,13
14,11,11,13,8
11,11,13,8,10
11,13,8,10,12
13,8,10,12,13
8,10,12,13,11
10,12,13,11,11
12,13,11,11,10
13,11,11,10,4
11,11,10,4,14
11,10,4,14,11
10,4,14,11,9
