"i1","i2","i3","i4","target"
16,14,11,7,14
14,11,7,14,12
11,7,14,12,10
7,14,12,10,10
14,12,10,10,15
12,10,10,15,13
10,10,15,13,10
10,15,13,10,9
15,13,10,9,8
13,10,9,8,16
10,9,8,16,14
9,8,16,14,11
8,16,14,11,7
16,14,11,7,17
14,11,7,17,15
11,7,17,15,18
7,17,15,18,16
17,15,18,16,7
15,18,16,7,5
18,16,7,5,17
16,7,5,17,16
7,5,17,16,7
5,17,16,7,5
17,16,7,5,15
16,7,5,15,8
7,5,15,8,14
5,15,8,14,16
15,8,14,16,13
8,14,16,13,9
14,16,13,9,4
16,13,9,4,16
13,9,4,16,14
9,4,16,14,12
4,16,14,12,5
16,14,12,5,17
14,12,5,17,18
12,5,17,18,14
5,17,18,14,11
17,18,14,11,2
18,14,11,2,1
14,11,2,1,18
11,2,1,18,14
2,1,18,14,11
1,18,14,11,2
18,14,11,2,3
14,11,2,3,15
11,2,3,15,13
2,3,15,13,11
3,15,13,11,4
15,13,11,4,17
13,11,4,17,15
11,4,17,15,11
4,17,15,11,0
17,15,11,0,16
15,11,0,16,14
11,0,16,14,14
0,16,14,14,12
16,14,14,12,11
14,14,12,11,1
14,12,11,1,10
12,11,1,10,1
11,1,10,1,13
1,10,1,13,11
10,1,13,11,6
1,13,11,6,2
13,11,6,2,11
11,6,2,11,8
6,2,11,8,6
2,11,8,6,3
11,8,6,3,14
8,6,3,14,11
6,3,14,11,7
3,14,11,7,2
14,11,7,2,15
11,7,2,15,12
7,2,15,12,10
2,15,12,10,1
15,12,10,1,13
12,10,1,13,16
10,1,13,16,14
1,13,16,14,11
13,16,14,11,0
16,14,11,0,17
14,11,0,17,15
11,0,17,15,7
0,17,15,7,18
17,15,7,18,16
15,7,18,16,17
7,18,16,17,15
18,16,17,15,6
16,17,15,6,3
17,15,6,3,16
15,6,3,16,14
6,3,16,14,7
3,16,14,7,15
16,14,7,15,13
14,7,15,13,11
7,15,13,11,4
15,13,11,4,16
13,11,4,16,13
11,4,16,13,9
4,16,13,9,4
16,13,9,4,14
13,9,4,14,12
9,4,14,12,9
4,14,12,9,5
14,12,9,5,15
12,9,5,15,11
9,5,15,11,8
5,15,11,8,6
15,11,8,6,16
11,8,6,16,11
8,6,16,11,7
6,16,11,7,7
16,11,7,7,17
11,7,7,17,8
7,7,17,8,18
7,17,8,18,12
17,8,18,12,9
8,18,12,9,7
18,12,9,7,17
12,9,7,17,12
9,7,17,12,8
7,17,12,8,8
17,12,8,8,11
12,8,8,11,6
8,8,11,6,16
8,11,6,16,12
11,6,16,12,7
6,16,12,7,5
16,12,7,5,16
12,7,5,16,12
7,5,16,12,7
5,16,12,7,5
16,12,7,5,17
12,7,5,17,18
7,5,17,18,11
5,17,18,11,7
17,18,11,7,2
18,11,7,2,1
11,7,2,1,18
7,2,1,18,14
2,1,18,14,7
1,18,14,7,2
18,14,7,2,13
14,7,2,13,15
7,2,13,15,12
2,13,15,12,7
13,15,12,7,3
15,12,7,3,16
12,7,3,16,11
7,3,16,11,6
3,16,11,6,4
16,11,6,4,10
11,6,4,10,9
6,4,10,9,14
4,10,9,14,12
10,9,14,12,9
9,14,12,9,4
14,12,9,4,8
12,9,4,8,3
9,4,8,3,13
4,8,3,13,11
8,3,13,11,8
3,13,11,8,4
13,11,8,4,11
11,8,4,11,11
8,4,11,11,9
4,11,11,9,2
11,11,9,2,14
11,9,2,14,11
9,2,14,11,9
2,14,11,9,5
14,11,9,5,4
11,9,5,4,15
9,5,4,15,10
5,4,15,10,8
4,15,10,8,5
15,10,8,5,6
10,8,5,6,16
8,5,6,16,9
5,6,16,9,11
6,16,9,11,7
16,9,11,7,17
9,11,7,17,11
11,7,17,11,18
7,17,11,18,14
17,11,18,14,2
11,18,14,2,17
18,14,2,17,12
14,2,17,12,3
2,17,12,3,16
17,12,3,16,14
12,3,16,14,11
3,16,14,11,4
16,14,11,4,15
14,11,4,15,13
11,4,15,13,10
4,15,13,10,4
15,13,10,4,14
13,10,4,14,11
10,4,14,11,9
