"i1","i2","i3","i4","target"
14,11,9,7,14
11,9,7,14,11
9,7,14,11,9
7,14,11,9,7
14,11,9,7,6
11,9,7,6,14
9,7,6,14,14
7,6,14,14,9
6,14,14,9,5
14,14,9,5,17
14,9,5,17,14
9,5,17,14,8
5,17,14,8,8
17,14,8,8,9
14,8,8,9,13
8,8,9,13,10
8,9,13,10,1
9,13,10,1,12
13,10,1,12,15
10,1,12,15,13
1,12,15,13,11
12,15,13,11,4
15,13,11,4,16
13,11,4,16,14
11,4,16,14,11
4,16,14,11,7
16,14,11,7,6
14,11,7,6,17
11,7,6,17,14
7,6,17,14,12
6,17,14,12,5
17,14,12,5,18
14,12,5,18,15
12,5,18,15,13
5,18,15,13,4
18,15,13,4,16
15,13,4,16,14
13,4,16,14,11
4,16,14,11,7
16,14,11,7,5
14,11,7,5,17
11,7,5,17,14
7,5,17,14,12
5,17,14,12,5
17,14,12,5,18
14,12,5,18,15
12,5,18,15,12
5,18,15,12,4
18,15,12,4,16
15,12,4,16,19
12,4,16,19,17
4,16,19,17,14
16,19,17,14,3
19,17,14,3,4
17,14,3,4,17
14,3,4,17,17
3,4,17,17,14
4,17,17,14,5
17,17,14,5,18
17,14,5,18,17
14,5,18,17,15
5,18,17,15,5
18,17,15,5,14
17,15,5,14,12
15,5,14,12,4
5,14,12,4,12
14,12,4,12,16
12,4,12,16,11
4,12,16,11,7
12,16,11,7,12
16,11,7,12,17
11,7,12,17,14
7,12,17,14,12
12,17,14,12,3
17,14,12,3,12
14,12,3,12,11
12,3,12,11,12
3,12,11,12,18
12,11,12,18,15
11,12,18,15,11
12,18,15,11,6
18,15,11,6,16
15,11,6,16,14
11,6,16,14,11
6,16,14,11,7
16,14,11,7,17
14,11,7,17,18
11,7,17,18,14
7,17,18,14,11
17,18,14,11,2
18,14,11,2,19
14,11,2,19,14
11,2,19,14,11
2,19,14,11,3
19,14,11,3,4
14,11,3,4,10
11,3,4,10,5
3,4,10,5,6
4,10,5,6,18
10,5,6,18,14
5,6,18,14,9
6,18,14,9,7
18,14,9,7,18
14,9,7,18,15
9,7,18,15,8
7,18,15,8,6
18,15,8,6,14
15,8,6,14,13
8,6,14,13,11
6,14,13,11,4
14,13,11,4,17
13,11,4,17,16
11,4,17,16,14
4,17,16,14,11
17,16,14,11,7
16,14,11,7,15
14,11,7,15,14
11,7,15,14,11
7,15,14,11,4
15,14,11,4,13
14,11,4,13,18
11,4,13,18,14
4,13,18,14,11
13,18,14,11,9
18,14,11,9,18
14,11,9,18,15
11,9,18,15,11
9,18,15,11,6
18,15,11,6,17
15,11,6,17,18
11,6,17,18,16
6,17,18,16,14
17,18,16,14,7
18,16,14,7,13
16,14,7,13,17
14,7,13,17,15
7,13,17,15,12
13,17,15,12,8
17,15,12,8,14
15,12,8,14,11
12,8,14,11,4
8,14,11,4,13
14,11,4,13,16
11,4,13,16,14
4,13,16,14,11
13,16,14,11,7
16,14,11,7,16
14,11,7,16,14
11,7,16,14,11
7,16,14,11,2
16,14,11,2,15
14,11,2,15,12
11,2,15,12,3
2,15,12,3,13
15,12,3,13,11
12,3,13,11,4
3,13,11,4,10
13,11,4,10,14
11,4,10,14,11
4,10,14,11,9
