"i1","i2","i3","i4","target"
14,11,9,7,18
11,9,7,18,11
9,7,18,11,8
7,18,11,8,6
18,11,8,6,12
11,8,6,12,18
8,6,12,18,13
6,12,18,13,8
12,18,13,8,4
18,13,8,4,9
13,8,4,9,10
8,4,9,10,18
4,9,10,18,14
9,10,18,14,9
10,18,14,9,7
18,14,9,7,8
14,9,7,8,8
9,7,8,8,18
7,8,8,18,14
8,8,18,14,7
8,18,14,7,9
18,14,7,9,12
14,7,9,12,7
7,9,12,7,19
9,12,7,19,12
12,7,19,12,7
7,19,12,7,10
19,12,7,10,14
12,7,10,14,18
7,10,14,18,13
10,14,18,13,11
14,18,13,11,11
18,13,11,11,17
13,11,11,17,16
11,11,17,16,14
11,17,16,14,11
17,16,14,11,7
16,14,11,7,15
14,11,7,15,15
11,7,15,15,11
7,15,15,11,6
15,15,11,6,16
15,11,6,16,14
11,6,16,14,7
6,16,14,7,5
16,14,7,5,17
14,7,5,17,18
7,5,17,18,13
5,17,18,13,11
17,18,13,11,9
18,13,11,9,10
13,11,9,10,8
11,9,10,8,18
9,10,8,18,12
10,8,18,12,9
8,18,12,9,7
18,12,9,7,12
12,9,7,12,17
9,7,12,17,12
7,12,17,12,15
12,17,12,15,8
17,12,15,8,14
12,15,8,14,18
15,8,14,18,11
8,14,18,11,13
14,18,11,13,4
18,11,13,4,18
11,13,4,18,13
13,4,18,13,11
4,18,13,11,4
18,13,11,4,10
13,11,4,10,18
11,4,10,18,14
4,10,18,14,9
10,18,14,9,7
18,14,9,7,10
14,9,7,10,8
9,7,10,8,18
7,10,8,18,13
10,8,18,13,11
8,18,13,11,9
18,13,11,9,10
13,11,9,10,8
11,9,10,8,18
9,10,8,18,14
10,8,18,14,9
8,18,14,9,7
18,14,9,7,17
14,9,7,17,15
9,7,17,15,10
7,17,15,10,16
17,15,10,16,16
15,10,16,16,11
10,16,16,11,7
16,16,11,7,17
16,11,7,17,15
11,7,17,15,8
7,17,15,8,18
17,15,8,18,14
15,8,18,14,11
8,18,14,11,9
18,14,11,9,17
14,11,9,17,16
11,9,17,16,14
9,17,16,14,12
17,16,14,12,10
16,14,12,10,13
14,12,10,13,12
12,10,13,12,15
10,13,12,15,13
13,12,15,13,8
12,15,13,8,11
15,13,8,11,18
13,8,11,18,13
8,11,18,13,9
11,18,13,9,9
18,13,9,9,8
13,9,9,8,17
9,9,8,17,14
9,8,17,14,7
8,17,14,7,5
17,14,7,5,8
14,7,5,8,16
7,5,8,16,14
5,8,16,14,9
8,16,14,9,5
16,14,9,5,13
14,9,5,13,11
9,5,13,11,4
5,13,11,4,15
13,11,4,15,12
11,4,15,12,12
4,15,12,12,3
15,12,12,3,1
12,12,3,1,15
12,3,1,15,13
3,1,15,13,11
1,15,13,11,4
15,13,11,4,10
13,11,4,10,14
11,4,10,14,14
4,10,14,14,11
10,14,14,11,9
14,14,11,9,15
14,11,9,15,16
11,9,15,16,13
9,15,16,13,10
15,16,13,10,8
16,13,10,8,17
13,10,8,17,18
10,8,17,18,12
8,17,18,12,9
17,18,12,9,7
18,12,9,7,18
12,9,7,18,12
9,7,18,12,9
7,18,12,9,0
18,12,9,0,17
12,9,0,17,12
9,0,17,12,10
0,17,12,10,1
17,12,10,1,13
12,10,1,13,11
10,1,13,11,16
1,13,11,16,14
13,11,16,14,12
11,16,14,12,5
16,14,12,5,13
14,12,5,13,4
12,5,13,4,16
5,13,4,16,12
13,4,16,12,12
4,16,12,12,3
16,12,12,3,10
12,12,3,10,1
12,3,10,1,15
3,10,1,15,13
10,1,15,13,8
1,15,13,8,4
15,13,8,4,9
13,8,4,9,10
8,4,9,10,14
4,9,10,14,11
9,10,14,11,9
