"i1","i2","i3","i4","target"
14,9,7,7,10
9,7,7,10,8
7,7,10,8,14
7,10,8,14,11
10,8,14,11,9
8,14,11,9,0
14,11,9,0,1
11,9,0,1,14
9,0,1,14,11
0,1,14,11,9
1,14,11,9,2
14,11,9,2,3
11,9,2,3,13
9,2,3,13,11
2,3,13,11,8
3,13,11,8,4
13,11,8,4,5
11,8,4,5,11
8,4,5,11,8
4,5,11,8,6
5,11,8,6,4
11,8,6,4,3
8,6,4,3,14
6,4,3,14,11
4,3,14,11,7
3,14,11,7,2
14,11,7,2,12
11,7,2,12,3
7,2,12,3,15
2,12,3,15,13
12,3,15,13,10
3,15,13,10,2
15,13,10,2,1
13,10,2,1,16
10,2,1,16,14
2,1,16,14,11
1,16,14,11,0
16,14,11,0,4
14,11,0,4,16
11,0,4,16,14
0,4,16,14,11
4,16,14,11,7
16,14,11,7,6
14,11,7,6,17
11,7,6,17,14
7,6,17,14,12
6,17,14,12,5
17,14,12,5,4
14,12,5,4,16
12,5,4,16,7
5,4,16,7,5
4,16,7,5,15
16,7,5,15,16
7,5,15,16,3
5,15,16,3,15
15,16,3,15,13
16,3,15,13,11
3,15,13,11,4
15,13,11,4,15
13,11,4,15,13
11,4,15,13,11
4,15,13,11,4
15,13,11,4,16
13,11,4,16,14
11,4,16,14,11
4,16,14,11,7
16,14,11,7,6
14,11,7,6,17
11,7,6,17,13
7,6,17,13,8
6,17,13,8,5
17,13,8,5,18
13,8,5,18,6
8,5,18,6,19
5,18,6,19,18
18,6,19,18,13
6,19,18,13,9
19,18,13,9,2
18,13,9,2,3
13,9,2,3,16
9,2,3,16,12
2,3,16,12,7
3,16,12,7,4
16,12,7,4,5
12,7,4,5,19
7,4,5,19,14
4,5,19,14,10
5,19,14,10,3
19,14,10,3,4
14,10,3,4,19
10,3,4,19,14
3,4,19,14,10
4,19,14,10,5
19,14,10,5,6
14,10,5,6,18
10,5,6,18,14
5,6,18,14,9
6,18,14,9,7
18,14,9,7,17
14,9,7,17,8
9,7,17,8,16
7,17,8,16,11
17,8,16,11,9
8,16,11,9,7
16,11,9,7,17
11,9,7,17,6
9,7,17,6,17
7,17,6,17,14
17,6,17,14,9
6,17,14,9,5
17,14,9,5,4
14,9,5,4,13
9,5,4,13,8
5,4,13,8,5
4,13,8,5,6
13,8,5,6,16
8,5,6,16,13
5,6,16,13,11
6,16,13,11,2
16,13,11,2,16
13,11,2,16,14
11,2,16,14,11
2,16,14,11,7
16,14,11,7,15
14,11,7,15,14
11,7,15,14,12
7,15,14,12,3
15,14,12,3,13
14,12,3,13,11
12,3,13,11,4
3,13,11,4,14
13,11,4,14,13
11,4,14,13,9
4,14,13,9,5
14,13,9,5,12
13,9,5,12,3
9,5,12,3,13
5,12,3,13,11
12,3,13,11,8
3,13,11,8,4
13,11,8,4,12
11,8,4,12,5
8,4,12,5,11
4,12,5,11,11
12,5,11,11,8
5,11,11,8,6
11,11,8,6,12
11,8,6,12,5
8,6,12,5,13
6,12,5,13,11
12,5,13,11,8
5,13,11,8,4
13,11,8,4,10
11,8,4,10,5
8,4,10,5,13
4,10,5,13,9
10,5,13,9,7
5,13,9,7,4
13,9,7,4,10
9,7,4,10,3
7,4,10,3,14
4,10,3,14,11
10,3,14,11,7
3,14,11,7,2
14,11,7,2,0
11,7,2,0,13
7,2,0,13,11
2,0,13,11,7
0,13,11,7,1
13,11,7,1,2
11,7,1,2,12
7,1,2,12,11
1,2,12,11,7
2,12,11,7,3
12,11,7,3,4
11,7,3,4,10
7,3,4,10,5
3,4,10,5,6
4,10,5,6,11
10,5,6,11,9
5,6,11,9,7
6,11,9,7,7
11,9,7,7,18
9,7,7,18,14
7,7,18,14,9
7,18,14,9,7
18,14,9,7,6
14,9,7,6,17
9,7,6,17,14
7,6,17,14,9
6,17,14,9,5
17,14,9,5,15
14,9,5,15,8
9,5,15,8,6
5,15,8,6,16
15,8,6,16,11
8,6,16,11,7
6,16,11,7,7
16,11,7,7,15
11,7,7,15,10
7,7,15,10,5
7,15,10,5,15
15,10,5,15,12
10,5,15,12,7
5,15,12,7,3
15,12,7,3,1
12,7,3,1,11
7,3,1,11,6
3,1,11,6,4
1,11,6,4,10
11,6,4,10,14
6,4,10,14,9
4,10,14,9,4
