"i1","i2","i3","i4","target"
18,16,11,7,18
16,11,7,18,18
11,7,18,18,14
7,18,18,14,9
18,18,14,9,16
18,14,9,16,11
14,9,16,11,7
9,16,11,7,17
16,11,7,17,16
11,7,17,16,14
7,17,16,14,12
17,16,14,12,15
16,14,12,15,16
14,12,15,16,14
12,15,16,14,14
15,16,14,14,9
16,14,14,9,11
14,14,9,11,15
14,9,11,15,14
9,11,15,14,12
11,15,14,12,10
15,14,12,10,11
14,12,10,11,8
12,10,11,8,10
10,11,8,10,11
11,8,10,11,11
8,10,11,11,10
10,11,11,10,4
11,11,10,4,14
11,10,4,14,14
10,4,14,14,9
4,14,14,9,7
14,14,9,7,10
14,9,7,10,14
9,7,10,14,9
7,10,14,9,15
10,14,9,15,8
14,9,15,8,18
9,15,8,18,16
15,8,18,16,7
8,18,16,7,15
18,16,7,15,16
16,7,15,16,7
7,15,16,7,7
15,16,7,7,10
16,7,7,10,14
7,7,10,14,9
7,10,14,9,20
10,14,9,20,17
14,9,20,17,8
9,20,17,8,8
20,17,8,8,6
17,8,8,6,18
8,8,6,18,13
8,6,18,13,9
6,18,13,9,16
18,13,9,16,10
13,9,16,10,15
9,16,10,15,21
16,10,15,21,16
10,15,21,16,11
15,21,16,11,9
21,16,11,9,17
16,11,9,17,10
11,9,17,10,8
9,17,10,8,18
17,10,8,18,9
10,8,18,9,7
8,18,9,7,17
18,9,7,17,14
9,7,17,14,12
7,17,14,12,14
17,14,12,14,18
14,12,14,18,15
12,14,18,15,11
14,18,15,11,12
18,15,11,12,11
15,11,12,11,19
11,12,11,19,10
12,11,19,10,21
11,19,10,21,18
19,10,21,18,9
10,21,18,9,22
21,18,9,22,17
18,9,22,17,8
9,22,17,8,23
22,17,8,23,16
17,8,23,16,14
8,23,16,14,7
23,16,14,7,18
16,14,7,18,9
14,7,18,9,22
7,18,9,22,19
18,9,22,19,10
9,22,19,10,17
22,19,10,17,14
19,10,17,14,8
10,17,14,8,15
17,14,8,15,13
14,8,15,13,11
8,15,13,11,22
15,13,11,22,10
13,11,22,10,21
11,22,10,21,18
22,10,21,18,13
10,21,18,13,7
21,18,13,7,14
18,13,7,14,12
13,7,14,12,10
7,14,12,10,11
14,12,10,11,17
12,10,11,17,12
10,11,17,12,3
11,17,12,3,11
17,12,3,11,7
12,3,11,7,18
3,11,7,18,16
11,7,18,16,14
7,18,16,14,7
18,16,14,7,17
16,14,7,17,15
14,7,17,15,18
7,17,15,18,17
17,15,18,17,15
15,18,17,15,16
18,17,15,16,14
17,15,16,14,7
15,16,14,7,19
16,14,7,19,16
14,7,19,16,14
7,19,16,14,7
19,16,14,7,17
16,14,7,17,13
14,7,17,13,8
7,17,13,8,18
17,13,8,18,17
13,8,18,17,13
8,18,17,13,9
18,17,13,9,16
17,13,9,16,14
13,9,16,14,7
9,16,14,7,17
16,14,7,17,16
14,7,17,16,14
7,17,16,14,5
17,16,14,5,17
16,14,5,17,15
14,5,17,15,13
5,17,15,13,6
17,15,13,6,12
15,13,6,12,16
13,6,12,16,16
6,12,16,16,12
12,16,16,12,2
16,16,12,2,13
16,12,2,13,11
12,2,13,11,14
2,13,11,14,12
13,11,14,12,15
11,14,12,15,10
14,12,15,10,18
12,15,10,18,16
15,10,18,16,9
10,18,16,9,13
18,16,9,13,11
16,9,13,11,9
9,13,11,9,16
13,11,9,16,14
11,9,16,14,10
9,16,14,10,8
16,14,10,8,7
14,10,8,7,20
10,8,7,20,8
8,7,20,8,17
7,20,8,17,9
20,8,17,9,6
8,17,9,6,8
17,9,6,8,18
9,6,8,18,13
6,8,18,13,9
8,18,13,9,16
18,13,9,16,8
13,9,16,8,15
9,16,8,15,21
16,8,15,21,14
8,15,21,14,13
15,21,14,13,16
21,14,13,16,20
14,13,16,20,15
13,16,20,15,13
16,20,15,13,11
20,15,13,11,18
15,13,11,18,14
13,11,18,14,9
11,18,14,9,15
18,14,9,15,18
14,9,15,18,16
9,15,18,16,7
15,18,16,7,15
18,16,7,15,8
16,7,15,8,14
7,15,8,14,18
15,8,14,18,18
8,14,18,18,4
14,18,18,4,15
18,18,4,15,18
18,4,15,18,17
4,15,18,17,11
15,18,17,11,18
18,17,11,18,16
17,11,18,16,14
11,18,16,14,14
18,16,14,14,7
16,14,14,7,18
14,14,7,18,14
14,7,18,14,9
7,18,14,9,7
18,14,9,7,17
14,9,7,17,16
9,7,17,16,14
7,17,16,14,12
17,16,14,12,15
16,14,12,15,16
14,12,15,16,14
12,15,16,14,14
15,16,14,14,9
16,14,14,9,11
14,14,9,11,15
14,9,11,15,14
9,11,15,14,12
11,15,14,12,10
15,14,12,10,13
14,12,10,13,10
12,10,13,10,8
10,13,10,8,13
13,10,8,13,8
10,8,13,8,11
8,13,8,11,11
13,8,11,11,10
8,11,11,10,14
11,11,10,14,13
11,10,14,13,11
10,14,13,11,14
14,13,11,14,7
13,11,14,7,13
11,14,7,13,12
14,7,13,12,8
7,13,12,8,10
13,12,8,10,11
12,8,10,11,12
8,10,11,12,10
10,11,12,10,3
11,12,10,3,11
