"i1","i2","i3","i4","target"
4,4,2,0,2
4,2,0,2,2
2,0,2,2,4
0,2,2,4,7
2,2,4,7,7
2,4,7,7,7
4,7,7,7,4
7,7,7,4,4
7,7,4,4,4
7,4,4,4,4
4,4,4,4,2
4,4,4,2,0
4,4,2,0,2
4,2,0,2,2
2,0,2,2,4
0,2,2,4,7
2,2,4,7,7
2,4,7,7,8
4,7,7,8,9
7,7,8,9,10
7,8,9,10,11
8,9,10,11,4
9,10,11,4,4
10,11,4,4,4
11,4,4,4,8
4,4,4,8,9
4,4,8,9,4
4,8,9,4,2
8,9,4,2,4
9,4,2,4,9
4,2,4,9,9
2,4,9,9,8
4,9,9,8,8
9,9,8,8,8
9,8,8,8,4
8,8,8,4,4
8,8,4,4,2
8,4,4,2,0
4,4,2,0,2
4,2,0,2,2
2,0,2,2,4
0,2,2,4,7
2,2,4,7,7
2,4,7,7,7
4,7,7,7,4
7,7,7,4,0
7,7,4,0,0
7,4,0,0,0
4,0,0,0,0
0,0,0,0,2
0,0,0,2,0
0,0,2,0,4
0,2,0,4,4
2,1,0,1,-1
1,0,1,-1,0
0,1,-1,0,1
1,-1,0,1,2
-1,0,1,2,2
0,1,2,2,2
1,2,2,2,-1
2,2,2,-1,-1
2,2,-1,-1,-3
2,-1,-1,-3,-2
-1,-1,-3,-2,-1
-1,-3,-2,-1,-2
-3,-2,-1,-2,-3
-2,-1,-2,-3,-3
-1,-2,-3,-3,0
-2,-3,-3,0,0
-3,-3,0,0,-1
-3,0,0,-1,0
0,0,-1,0,1
0,-1,0,1,2
-1,0,1,2,1
0,1,2,1,0
1,2,1,0,-1
2,1,0,-1,2
1,0,-1,2,1
0,-1,2,1,0
-1,2,1,0,-1
2,1,0,-1,0
1,0,-1,0,-1
0,-1,0,-1,-2
-1,0,-1,-2,-3
0,-1,-2,-3,-4
9,8,7,6,7
8,7,6,7,6
7,6,7,6,5
6,7,6,5,4
7,6,5,4,3
6,5,4,3,4
5,4,3,4,4
4,3,4,4,7
3,4,4,7,7
4,4,7,7,6
4,7,7,6,5
7,7,6,5,5
7,6,5,5,4
6,5,5,4,4
5,5,4,4,4
5,4,4,4,4
4,4,4,4,3
4,4,4,3,4
4,4,3,4,7
4,3,4,7,6
3,4,7,6,5
4,7,6,5,4
7,6,5,4,6
6,5,4,6,9
5,4,6,9,8
4,6,9,8,6
6,9,8,6,7
9,8,6,7,5
8,6,7,5,5
6,7,5,5,4
7,5,5,4,4
5,5,4,4,3
5,4,4,3,4
4,4,3,4,3
4,3,4,3,2
3,4,3,2,0
4,3,2,0,4
3,2,0,4,3
7,11,11,10,11
11,11,10,11,10
11,10,11,10,9
10,11,10,9,10
11,10,9,10,9
10,9,10,9,8
9,10,9,8,7
10,9,8,7,14
9,8,7,14,7
8,7,14,7,9
7,14,7,9,7
14,7,9,7,5
7,9,7,5,12
9,7,5,12,5
7,5,12,5,7
5,12,5,7,5
12,5,7,5,3
5,7,5,3,10
7,5,3,10,11
5,3,10,11,4
3,10,11,4,7
10,11,4,7,0
11,4,7,0,7
4,7,0,7,8
7,0,7,8,9
0,7,8,9,2
7,8,9,2,9
8,9,2,9,10
9,2,9,10,11
2,9,10,11,4
9,10,11,4,11
10,11,4,11,10
11,4,11,10,9
4,11,10,9,8
11,10,9,8,7
10,9,8,7,6
9,8,7,6,7
8,7,6,7,14
7,6,7,14,7
6,7,14,7,9
7,14,7,9,7
14,7,9,7,5
7,9,7,5,12
9,7,5,12,5
7,5,12,5,7
5,12,5,7,5
12,5,7,5,3
5,7,5,3,10
7,5,3,10,11
5,3,10,11,4
3,10,11,4,7
10,11,4,7,0
11,4,7,0,7
4,7,0,7,6
7,0,7,6,7
0,7,6,7,5
7,6,7,5,8
6,7,5,8,7
7,5,8,7,6
5,8,7,6,5
8,7,6,5,4
7,6,5,4,3
6,5,4,3,2
5,4,3,2,1
4,3,2,1,0
3,2,1,0,1
2,1,0,1,4
1,0,1,4,11
0,1,4,11,4
1,4,11,4,6
4,11,4,6,4
11,4,6,4,2
4,6,4,2,9
6,4,2,9,2
4,2,9,2,4
2,9,2,4,2
9,2,4,2,0
2,4,2,0,7
4,2,0,7,8
2,0,7,8,1
0,7,8,1,4
7,8,1,4,11
8,1,4,11,11
1,4,11,11,10
4,11,11,10,9
11,11,10,9,11
11,10,9,11,7
10,9,11,7,10
9,11,7,10,10
11,7,10,10,9
7,10,10,9,10
10,10,9,10,11
10,9,10,11,12
9,10,11,12,10
10,11,12,10,11
11,12,10,11,4
12,10,11,4,7
10,11,4,7,14
11,4,7,14,7
4,7,14,7,9
7,14,7,9,7
14,7,9,7,5
7,9,7,5,12
9,7,5,12,5
7,5,12,5,7
5,12,5,7,5
12,5,7,5,3
5,7,5,3,10
7,5,3,10,11
5,3,10,11,4
3,10,11,4,5
10,11,4,5,12
11,4,5,12,11
4,5,12,11,10
5,12,11,10,11
12,11,10,11,4
