"i1","i2","i3","i4","target"
18,16,14,7,13
16,14,7,13,17
14,7,13,17,16
7,13,17,16,8
13,17,16,8,15
17,16,8,15,7
16,8,15,7,18
8,15,7,18,15
15,7,18,15,13
7,18,15,13,6
18,15,13,6,14
15,13,6,14,20
13,6,14,20,18
6,14,20,18,15
14,20,18,15,4
20,18,15,4,16
18,15,4,16,15
15,4,16,15,21
4,16,15,21,14
16,15,21,14,5
15,21,14,5,17
21,14,5,17,6
14,5,17,6,18
5,17,6,18,17
17,6,18,17,14
6,18,17,14,7
18,17,14,7,16
17,14,7,16,15
14,7,16,15,16
7,16,15,16,18
16,15,16,18,15
15,16,18,15,11
16,18,15,11,16
18,15,11,16,14
15,11,16,14,11
11,16,14,11,7
16,14,11,7,17
14,11,7,17,8
11,7,17,8,18
7,17,8,18,13
17,8,18,13,11
8,18,13,11,9
18,13,11,9,17
13,11,9,17,16
11,9,17,16,14
9,17,16,14,11
17,16,14,11,2
16,14,11,2,15
14,11,2,15,12
11,2,15,12,3
2,15,12,3,14
15,12,3,14,14
12,3,14,14,9
3,14,14,9,5
14,14,9,5,15
14,9,5,15,10
9,5,15,10,4
5,15,10,4,11
15,10,4,11,10
10,4,11,10,14
4,11,10,14,11
11,10,14,11,9
10,14,11,9,7
14,11,9,7,16
11,9,7,16,14
9,7,16,14,11
7,16,14,11,0
16,14,11,0,17
14,11,0,17,14
11,0,17,14,8
0,17,14,8,1
17,14,8,1,13
14,8,1,13,9
8,1,13,9,17
1,13,9,17,13
13,9,17,13,10
9,17,13,10,2
17,13,10,2,14
13,10,2,14,10
10,2,14,10,3
2,14,10,3,7
14,10,3,7,8
10,3,7,8,13
3,7,8,13,4
7,8,13,4,11
8,13,4,11,9
13,4,11,9,12
4,11,9,12,10
11,9,12,10,16
9,12,10,16,13
12,10,16,13,11
10,16,13,11,4
16,13,11,4,14
13,11,4,14,9
11,4,14,9,5
4,14,9,5,17
14,9,5,17,15
9,5,17,15,12
5,17,15,12,4
17,15,12,4,3
15,12,4,3,18
12,4,3,18,16
4,3,18,16,13
3,18,16,13,2
18,16,13,2,18
16,13,2,18,15
13,2,18,15,11
2,18,15,11,17
18,15,11,17,16
15,11,17,16,15
11,17,16,15,11
17,16,15,11,7
16,15,11,7,14
15,11,7,14,17
11,7,14,17,10
7,14,17,10,8
14,17,10,8,12
17,10,8,12,18
10,8,12,18,14
8,12,18,14,11
12,18,14,11,9
18,14,11,9,17
14,11,9,17,8
11,9,17,8,16
9,17,8,16,11
17,8,16,11,7
8,16,11,7,10
16,11,7,10,13
11,7,10,13,11
7,10,13,11,15
10,13,11,15,12
13,11,15,12,10
11,15,12,10,7
15,12,10,7,9
12,10,7,9,11
10,7,9,11,10
7,9,11,10,14
9,11,10,14,9
11,10,14,9,7
10,14,9,7,8
14,9,7,8,9
9,7,8,9,15
7,8,9,15,8
8,9,15,8,4
9,15,8,4,14
15,8,4,14,14
8,4,14,14,11
4,14,14,11,10
14,14,11,10,1
14,11,10,1,14
11,10,1,14,13
10,1,14,13,11
1,14,13,11,0
14,13,11,0,14
13,11,0,14,13
11,0,14,13,10
0,14,13,10,3
14,13,10,3,7
13,10,3,7,4
10,3,7,4,12
3,7,4,12,10
7,4,12,10,5
4,12,10,5,3
12,10,5,3,14
10,5,3,14,12
5,3,14,12,10
3,14,12,10,7
14,12,10,7,11
12,10,7,11,10
10,7,11,10,8
7,11,10,8,11
11,10,8,11,0
10,8,11,0,18
8,11,0,18,16
11,0,18,16,14
0,18,16,14,7
18,16,14,7,8
16,14,7,8,18
14,7,8,18,15
7,8,18,15,13
8,18,15,13,9
18,15,13,9,14
15,13,9,14,17
13,9,14,17,17
9,14,17,17,13
14,17,17,13,9
17,17,13,9,19
17,13,9,19,8
13,9,19,8,18
9,19,8,18,18
19,8,18,18,13
8,18,18,13,9
18,18,13,9,19
18,13,9,19,17
13,9,19,17,10
9,19,17,10,20
19,17,10,20,16
17,10,20,16,13
10,20,16,13,11
20,16,13,11,9
16,13,11,9,21
13,11,9,21,12
11,9,21,12,12
9,21,12,12,18
21,12,12,18,16
12,12,18,16,13
12,18,16,13,9
18,16,13,9,18
16,13,9,18,16
13,9,18,16,13
9,18,16,13,9
18,16,13,9,14
16,13,9,14,18
13,9,14,18,15
9,14,18,15,15
14,18,15,15,11
18,15,15,11,17
15,15,11,17,16
15,11,17,16,14
11,17,16,14,7
17,16,14,7,17
16,14,7,17,15
14,7,17,15,10
7,17,15,10,18
17,15,10,18,16
15,10,18,16,9
10,18,16,9,7
18,16,9,7,17
16,9,7,17,10
9,7,17,10,8
7,17,10,8,16
17,10,8,16,14
10,8,16,14,11
8,16,14,11,9
16,14,11,9,10
14,11,9,10,15
11,9,10,15,14
9,10,15,14,11
10,15,14,11,11
15,14,11,11,14
14,11,11,14,15
11,11,14,15,4
11,14,15,4,10
14,15,4,10,14
15,4,10,14,14
4,10,14,14,9
10,14,14,9,5
14,14,9,5,16
14,9,5,16,13
9,5,16,13,11
5,16,13,11,4
16,13,11,4,17
13,11,4,17,13
11,4,17,13,10
4,17,13,10,1
17,13,10,1,9
13,10,1,9,0
10,1,9,0,17
1,9,0,17,13
9,0,17,13,10
0,17,13,10,1
17,13,10,1,2
13,10,1,2,14
10,1,2,14,10
1,2,14,10,3
2,14,10,3,12
14,10,3,12,9
10,3,12,9,13
3,12,9,13,8
12,9,13,8,4
9,13,8,4,11
13,8,4,11,10
8,4,11,10,16
4,11,10,16,13
11,10,16,13,11
10,16,13,11,4
16,13,11,4,3
13,11,4,3,17
11,4,3,17,13
4,3,17,13,10
3,17,13,10,2
17,13,10,2,1
13,10,2,1,18
10,2,1,18,13
2,1,18,13,9
1,18,13,9,2
18,13,9,2,18
13,9,2,18,13
9,2,18,13,11
2,18,13,11,9
18,13,11,9,10
13,11,9,10,8
11,9,10,8,18
9,10,8,18,14
10,8,18,14,9
8,18,14,9,7
18,14,9,7,17
14,9,7,17,8
9,7,17,8,16
7,17,8,16,11
17,8,16,11,7
8,16,11,7,8
16,11,7,8,17
11,7,8,17,18
7,8,17,18,14
8,17,18,14,9
17,18,14,9,7
18,14,9,7,10
14,9,7,10,8
9,7,10,8,16
7,10,8,16,14
10,8,16,14,11
8,16,14,11,9
16,14,11,9,10
14,11,9,10,15
11,9,10,15,14
9,10,15,14,11
10,15,14,11,11
15,14,11,11,13
14,11,11,13,8
11,11,13,8,4
11,13,8,4,14
13,8,4,14,9
8,4,14,9,7
4,14,9,7,15
14,9,7,15,13
9,7,15,13,10
7,15,13,10,6
15,13,10,6,14
13,10,6,14,13
10,6,14,13,11
6,14,13,11,12
14,13,11,12,10
13,11,12,10,3
11,12,10,3,14
12,10,3,14,11
10,3,14,11,6
3,14,11,6,14
14,11,6,14,10
11,6,14,10,10
6,14,10,10,6
14,10,10,6,7
10,10,6,7,5
10,6,7,5,4
6,7,5,4,10
7,5,4,10,5
5,4,10,5,12
4,10,5,12,3
10,5,12,3,14
5,12,3,14,11
12,3,14,11,10
3,14,11,10,7
14,11,10,7,8
11,10,7,8,0
10,7,8,0,18
7,8,0,18,15
8,0,18,15,11
0,18,15,11,16
18,15,11,16,14
15,11,16,14,11
11,16,14,11,7
16,14,11,7,12
14,11,7,12,20
11,7,12,20,13
7,12,20,13,11
12,20,13,11,8
20,13,11,8,10
13,11,8,10,18
11,8,10,18,13
8,10,18,13,9
10,18,13,9,9
18,13,9,9,20
13,9,9,20,13
9,9,20,13,9
9,20,13,9,4
20,13,9,4,19
13,9,4,19,14
9,4,19,14,5
4,19,14,5,18
19,14,5,18,15
14,5,18,15,13
5,18,15,13,6
18,15,13,6,16
15,13,6,16,17
13,6,16,17,-1
6,16,17,-1,15
16,17,-1,15,12
17,-1,15,12,16
-1,15,12,16,13
15,12,16,13,11
12,16,13,11,2
16,13,11,2,18
13,11,2,18,15
11,2,18,15,11
2,18,15,11,17
18,15,11,17,16
15,11,17,16,15
11,17,16,15,11
17,16,15,11,7
16,15,11,7,14
15,11,7,14,0
11,7,14,0,15
7,14,0,15,10
14,0,15,10,1
0,15,10,1,13
15,10,1,13,11
10,1,13,11,14
1,13,11,14,13
13,11,14,13,7
11,14,13,7,3
14,13,7,3,12
13,7,3,12,16
7,3,12,16,13
3,12,16,13,11
12,16,13,11,4
16,13,11,4,9
13,11,4,9,17
11,4,9,17,14
4,9,17,14,7
9,17,14,7,8
17,14,7,8,9
14,7,8,9,17
7,8,9,17,13
8,9,17,13,6
9,17,13,6,8
17,13,6,8,14
13,6,8,14,11
6,8,14,11,6
8,14,11,6,13
14,11,6,13,13
11,6,13,13,11
6,13,13,11,4
13,13,11,4,12
13,11,4,12,10
11,4,12,10,16
4,12,10,16,11
12,10,16,11,9
10,16,11,9,4
16,11,9,4,10
11,9,4,10,8
9,4,10,8,11
4,10,8,11,9
10,8,11,9,7
8,11,9,7,17
11,9,7,17,14
9,7,17,14,5
7,17,14,5,13
17,14,5,13,8
14,5,13,8,6
5,13,8,6,18
13,8,6,18,13
8,6,18,13,9
6,18,13,9,9
18,13,9,9,18
13,9,9,18,16
9,9,18,16,13
9,18,16,13,2
18,16,13,2,17
16,13,2,17,15
13,2,17,15,16
2,17,15,16,14
17,15,16,14,13
15,16,14,13,5
16,14,13,5,12
14,13,5,12,11
13,5,12,11,17
5,12,11,17,10
12,11,17,10,13
11,17,10,13,7
17,10,13,7,12
10,13,7,12,18
13,7,12,18,11
7,12,18,11,9
12,18,11,9,8
18,11,9,8,16
11,9,8,16,9
9,8,16,9,7
8,16,9,7,14
16,9,7,14,12
9,7,14,12,13
7,14,12,13,11
14,12,13,11,15
12,13,11,15,7
13,11,15,7,11
11,15,7,11,11
15,7,11,11,6
7,11,11,6,14
11,11,6,14,14
11,6,14,14,7
6,14,14,7,15
14,14,7,15,11
14,7,15,11,4
7,15,11,4,14
15,11,4,14,14
11,4,14,14,9
4,14,14,9,5
14,14,9,5,10
14,9,5,10,4
9,5,10,4,14
5,10,4,14,13
10,4,14,13,11
4,14,13,11,3
14,13,11,3,14
13,11,3,14,12
11,3,14,12,3
3,14,12,3,11
14,12,3,11,10
12,3,11,10,4
3,11,10,4,10
11,10,4,10,10
10,4,10,10,5
4,10,10,5,11
10,10,5,11,12
10,5,11,12,3
5,11,12,3,14
11,12,3,14,10
12,3,14,10,0
3,14,10,0,11
14,10,0,11,12
10,0,11,12,10
0,11,12,10,10
11,12,10,10,8
