"i1","i2","i3","i4","target"
14,11,9,7,15
11,9,7,15,11
9,7,15,11,8
7,15,11,8,16
15,11,8,16,11
11,8,16,11,7
8,16,11,7,7
16,11,7,7,16
11,7,7,16,11
7,7,16,11,7
7,16,11,7,0
16,11,7,0,16
11,7,0,16,11
7,0,16,11,7
0,16,11,7,7
16,11,7,7,17
11,7,7,17,13
7,7,17,13,8
7,17,13,8,6
17,13,8,6,18
13,8,6,18,13
8,6,18,13,9
6,18,13,9,9
18,13,9,9,18
13,9,9,18,13
9,9,18,13,9
9,18,13,9,2
18,13,9,2,18
13,9,2,18,13
9,2,18,13,9
2,18,13,9,9
18,13,9,9,10
13,9,9,10,8
9,9,10,8,18
9,10,8,18,16
10,8,18,16,9
8,18,16,9,7
18,16,9,7,8
16,9,7,8,6
9,7,8,6,17
7,8,6,17,7
8,6,17,7,15
6,17,7,15,8
17,7,15,8,16
7,15,8,16,9
15,8,16,9,7
8,16,9,7,14
16,9,7,14,11
9,7,14,11,15
7,14,11,15,14
14,11,15,14,12
11,15,14,12,3
15,14,12,3,11
14,12,3,11,4
12,3,11,4,14
3,11,4,14,10
11,4,14,10,14
4,14,10,14,11
14,10,14,11,0
10,14,11,0,18
14,11,0,18,14
11,0,18,14,0
0,18,14,0,10
18,14,0,10,1
14,0,10,1,18
0,10,1,18,14
10,1,18,14,11
1,18,14,11,0
18,14,11,0,19
14,11,0,19,14
11,0,19,14,10
0,19,14,10,3
19,14,10,3,2
14,10,3,2,19
10,3,2,19,10
3,2,19,10,0
2,19,10,0,18
19,10,0,18,10
10,0,18,10,-1
0,18,10,-1,-3
18,10,-1,-3,18
10,-1,-3,18,14
-1,-3,18,14,0
-3,18,14,0,13
18,14,0,13,17
14,0,13,17,13
0,13,17,13,10
13,17,13,10,3
17,13,10,3,11
13,10,3,11,17
10,3,11,17,7
3,11,17,7,-4
11,17,7,-4,17
17,7,-4,17,13
7,-4,17,13,8
-4,17,13,8,-1
17,13,8,-1,9
13,8,-1,9,0
8,-1,9,0,17
-1,9,0,17,13
9,0,17,13,10
0,17,13,10,1
17,13,10,1,8
13,10,1,8,-1
10,1,8,-1,18
1,8,-1,18,13
8,-1,18,13,9
-1,18,13,9,2
18,13,9,2,1
13,9,2,1,18
9,2,1,18,14
2,1,18,14,9
1,18,14,9,0
18,14,9,0,-1
14,9,0,-1,17
9,0,-1,17,14
0,-1,17,14,9
-1,17,14,9,-2
17,14,9,-2,-4
14,9,-2,-4,17
9,-2,-4,17,13
-2,-4,17,13,8
-4,17,13,8,-1
17,13,8,-1,12
13,8,-1,12,16
8,-1,12,16,12
-1,12,16,12,9
12,16,12,9,2
16,12,9,2,10
12,9,2,10,16
9,2,10,16,11
2,10,16,11,6
10,16,11,6,-5
16,11,6,-5,16
11,6,-5,16,12
6,-5,16,12,7
-5,16,12,7,5
16,12,7,5,17
12,7,5,17,12
7,5,17,12,7
5,17,12,7,4
17,12,7,4,3
12,7,4,3,18
7,4,3,18,11
4,3,18,11,8
3,18,11,8,17
18,11,8,17,11
11,8,17,11,7
8,17,11,7,7
17,11,7,7,16
11,7,7,16,15
7,7,16,15,7
7,16,15,7,15
16,15,7,15,11
15,7,15,11,4
7,15,11,4,10
15,11,4,10,14
11,4,10,14,10
4,10,14,10,7
10,14,10,7,7
14,10,7,7,8
10,7,7,8,14
7,7,8,14,4
