"i1","i2","i3","i4","target"
14,11,9,7,18
11,9,7,18,11
9,7,18,11,8
7,18,11,8,6
18,11,8,6,12
11,8,6,12,18
8,6,12,18,13
6,12,18,13,11
12,18,13,11,4
18,13,11,4,10
13,11,4,10,18
11,4,10,18,14
4,10,18,14,9
10,18,14,9,7
18,14,9,7,10
14,9,7,10,8
9,7,10,8,18
7,10,8,18,14
10,8,18,14,11
8,18,14,11,9
18,14,11,9,7
14,11,9,7,19
11,9,7,19,14
9,7,19,14,10
7,19,14,10,3
19,14,10,3,9
14,10,3,9,18
10,3,9,18,13
3,9,18,13,8
9,18,13,8,4
18,13,8,4,17
13,8,4,17,16
8,4,17,16,11
4,17,16,11,7
17,16,11,7,0
16,11,7,0,15
11,7,0,15,11
7,0,15,11,6
0,15,11,6,4
15,11,6,4,16
11,6,4,16,11
6,4,16,11,7
4,16,11,7,7
16,11,7,7,17
11,7,7,17,12
7,7,17,12,18
7,17,12,18,13
17,12,18,13,8
12,18,13,8,6
18,13,8,6,7
13,8,6,7,18
8,6,7,18,12
6,7,18,12,8
7,18,12,8,8
18,12,8,8,19
12,8,8,19,17
8,8,19,17,13
8,19,17,13,8
19,17,13,8,1
17,13,8,1,14
13,8,1,14,18
8,1,14,18,13
1,14,18,13,8
14,18,13,8,4
18,13,8,4,18
13,8,4,18,13
8,4,18,13,8
4,18,13,8,4
18,13,8,4,3
13,8,4,3,18
8,4,3,18,14
4,3,18,14,9
3,18,14,9,2
18,14,9,2,3
14,9,2,3,18
9,2,3,18,13
2,3,18,13,8
3,18,13,8,4
18,13,8,4,12
13,8,4,12,7
8,4,12,7,5
4,12,7,5,18
12,7,5,18,11
7,5,18,11,8
5,18,11,8,6
18,11,8,6,17
11,8,6,17,4
8,6,17,4,16
6,17,4,16,11
17,4,16,11,7
4,16,11,7,7
16,11,7,7,17
11,7,7,17,10
7,7,17,10,18
7,17,10,18,9
17,10,18,9,7
10,18,9,7,2
18,9,7,2,7
9,7,2,7,17
7,2,7,17,12
2,7,17,12,7
7,17,12,7,3
17,12,7,3,16
12,7,3,16,15
7,3,16,15,13
3,16,15,13,11
16,15,13,11,4
15,13,11,4,18
13,11,4,18,16
11,4,18,16,6
4,18,16,6,2
18,16,6,2,15
16,6,2,15,17
6,2,15,17,14
2,15,17,14,7
15,17,14,7,5
17,14,7,5,8
14,7,5,8,6
7,5,8,6,16
5,8,6,16,9
8,6,16,9,7
6,16,9,7,13
16,9,7,13,7
9,7,13,7,15
7,13,7,15,12
13,7,15,12,10
7,15,12,10,7
15,12,10,7,6
12,10,7,6,15
10,7,6,15,13
7,6,15,13,5
6,15,13,5,16
15,13,5,16,9
13,5,16,9,4
5,16,9,4,14
16,9,4,14,12
9,4,14,12,9
4,14,12,9,5
14,12,9,5,15
12,9,5,15,13
9,5,15,13,16
5,15,13,16,14
15,13,16,14,5
13,16,14,5,4
16,14,5,4,17
14,5,4,17,15
5,4,17,15,3
4,17,15,3,18
17,15,3,18,16
15,3,18,16,6
3,18,16,6,2
18,16,6,2,18
16,6,2,18,12
6,2,18,12,9
2,18,12,9,7
18,12,9,7,17
12,9,7,17,12
9,7,17,12,10
7,17,12,10,8
17,12,10,8,13
12,10,8,13,11
10,8,13,11,16
8,13,11,16,14
13,11,16,14,12
11,16,14,12,5
16,14,12,5,4
14,12,5,4,15
12,5,4,15,14
5,4,15,14,12
4,15,14,12,3
15,14,12,3,1
14,12,3,1,15
12,3,1,15,13
3,1,15,13,11
1,15,13,11,4
15,13,11,4,10
13,11,4,10,14
11,4,10,14,11
4,10,14,11,9
