"i1","i2","i3","i4","target"
14,9,14,11,9
9,14,11,9,7
14,11,9,7,11
11,9,7,11,6
9,7,11,6,14
7,11,6,14,14
11,6,14,14,14
6,14,14,14,12
14,14,14,12,9
14,14,12,9,5
14,12,9,5,10
12,9,5,10,18
9,5,10,18,15
5,10,18,15,18
10,18,15,18,13
18,15,18,13,11
15,18,13,11,4
18,13,11,4,3
13,11,4,3,18
11,4,3,18,16
4,3,18,16,18
3,18,16,18,14
18,16,18,14,7
16,18,14,7,2
18,14,7,2,13
14,7,2,13,17
7,2,13,17,15
2,13,17,15,17
13,17,15,17,12
17,15,17,12,8
15,17,12,8,3
17,12,8,3,16
12,8,3,16,14
8,3,16,14,16
3,16,14,16,15
16,14,16,15,11
14,16,15,11,15
16,15,11,15,13
15,11,15,13,11
11,15,13,11,4
15,13,11,4,16
13,11,4,16,11
11,4,16,11,16
4,16,11,16,14
16,11,16,14,7
11,16,14,7,17
16,14,7,17,14
14,7,17,14,17
7,17,14,17,14
17,14,17,14,12
14,17,14,12,5
17,14,12,5,16
14,12,5,16,16
12,5,16,16,3
5,16,16,3,15
16,16,3,15,11
16,3,15,11,15
3,15,11,15,13
15,11,15,13,8
11,15,13,8,4
15,13,8,4,14
13,8,4,14,9
8,4,14,9,14
4,14,9,14,11
14,9,14,11,9
9,14,11,9,0
14,11,9,0,14
11,9,0,14,9
9,0,14,9,14
0,14,9,14,11
14,9,14,11,9
9,14,11,9,7
14,11,9,7,15
11,9,7,15,11
9,7,15,11,15
7,15,11,15,11
15,11,15,11,8
11,15,11,8,6
15,11,8,6,16
11,8,6,16,14
8,6,16,14,16
6,16,14,16,11
16,14,16,11,7
14,16,11,7,7
16,11,7,7,6
11,7,7,6,17
7,7,6,17,14
7,6,17,14,17
6,17,14,17,12
17,14,17,12,14
14,17,12,14,5
17,12,14,5,15
12,14,5,15,11
14,5,15,11,15
5,15,11,15,15
15,11,15,15,13
11,15,15,13,6
15,15,13,6,14
15,13,6,14,14
13,6,14,14,5
6,14,14,5,18
14,14,5,18,15
14,5,18,15,18
5,18,15,18,13
18,15,18,13,15
15,18,13,15,4
18,13,15,4,19
13,15,4,19,16
15,4,19,16,19
4,19,16,19,14
19,16,19,14,14
16,19,14,14,7
19,14,14,7,17
14,14,7,17,15
14,7,17,15,17
7,17,15,17,12
17,15,17,12,14
15,17,12,14,8
17,12,14,8,15
12,14,8,15,13
14,8,15,13,12
8,15,13,12,18
15,13,12,18,15
13,12,18,15,18
12,18,15,18,15
18,15,18,15,13
15,18,15,13,4
18,15,13,4,16
15,13,4,16,14
13,4,16,14,16
4,16,14,16,16
16,14,16,16,11
14,16,16,11,7
16,16,11,7,15
16,11,7,15,6
11,7,15,6,16
7,15,6,16,14
15,6,16,14,16
6,16,14,16,14
16,14,16,14,12
14,16,14,12,5
16,14,12,5,17
14,12,5,17,15
12,5,17,15,17
5,17,15,17,18
17,15,17,18,16
15,17,18,16,18
17,18,16,18,14
18,16,18,14,11
16,18,14,11,2
18,14,11,2,13
14,11,2,13,17
11,2,13,17,15
2,13,17,15,17
13,17,15,17,12
17,15,17,12,12
15,17,12,12,3
17,12,12,3,14
12,12,3,14,16
12,3,14,16,11
3,14,16,11,16
14,16,11,16,13
16,11,16,13,11
11,16,13,11,4
16,13,11,4,15
13,11,4,15,15
11,4,15,15,9
4,15,15,9,14
15,15,9,14,9
15,9,14,9,14
9,14,9,14,14
14,9,14,14,12
