"i1","i2","i3","i4","target"
14,11,9,7,12
11,9,7,12,15
9,7,12,15,13
7,12,15,13,10
12,15,13,10,6
15,13,10,6,14
13,10,6,14,13
10,6,14,13,10
6,14,13,10,3
14,13,10,3,12
13,10,3,12,9
10,3,12,9,13
3,12,9,13,11
12,9,13,11,8
9,13,11,8,4
13,11,8,4,8
11,8,4,8,6
8,4,8,6,11
4,8,6,11,9
8,6,11,9,2
6,11,9,2,7
11,9,2,7,13
9,2,7,13,10
2,7,13,10,8
7,13,10,8,1
13,10,8,1,12
10,8,1,12,11
8,1,12,11,10
1,12,11,10,9
12,11,10,9,7
11,10,9,7,4
10,9,7,4,6
9,7,4,6,14
7,4,6,14,12
4,6,14,12,10
6,14,12,10,3
14,12,10,3,15
12,10,3,15,12
10,3,15,12,10
3,15,12,10,1
15,12,10,1,13
12,10,1,13,16
10,1,13,16,14
1,13,16,14,11
13,16,14,11,0
16,14,11,0,13
14,11,0,13,14
11,0,13,14,10
0,13,14,10,18
13,14,10,18,9
14,10,18,9,2
10,18,9,2,8
18,9,2,8,17
9,2,8,17,14
2,8,17,14,7
8,17,14,7,5
17,14,7,5,6
14,7,5,6,7
7,5,6,7,13
5,6,7,13,8
6,7,13,8,16
7,13,8,16,14
13,8,16,14,11
8,16,14,11,4
16,14,11,4,15
14,11,4,15,14
11,4,15,14,12
4,15,14,12,3
15,14,12,3,11
14,12,3,11,4
12,3,11,4,8
3,11,4,8,13
11,4,8,13,11
4,8,13,11,-3
8,13,11,-3,10
13,11,-3,10,14
11,-3,10,14,11
-3,10,14,11,9
10,14,11,9,0
14,11,9,0,17
11,9,0,17,14
9,0,17,14,10
0,17,14,10,5
17,14,10,5,9
14,10,5,9,17
10,5,9,17,14
5,9,17,14,8
9,17,14,8,6
17,14,8,6,13
14,8,6,13,13
8,6,13,13,9
6,13,13,9,7
13,13,9,7,12
13,9,7,12,17
9,7,12,17,13
7,12,17,13,10
12,17,13,10,8
17,13,10,8,18
13,10,8,18,13
10,8,18,13,10
8,18,13,10,9
18,13,10,9,12
13,10,9,12,13
10,9,12,13,9
9,12,13,9,14
12,13,9,14,17
13,9,14,17,15
9,14,17,15,10
14,17,15,10,6
17,15,10,6,14
15,10,6,14,5
10,6,14,5,16
6,14,5,16,13
14,5,16,13,11
5,16,13,11,4
16,13,11,4,3
13,11,4,3,15
11,4,3,15,2
4,3,15,2,14
3,15,2,14,13
15,2,14,13,7
2,14,13,7,3
14,13,7,3,12
13,7,3,12,10
7,3,12,10,13
3,12,10,13,10
12,10,13,10,8
10,13,10,8,-1
13,10,8,-1,13
10,8,-1,13,11
8,-1,13,11,9
-1,13,11,9,2
13,11,9,2,10
11,9,2,10,1
9,2,10,1,16
2,10,1,16,14
10,1,16,14,11
1,16,14,11,0
16,14,11,0,9
14,11,0,9,12
11,0,9,12,7
0,9,12,7,15
9,12,7,15,15
12,7,15,15,6
7,15,15,6,11
15,15,6,11,16
15,6,11,16,15
6,11,16,15,11
11,16,15,11,7
16,15,11,7,11
15,11,7,11,14
11,7,11,14,6
7,11,14,6,5
11,14,6,5,17
14,6,5,17,15
6,5,17,15,12
5,17,15,12,4
17,15,12,4,3
15,12,4,3,18
12,4,3,18,16
4,3,18,16,13
3,18,16,13,2
18,16,13,2,15
16,13,2,15,14
13,2,15,14,12
2,15,14,12,9
15,14,12,9,11
14,12,9,11,17
12,9,11,17,12
9,11,17,12,8
11,17,12,8,13
17,12,8,13,10
12,8,13,10,16
8,13,10,16,14
13,10,16,14,11
10,16,14,11,7
16,14,11,7,12
14,11,7,12,11
11,7,12,11,13
7,12,11,13,6
12,11,13,6,15
11,13,6,15,6
13,6,15,6,14
6,15,6,14,7
15,6,14,7,5
6,14,7,5,10
14,7,5,10,13
7,5,10,13,11
5,10,13,11,8
10,13,11,8,4
13,11,8,4,15
11,8,4,15,13
8,4,15,13,11
4,15,13,11,4
15,13,11,4,16
13,11,4,16,14
11,4,16,14,11
4,16,14,11,7
16,14,11,7,9
14,11,7,9,12
11,7,9,12,5
7,9,12,5,18
9,12,5,18,13
12,5,18,13,11
5,18,13,11,9
18,13,11,9,9
13,11,9,9,17
11,9,9,17,12
9,9,17,12,7
9,17,12,7,9
17,12,7,9,11
12,7,9,11,12
7,9,11,12,10
9,11,12,10,8
11,12,10,8,13
12,10,8,13,8
10,8,13,8,16
8,13,8,16,14
13,8,16,14,9
8,16,14,9,7
16,14,9,7,11
14,9,7,11,15
9,7,11,15,14
7,11,15,14,12
11,15,14,12,3
15,14,12,3,11
14,12,3,11,10
12,3,11,10,1
3,11,10,1,9
11,10,1,9,13
10,1,9,13,10
1,9,13,10,4
9,13,10,4,8
13,10,4,8,14
10,4,8,14,11
4,8,14,11,9
