"i1","i2","i3","i4","target"
14,11,9,7,18
11,9,7,18,11
9,7,18,11,8
7,18,11,8,6
18,11,8,6,12
11,8,6,12,18
8,6,12,18,13
6,12,18,13,11
12,18,13,11,4
18,13,11,4,10
13,11,4,10,18
11,4,10,18,14
4,10,18,14,9
10,18,14,9,7
18,14,9,7,10
14,9,7,10,8
9,7,10,8,18
7,10,8,18,14
10,8,18,14,11
8,18,14,11,9
18,14,11,9,19
14,11,9,19,14
11,9,19,14,10
9,19,14,10,3
19,14,10,3,9
14,10,3,9,18
10,3,9,18,13
3,9,18,13,8
9,18,13,8,4
18,13,8,4,17
13,8,4,17,11
8,4,17,11,16
4,17,11,16,14
17,11,16,14,11
11,16,14,11,7
16,14,11,7,15
14,11,7,15,15
11,7,15,15,11
7,15,15,11,6
15,15,11,6,16
15,11,6,16,14
11,6,16,14,7
6,16,14,7,5
16,14,7,5,18
14,7,5,18,13
7,5,18,13,8
5,18,13,8,4
18,13,8,4,19
13,8,4,19,12
8,4,19,12,9
4,19,12,9,7
19,12,9,7,13
12,9,7,13,19
9,7,13,19,14
7,13,19,14,8
13,19,14,8,18
19,14,8,18,13
14,8,18,13,8
8,18,13,8,4
18,13,8,4,18
13,8,4,18,15
8,4,18,15,11
4,18,15,11,6
18,15,11,6,10
15,11,6,10,18
11,6,10,18,14
6,10,18,14,9
10,18,14,9,7
18,14,9,7,18
14,9,7,18,13
9,7,18,13,10
7,18,13,10,8
18,13,10,8,18
13,10,8,18,14
10,8,18,14,11
8,18,14,11,9
18,14,11,9,16
14,11,9,16,14
11,9,16,14,12
9,16,14,12,5
16,14,12,5,17
14,12,5,17,18
12,5,17,18,14
5,17,18,14,11
17,18,14,11,2
18,14,11,2,17
14,11,2,17,15
11,2,17,15,12
2,17,15,12,3
17,15,12,3,16
15,12,3,16,14
12,3,16,14,15
3,16,14,15,13
16,14,15,13,8
14,15,13,8,4
15,13,8,4,18
13,8,4,18,13
8,4,18,13,9
4,18,13,9,2
18,13,9,2,17
13,9,2,17,14
9,2,17,14,9
2,17,14,9,5
17,14,9,5,15
14,9,5,15,8
9,5,15,8,6
5,15,8,6,16
15,8,6,16,9
8,6,16,9,7
6,16,9,7,14
16,9,7,14,10
9,7,14,10,15
7,14,10,15,11
14,10,15,11,4
10,15,11,4,12
15,11,4,12,15
11,4,12,15,13
4,12,15,13,10
12,15,13,10,14
15,13,10,14,14
13,10,14,14,9
10,14,14,9,5
14,14,9,5,15
14,9,5,15,6
9,5,15,6,16
5,15,6,16,12
15,6,16,12,7
6,16,12,7,17
16,12,7,17,8
12,7,17,8,18
7,17,8,18,13
17,8,18,13,11
8,18,13,11,9
18,13,11,9,18
13,11,9,18,14
11,9,18,14,9
9,18,14,9,7
18,14,9,7,17
14,9,7,17,14
9,7,17,14,10
7,17,14,10,5
17,14,10,5,11
14,10,5,11,16
10,5,11,16,14
5,11,16,14,12
11,16,14,12,4
16,14,12,4,15
14,12,4,15,3
12,4,15,3,16
4,15,3,16,14
15,3,16,14,11
3,16,14,11,4
16,14,11,4,15
14,11,4,15,13
11,4,15,13,11
4,15,13,11,4
15,13,11,4,10
13,11,4,10,14
11,4,10,14,11
4,10,14,11,9
