"i1","i2","i3","i4","target"
10,7,5,3,6
7,5,3,6,4
5,3,6,4,10
3,6,4,10,7
6,4,10,7,7
4,10,7,7,5
10,7,7,5,4
7,7,5,4,11
7,5,4,11,11
5,4,11,11,7
4,11,11,7,3
11,11,7,3,2
11,7,3,2,12
7,3,2,12,11
3,2,12,11,7
2,12,11,7,3
12,11,7,3,4
11,7,3,4,10
7,3,4,10,5
3,4,10,5,3
4,10,5,3,11
10,5,3,11,9
5,3,11,9,7
3,11,9,7,0
11,9,7,0,14
9,7,0,14,11
7,0,14,11,7
0,14,11,7,2
14,11,7,2,1
11,7,2,1,15
7,2,1,15,11
2,1,15,11,11
1,15,11,11,0
15,11,11,0,-1
11,11,0,-1,16
11,0,-1,16,14
0,-1,16,14,11
-1,16,14,11,0
16,14,11,0,2
14,11,0,2,17
11,0,2,17,10
0,2,17,10,5
2,17,10,5,16
17,10,5,16,11
10,5,16,11,4
5,16,11,4,15
16,11,4,15,14
11,4,15,14,12
4,15,14,12,3
15,14,12,3,1
14,12,3,1,13
12,3,1,13,11
3,1,13,11,4
1,13,11,4,10
13,11,4,10,14
11,4,10,14,11
4,10,14,11,9
10,14,11,9,0
14,11,9,0,16
11,9,0,16,14
9,0,16,14,11
0,16,14,11,0
16,14,11,0,15
14,11,0,15,14
11,0,15,14,12
0,15,14,12,3
15,14,12,3,13
14,12,3,13,11
12,3,13,11,4
3,13,11,4,10
13,11,4,10,14
11,4,10,14,12
4,10,14,12,9
10,14,12,9,5
14,12,9,5,11
12,9,5,11,13
9,5,11,13,10
5,11,13,10,8
11,13,10,8,5
13,10,8,5,13
10,8,5,13,13
8,5,13,13,9
5,13,13,9,4
13,13,9,4,14
13,9,4,14,13
9,4,14,13,9
4,14,13,9,5
14,13,9,5,12
13,9,5,12,13
9,5,12,13,9
5,12,13,9,2
12,13,9,2,11
13,9,2,11,12
9,2,11,12,7
2,11,12,7,3
11,12,7,3,10
12,7,3,10,12
7,3,10,12,9
3,10,12,9,7
10,12,9,7,0
12,9,7,0,10
9,7,0,10,0
7,0,10,0,11
0,10,0,11,9
10,0,11,9,6
0,11,9,6,2
11,9,6,2,7
9,6,2,7,7
6,2,7,7,12
2,7,7,12,9
7,7,12,9,7
7,12,9,7,-2
12,9,7,-2,11
9,7,-2,11,9
7,-2,11,9,7
-2,11,9,7,0
11,9,7,0,10
9,7,0,10,11
7,0,10,11,11
0,10,11,11,7
10,11,11,7,2
11,11,7,2,12
11,7,2,12,7
7,2,12,7,3
2,12,7,3,10
12,7,3,10,2
7,3,10,2,13
3,10,2,13,6
10,2,13,6,1
2,13,6,1,9
13,6,1,9,0
6,1,9,0,10
1,9,0,10,1
9,0,10,1,8
0,10,1,8,-1
10,1,8,-1,11
1,8,-1,11,9
8,-1,11,9,6
-1,11,9,6,2
11,9,6,2,14
9,6,2,14,14
6,2,14,14,11
2,14,14,11,2
14,14,11,2,15
14,11,2,15,14
11,2,15,14,12
2,15,14,12,3
15,14,12,3,16
14,12,3,16,14
12,3,16,14,11
3,16,14,11,4
16,14,11,4,13
14,11,4,13,17
11,4,13,17,14
4,13,17,14,10
13,17,14,10,5
17,14,10,5,16
14,10,5,16,11
10,5,16,11,4
5,16,11,4,15
16,11,4,15,14
11,4,15,14,12
4,15,14,12,3
15,14,12,3,13
14,12,3,13,11
12,3,13,11,4
3,13,11,4,10
13,11,4,10,14
11,4,10,14,11
4,10,14,11,9
10,14,11,9,0
14,11,9,0,12
11,9,0,12,9
9,0,12,9,7
0,12,9,7,0
12,9,7,0,13
9,7,0,13,10
7,0,13,10,6
0,13,10,6,0
13,10,6,0,13
10,6,0,13,10
6,0,13,10,1
0,13,10,1,5
13,10,1,5,13
10,1,5,13,10
1,5,13,10,3
5,13,10,3,2
13,10,3,2,7
10,3,2,7,12
3,2,7,12,10
2,7,12,10,7
7,12,10,7,3
12,10,7,3,9
10,7,3,9,13
7,3,9,13,10
3,9,13,10,7
9,13,10,7,-1
13,10,7,-1,11
10,7,-1,11,9
7,-1,11,9,7
-1,11,9,7,0
11,9,7,0,12
9,7,0,12,10
7,0,12,10,7
0,12,10,7,3
12,10,7,3,2
10,7,3,2,13
7,3,2,13,10
3,2,13,10,6
2,13,10,6,0
13,10,6,0,7
10,6,0,7,-1
6,0,7,-1,11
0,7,-1,11,7
7,-1,11,7,0
-1,11,7,0,4
11,7,0,4,9
7,0,4,9,7
0,4,9,7,6
4,9,7,6,10
9,7,6,10,7
7,6,10,7,5
