"i1","i2","i3","i4","target"
4,4,2,2,1
4,2,2,1,0
2,2,1,0,0
2,1,0,0,3
1,0,0,3,2
0,0,3,2,2
0,3,2,2,2
3,2,2,2,1
2,2,2,1,0
2,2,1,0,1
2,1,0,1,2
1,0,1,2,1
0,1,2,1,0
1,2,1,0,-1
2,1,0,-1,0
1,0,-1,0,1
0,-1,0,1,1
-1,0,1,1,2
0,1,1,2,2
1,1,2,2,3
1,2,2,3,5
2,2,3,5,4
2,3,5,4,3
3,5,4,3,2
5,4,3,2,1
4,3,2,1,0
3,2,1,0,1
2,1,0,1,2
1,0,1,2,3
0,1,2,3,2
1,2,3,2,2
2,3,2,2,4
3,2,2,4,2
2,2,4,2,2
2,4,2,2,1
4,2,2,1,0
2,2,1,0,0
2,1,0,0,3
1,0,0,3,2
0,0,3,2,2
0,3,2,2,2
3,2,2,2,1
2,2,2,1,0
2,2,1,0,1
2,1,0,1,2
1,0,1,2,1
0,1,2,1,0
1,2,1,0,-1
2,1,0,-1,0
1,0,-1,0,1
0,-1,0,1,1
-1,0,1,1,2
0,1,1,2,2
1,1,2,2,3
1,2,2,3,5
2,2,3,5,4
2,3,5,4,3
3,5,4,3,2
5,4,3,2,1
4,3,2,1,0
3,2,1,0,1
2,1,0,1,2
1,0,1,2,3
0,1,2,3,2
1,2,3,2,2
2,3,2,2,3
3,2,2,3,3
2,2,3,3,2
2,3,3,2,2
3,3,2,2,1
3,2,2,1,2
2,2,1,2,3
2,1,2,3,4
1,2,3,4,4
2,3,4,4,4
3,4,4,4,3
4,4,4,3,2
4,4,3,2,3
4,3,2,3,4
3,2,3,4,5
2,3,4,5,4
3,4,5,4,4
4,5,4,4,4
5,4,4,4,5
4,4,4,5,5
4,4,5,5,3
4,5,5,3,2
5,5,3,2,1
5,3,2,1,2
3,2,1,2,3
2,1,2,3,2
1,2,3,2,1
2,3,2,1,4
3,2,1,4,2
2,1,4,2,2
1,4,2,2,2
4,2,2,2,1
2,2,2,1,1
2,2,1,1,0
2,1,1,0,1
1,1,0,1,2
1,0,1,2,3
0,1,2,3,2
1,2,3,2,3
2,3,2,3,4
3,2,3,4,5
2,3,4,5,5
3,4,5,5,4
4,5,5,4,5
5,5,4,5,2
5,4,5,2,2
4,5,2,2,1
5,2,2,1,1
2,2,1,1,1
2,1,1,1,2
1,1,1,2,2
1,1,2,2,3
1,2,2,3,3
2,2,3,3,3
2,3,3,3,2
3,3,3,2,1
3,3,2,1,1
5,4,3,2,1
4,3,2,1,1
3,2,1,1,0
2,1,1,0,1
1,1,0,1,2
1,0,1,2,3
0,1,2,3,-2
1,2,3,-2,-2
2,3,-2,-2,0
3,-2,-2,0,1
-2,-2,0,1,2
-2,0,1,2,3
0,1,2,3,-2
1,2,3,-2,0
2,3,-2,0,1
3,-2,0,1,3
-2,0,1,3,2
0,1,3,2,1
1,3,2,1,2
3,2,1,2,3
2,1,2,3,3
1,2,3,3,5
2,3,3,5,5
3,3,5,5,4
3,5,5,4,3
5,5,4,3,0
5,4,3,0,1
4,3,0,1,1
3,0,1,1,0
0,1,1,0,0
1,1,0,0,5
1,0,0,5,4
0,0,5,4,3
0,5,4,3,2
5,4,3,2,1
4,3,2,1,1
3,2,1,1,0
2,1,1,0,1
1,1,0,1,2
1,0,1,2,3
0,1,2,3,-2
1,2,3,-2,-2
2,3,-2,-2,0
3,-2,-2,0,1
-2,-2,0,1,2
-2,0,1,2,3
0,1,2,3,-2
1,2,3,-2,0
2,3,-2,0,1
3,-2,0,1,3
-2,0,1,3,2
0,1,3,2,1
1,3,2,1,2
3,2,1,2,3
2,1,2,3,3
1,2,3,3,5
2,3,3,5,5
3,3,5,5,4
3,5,5,4,3
5,5,4,3,0
5,4,3,0,1
4,3,0,1,1
3,0,1,1,0
0,1,1,0,0
1,1,0,0,0
1,0,0,0,1
0,0,0,1,1
0,0,1,1,1
0,1,1,1,2
1,1,1,2,3
1,1,2,3,2
1,2,3,2,1
2,3,2,1,4
3,2,1,4,4
2,1,4,4,4
1,4,4,4,0
4,4,4,0,0
4,4,0,0,0
4,0,0,0,4
0,0,0,4,3
0,0,4,3,2
0,4,3,2,1
4,3,2,1,4
3,2,1,4,3
2,1,4,3,3
1,4,3,3,3
4,3,3,3,4
3,3,3,4,4
3,3,4,4,0
3,4,4,0,0
4,4,0,0,0
4,0,0,0,4
0,0,0,4,0
0,0,4,0,1
0,4,0,1,2
4,0,1,2,3
0,1,2,3,2
1,2,3,2,3
2,3,2,3,2
3,2,3,2,1
2,3,2,1,2
3,2,1,2,0
2,1,2,0,1
1,2,0,1,2
2,0,1,2,3
0,1,2,3,1
1,2,3,1,5
2,3,1,5,1
3,1,5,1,4
1,5,1,4,3
5,1,4,3,2
1,4,3,2,1
4,3,2,1,2
3,2,1,2,1
2,1,2,1,1
1,2,1,1,0
2,1,1,0,0
1,1,0,0,1
1,0,0,1,1
0,0,1,1,2
0,1,1,2,3
1,1,2,3,0
1,2,3,0,0
2,3,0,0,1
3,0,0,1,0
7,11,12,9,11
11,12,9,11,10
12,9,11,10,3
9,11,10,3,7
11,10,3,7,5
10,3,7,5,9
3,7,5,9,10
7,5,9,10,7
5,9,10,7,6
9,10,7,6,5
10,7,6,5,4
7,6,5,4,3
6,5,4,3,10
5,4,3,10,9
4,3,10,9,7
3,10,9,7,10
10,9,7,10,11
9,7,10,11,12
7,10,11,12,6
10,11,12,6,7
11,12,6,7,3
12,6,7,3,3
6,7,3,3,4
7,3,3,4,7
3,3,4,7,7
3,4,7,7,11
4,7,7,11,12
7,7,11,12,9
7,11,12,9,11
11,12,9,11,10
12,9,11,10,3
9,11,10,3,7
11,10,3,7,5
10,3,7,5,9
3,7,5,9,10
7,5,9,10,7
5,9,10,7,6
9,10,7,6,5
10,7,6,5,4
7,6,5,4,3
6,5,4,3,10
5,4,3,10,9
4,3,10,9,7
3,10,9,7,10
10,9,7,10,11
9,7,10,11,12
7,10,11,12,6
10,11,12,6,7
11,12,6,7,3
12,6,7,3,3
6,7,3,3,4
7,3,3,4,7
3,3,4,7,7
3,4,7,7,10
4,7,7,10,9
7,7,10,9,8
7,10,9,8,5
10,9,8,5,12
9,8,5,12,11
8,5,12,11,10
5,12,11,10,9
12,11,10,9,8
11,10,9,8,11
10,9,8,11,11
9,8,11,11,10
8,11,11,10,9
11,11,10,9,8
11,10,9,8,7
10,9,8,7,6
9,8,7,6,7
8,7,6,7,8
7,6,7,8,9
6,7,8,9,10
7,8,9,10,11
8,9,10,11,7
9,10,11,7,14
10,11,7,14,13
11,7,14,13,12
7,14,13,12,11
14,13,12,11,10
13,12,11,10,11
12,11,10,11,12
11,10,11,12,10
10,11,12,10,11
11,12,10,11,4
12,10,11,4,7
10,11,4,7,8
11,4,7,8,9
4,7,8,9,10
7,8,9,10,11
8,9,10,11,9
9,10,11,9,7
10,11,9,7,8
11,9,7,8,9
9,7,8,9,7
7,8,9,7,5
8,9,7,5,8
9,7,5,8,4
7,5,8,4,7
5,8,4,7,11
8,4,7,11,12
4,7,11,12,9
7,11,12,9,7
11,12,9,7,8
12,9,7,8,9
9,7,8,9,10
7,8,9,10,4
8,9,10,4,5
9,10,4,5,10
10,4,5,10,11
4,5,10,11,7
5,10,11,7,7
10,11,7,7,10
11,7,7,10,11
7,7,10,11,12
7,10,11,12,6
10,11,12,6,7
11,12,6,7,3
12,6,7,3,4
