"i1","i2","i3","i4","target"
14,11,9,0,14
11,9,0,14,11
9,0,14,11,9
0,14,11,9,7
14,11,9,7,15
11,9,7,15,11
9,7,15,11,8
7,15,11,8,6
15,11,8,6,16
11,8,6,16,11
8,6,16,11,7
6,16,11,7,7
16,11,7,7,9
11,7,7,9,17
7,7,9,17,14
7,9,17,14,12
9,17,14,12,5
17,14,12,5,18
14,12,5,18,13
12,5,18,13,8
5,18,13,8,4
18,13,8,4,18
13,8,4,18,13
8,4,18,13,8
4,18,13,8,3
18,13,8,3,18
13,8,3,18,14
8,3,18,14,9
3,18,14,9,2
18,14,9,2,17
14,9,2,17,14
9,2,17,14,10
2,17,14,10,1
17,14,10,1,13
14,10,1,13,16
10,1,13,16,14
1,13,16,14,11
13,16,14,11,0
16,14,11,0,17
14,11,0,17,15
11,0,17,15,12
0,17,15,12,3
17,15,12,3,15
15,12,3,15,13
12,3,15,13,11
3,15,13,11,4
15,13,11,4,15
13,11,4,15,13
11,4,15,13,11
4,15,13,11,4
15,13,11,4,16
13,11,4,16,14
11,4,16,14,11
4,16,14,11,7
16,14,11,7,17
14,11,7,17,15
11,7,17,15,13
7,17,15,13,6
17,15,13,6,18
15,13,6,18,16
13,6,18,16,13
6,18,16,13,9
18,16,13,9,8
16,13,9,8,18
13,9,8,18,16
9,8,18,16,14
8,18,16,14,7
18,16,14,7,6
16,14,7,6,17
14,7,6,17,16
7,6,17,16,14
6,17,16,14,5
17,16,14,5,15
16,14,5,15,13
14,5,15,13,6
5,15,13,6,18
15,13,6,18,16
13,6,18,16,13
6,18,16,13,2
18,16,13,2,18
16,13,2,18,15
13,2,18,15,11
2,18,15,11,0
18,15,11,0,16
15,11,0,16,14
11,0,16,14,11
0,16,14,11,0
16,14,11,0,7
14,11,0,7,17
11,0,7,17,15
0,7,17,15,13
7,17,15,13,6
17,15,13,6,14
15,13,6,14,5
13,6,14,5,18
6,14,5,18,13
14,5,18,13,9
5,18,13,9,4
18,13,9,4,3
13,9,4,3,18
9,4,3,18,13
4,3,18,13,9
3,18,13,9,2
18,13,9,2,6
13,9,2,6,17
9,2,6,17,14
2,6,17,14,9
6,17,14,9,5
17,14,9,5,3
14,9,5,3,13
9,5,3,13,8
5,3,13,8,6
3,13,8,6,16
13,8,6,16,13
8,6,16,13,11
6,16,13,11,2
16,13,11,2,18
13,11,2,18,16
11,2,18,16,13
2,18,16,13,9
18,16,13,9,20
16,13,9,20,17
13,9,20,17,13
9,20,17,13,8
20,17,13,8,18
17,13,8,18,16
13,8,18,16,13
8,18,16,13,9
18,16,13,9,14
16,13,9,14,18
13,9,14,18,15
9,14,18,15,15
14,18,15,15,6
18,15,15,6,8
15,15,6,8,18
15,6,8,18,14
6,8,18,14,9
8,18,14,9,7
18,14,9,7,17
14,9,7,17,14
9,7,17,14,9
7,17,14,9,5
17,14,9,5,13
14,9,5,13,8
9,5,13,8,3
5,13,8,3,12
13,8,3,12,7
8,3,12,7,17
3,12,7,17,13
12,7,17,13,8
7,17,13,8,6
17,13,8,6,17
13,8,6,17,14
8,6,17,14,7
6,17,14,7,5
17,14,7,5,18
14,7,5,18,13
7,5,18,13,8
5,18,13,8,4
18,13,8,4,3
13,8,4,3,17
8,4,3,17,13
4,3,17,13,11
3,17,13,11,2
17,13,11,2,1
13,11,2,1,16
11,2,1,16,14
2,1,16,14,11
1,16,14,11,0
16,14,11,0,6
14,11,0,6,17
11,0,6,17,14
0,6,17,14,10
6,17,14,10,5
17,14,10,5,16
14,10,5,16,11
10,5,16,11,4
5,16,11,4,15
16,11,4,15,14
11,4,15,14,12
4,15,14,12,3
15,14,12,3,13
14,12,3,13,11
12,3,13,11,4
3,13,11,4,10
13,11,4,10,14
11,4,10,14,11
4,10,14,11,9
