"i1","i2","i3","i4","target"
14,11,9,7,6
11,9,7,6,14
9,7,6,14,10
7,6,14,10,8
6,14,10,8,5
14,10,8,5,7
10,8,5,7,13
8,5,7,13,11
5,7,13,11,8
7,13,11,8,4
13,11,8,4,3
11,8,4,3,16
8,4,3,16,11
4,3,16,11,7
3,16,11,7,2
16,11,7,2,12
11,7,2,12,0
7,2,12,0,13
2,12,0,13,15
12,0,13,15,12
0,13,15,12,7
13,15,12,7,3
15,12,7,3,14
12,7,3,14,11
7,3,14,11,2
3,14,11,2,15
14,11,2,15,10
11,2,15,10,3
2,15,10,3,4
15,10,3,4,14
10,3,4,14,9
3,4,14,9,4
4,14,9,4,0
14,9,4,0,14
9,4,0,14,11
4,0,14,11,9
0,14,11,9,0
14,11,9,0,15
11,9,0,15,8
9,0,15,8,16
0,15,8,16,7
15,8,16,7,7
8,16,7,7,17
16,7,7,17,13
7,7,17,13,8
7,17,13,8,6
17,13,8,6,5
13,8,6,5,16
8,6,5,16,9
6,5,16,9,4
5,16,9,4,14
16,9,4,14,17
9,4,14,17,15
4,14,17,15,5
14,17,15,5,3
17,15,5,3,18
15,5,3,18,16
5,3,18,16,6
3,18,16,6,2
18,16,6,2,11
16,6,2,11,7
6,2,11,7,16
2,11,7,16,12
11,7,16,12,7
7,16,12,7,5
16,12,7,5,16
12,7,5,16,13
7,5,16,13,6
5,16,13,6,4
16,13,6,4,3
13,6,4,3,17
6,4,3,17,13
4,3,17,13,10
3,17,13,10,2
17,13,10,2,1
13,10,2,1,18
10,2,1,18,13
2,1,18,13,9
1,18,13,9,2
18,13,9,2,17
13,9,2,17,8
9,2,17,8,16
2,17,8,16,14
17,8,16,14,7
8,16,14,7,5
16,14,7,5,4
14,7,5,4,17
7,5,4,17,15
5,4,17,15,12
4,17,15,12,3
17,15,12,3,16
15,12,3,16,14
12,3,16,14,15
3,16,14,15,8
16,14,15,8,4
14,15,8,4,11
15,8,4,11,14
8,4,11,14,11
4,11,14,11,9
11,14,11,9,0
14,11,9,0,14
11,9,0,14,11
9,0,14,11,9
0,14,11,9,7
14,11,9,7,6
11,9,7,6,14
9,7,6,14,8
7,6,14,8,7
6,14,8,7,13
14,8,7,13,11
8,7,13,11,8
7,13,11,8,4
13,11,8,4,3
11,8,4,3,16
8,4,3,16,13
4,3,16,13,11
3,16,13,11,4
16,13,11,4,14
13,11,4,14,15
11,4,14,15,11
4,14,15,11,10
14,15,11,10,14
15,11,10,14,14
11,10,14,14,9
10,14,14,9,7
14,14,9,7,15
14,9,7,15,8
9,7,15,8,4
7,15,8,4,9
15,8,4,9,10
8,4,9,10,14
4,9,10,14,11
