"i1","i2","i3","i4","target"
4,3,2,1,0
3,2,1,0,4
2,1,0,4,4
1,0,4,4,4
0,4,4,4,3
4,4,4,3,2
4,4,3,2,1
4,3,2,1,0
3,2,1,0,7
2,1,0,7,6
1,0,7,6,7
0,7,6,7,8
7,6,7,8,9
6,7,8,9,9
7,8,9,9,5
8,9,9,5,8
9,9,5,8,8
9,5,8,8,7
5,8,8,7,4
8,8,7,4,3
8,7,4,3,2
7,4,3,2,1
4,3,2,1,0
3,2,1,0,4
2,1,0,4,4
1,0,4,4,4
0,4,4,4,3
4,4,4,3,2
4,4,3,2,1
4,3,2,1,0
3,2,1,0,7
2,1,0,7,6
1,0,7,6,7
0,7,6,7,8
7,6,7,8,9
6,7,8,9,9
7,8,9,9,5
8,9,9,5,8
9,9,5,8,8
9,5,8,8,7
5,8,8,7,7
8,8,7,7,6
8,7,7,6,5
7,7,6,5,6
7,6,5,6,7
6,5,6,7,7
5,6,7,7,6
6,7,7,6,7
7,7,6,7,4
7,6,7,4,5
6,7,4,5,5
7,4,5,5,5
4,5,5,5,5
5,5,5,5,4
5,5,5,4,5
5,5,4,5,3
5,4,5,3,7
4,5,3,7,6
5,3,7,6,5
3,7,6,5,4
7,6,5,4,8
6,5,4,8,8
5,4,8,8,7
4,8,8,7,6
8,8,7,6,5
8,7,6,5,4
7,6,5,4,4
6,5,4,4,4
5,4,4,4,5
4,4,4,5,6
4,4,5,6,7
4,5,6,7,6
4,7,7,8,4
7,7,8,4,5
7,8,4,5,6
8,4,5,6,7
4,5,6,7,7
5,6,7,7,7
6,7,7,7,8
7,7,7,8,9
7,7,8,9,10
7,8,9,10,11
8,9,10,11,4
9,10,11,4,7
10,11,4,7,4
11,4,7,4,5
4,7,4,5,3
7,4,5,3,4
4,5,3,4,0
5,3,4,0,4
3,4,0,4,7
4,0,4,7,7
0,4,7,7,8
4,7,7,8,4
7,7,8,4,5
7,8,4,5,6
8,4,5,6,7
4,5,6,7,7
5,6,7,7,7
6,7,7,7,8
7,7,7,8,9
7,7,8,9,10
7,8,9,10,11
8,9,10,11,4
9,10,11,4,7
10,11,4,7,4
11,4,7,4,5
4,7,4,5,3
7,4,5,3,4
4,5,3,4,0
5,3,4,0,7
3,4,0,7,7
4,0,7,7,6
0,7,7,6,5
7,7,6,5,4
7,6,5,4,8
6,5,4,8,9
5,4,8,9,10
4,8,9,10,9
8,9,10,9,8
9,10,9,8,7
10,9,8,7,7
9,8,7,7,7
8,7,7,7,3
7,7,7,3,4
7,7,3,4,7
7,3,4,7,8
3,4,7,8,9
4,7,8,9,8
7,8,9,8,7
8,9,8,7,6
9,8,7,6,5
8,7,6,5,6
7,6,5,6,7
6,5,6,7,8
5,6,7,8,8
6,7,8,8,8
7,8,8,8,6
8,8,8,6,5
8,8,6,5,4
8,6,5,4,5
6,5,4,5,6
5,4,5,6,7
4,5,6,7,8
5,6,7,8,4
6,7,8,4,7
7,8,4,7,8
8,4,7,8,9
4,7,8,9,10
7,8,9,10,9
8,9,10,9,8
9,10,9,8,9
10,9,8,9,10
4,11,10,9,8
11,10,9,8,7
10,9,8,7,6
9,8,7,6,5
8,7,6,5,4
7,6,5,4,7
6,5,4,7,4
5,4,7,4,11
4,7,4,11,8
7,4,11,8,9
4,11,8,9,6
11,8,9,6,2
8,9,6,2,3
9,6,2,3,4
6,2,3,4,4
2,3,4,4,11
3,4,4,11,10
4,4,11,10,9
4,11,10,9,8
11,10,9,8,7
10,9,8,7,6
9,8,7,6,5
8,7,6,5,4
7,6,5,4,7
6,5,4,7,4
5,4,7,4,11
4,7,4,11,8
7,4,11,8,9
4,11,8,9,6
11,8,9,6,2
8,9,6,2,3
9,6,2,3,4
6,2,3,4,4
2,3,4,4,5
3,4,4,5,6
4,4,5,6,7
4,5,6,7,8
5,6,7,8,9
6,7,8,9,10
7,8,9,10,11
8,9,10,11,4
9,10,11,4,7
10,11,4,7,5
11,4,7,5,4
4,7,5,4,4
7,5,4,4,11
5,4,4,11,10
4,4,11,10,7
4,11,10,7,8
11,10,7,8,5
10,7,8,5,1
7,8,5,1,8
8,5,1,8,7
5,1,8,7,6
1,8,7,6,7
8,7,6,7,6
7,6,7,6,5
6,7,6,5,4
7,6,5,4,5
6,5,4,5,4
5,4,5,4,3
4,5,4,3,2
5,4,3,2,1
4,3,2,1,0
3,2,1,0,1
