"i1","i2","i3","i4","target"
14,11,9,7,14
11,9,7,14,11
9,7,14,11,9
7,14,11,9,10
14,11,9,10,8
11,9,10,8,18
9,10,8,18,14
10,8,18,14,11
8,18,14,11,9
18,14,11,9,15
14,11,9,15,18
11,9,15,18,16
9,15,18,16,14
15,18,16,14,7
18,16,14,7,19
16,14,7,19,20
14,7,19,20,17
7,19,20,17,13
19,20,17,13,8
20,17,13,8,15
17,13,8,15,6
13,8,15,6,18
8,15,6,18,16
15,6,18,16,13
6,18,16,13,9
18,16,13,9,15
16,13,9,15,16
13,9,15,16,14
9,15,16,14,12
15,16,14,12,12
16,14,12,12,11
14,12,12,11,17
12,12,11,17,15
12,11,17,15,10
11,17,15,10,18
17,15,10,18,16
15,10,18,16,13
10,18,16,13,9
18,16,13,9,19
16,13,9,19,16
13,9,19,16,12
9,19,16,12,10
19,16,12,10,15
16,12,10,15,13
12,10,15,13,14
10,15,13,14,14
15,13,14,14,15
13,14,14,15,13
14,14,15,13,6
14,15,13,6,18
15,13,6,18,16
13,6,18,16,13
6,18,16,13,9
18,16,13,9,17
16,13,9,17,16
13,9,17,16,14
9,17,16,14,17
17,16,14,17,13
16,14,17,13,6
14,17,13,6,15
17,13,6,15,12
13,6,15,12,16
6,15,12,16,15
15,12,16,15,11
12,16,15,11,7
16,15,11,7,14
15,11,7,14,17
11,7,14,17,13
7,14,17,13,13
14,17,13,13,8
17,13,13,8,17
13,13,8,17,18
13,8,17,18,17
8,17,18,17,13
17,18,17,13,9
18,17,13,9,16
17,13,9,16,17
13,9,16,17,13
9,16,17,13,6
16,17,13,6,15
17,13,6,15,16
13,6,15,16,14
6,15,16,14,7
15,16,14,7,15
16,14,7,15,10
14,7,15,10,13
7,15,10,13,8
15,10,13,8,13
10,13,8,13,10
13,8,13,10,14
8,13,10,14,13
13,10,14,13,11
10,14,13,11,9
14,13,11,9,9
13,11,9,9,7
11,9,9,7,11
9,9,7,11,7
9,7,11,7,10
7,11,7,10,10
11,7,10,10,3
7,10,10,3,9
10,10,3,9,13
10,3,9,13,10
3,9,13,10,8
9,13,10,8,6
13,10,8,6,16
10,8,6,16,14
8,6,16,14,11
6,16,14,11,7
16,14,11,7,15
14,11,7,15,15
11,7,15,15,11
7,15,15,11,16
15,15,11,16,14
15,11,16,14,11
11,16,14,11,7
16,14,11,7,17
14,11,7,17,18
11,7,17,18,14
7,17,18,14,11
17,18,14,11,2
18,14,11,2,17
14,11,2,17,14
11,2,17,14,12
2,17,14,12,3
17,14,12,3,16
14,12,3,16,15
12,3,16,15,12
3,16,15,12,4
16,15,12,4,11
15,12,4,11,10
12,4,11,10,14
4,11,10,14,14
11,10,14,14,9
10,14,14,9,5
14,14,9,5,15
14,9,5,15,11
9,5,15,11,4
5,15,11,4,3
15,11,4,3,14
11,4,3,14,14
4,3,14,14,2
3,14,14,2,15
14,14,2,15,10
14,2,15,10,1
2,15,10,1,16
15,10,1,16,14
10,1,16,14,11
1,16,14,11,0
16,14,11,0,15
14,11,0,15,11
11,0,15,11,4
0,15,11,4,10
15,11,4,10,14
11,4,10,14,11
