"i1","i2","i3","i4","target"
4,3,3,4,3
3,3,4,3,2
3,4,3,2,1
4,3,2,1,0
3,2,1,0,4
2,1,0,4,4
1,0,4,4,5
0,4,4,5,4
4,4,5,4,4
4,5,4,4,4
5,4,4,4,-1
4,4,4,-1,0
4,4,-1,0,-1
4,-1,0,-1,0
-1,0,-1,0,1
0,-1,0,1,-1
-1,0,1,-1,-2
0,1,-1,-2,-3
1,-1,-2,-3,-2
-1,-2,-3,-2,-1
-2,-3,-2,-1,0
-3,-2,-1,0,0
-2,-1,0,0,-1
-1,0,0,-1,2
0,0,-1,2,2
0,-1,2,2,3
-1,2,2,3,2
2,2,3,2,1
2,3,2,1,0
3,2,1,0,1
2,1,0,1,2
1,0,1,2,1
0,1,2,1,2
1,2,1,2,3
2,1,2,3,4
1,2,3,4,5
2,3,4,5,5
3,4,5,5,4
4,5,5,4,3
5,5,4,3,2
5,4,3,2,3
4,3,2,3,-1
3,2,3,-1,2
2,3,-1,2,2
3,-1,2,2,2
-1,2,2,2,2
2,2,2,2,3
2,2,2,3,2
2,2,3,2,1
2,3,2,1,0
3,2,1,0,0
2,1,0,0,5
1,0,0,5,1
0,0,5,1,2
0,5,1,2,3
