"i1","i2","i3","i4","target"
2.0,0.75,0.25,0.25,0.25
0.75,0.25,0.25,0.25,1.0
0.25,0.25,0.25,1.0,0.25
0.25,0.25,1.0,0.25,0.25
0.25,1.0,0.25,0.25,0.25
1.0,0.25,0.25,0.25,2.0
0.25,0.25,0.25,2.0,0.75
0.25,0.25,2.0,0.75,0.25
0.25,2.0,0.75,0.25,0.25
2.0,0.75,0.25,0.25,0.25
0.75,0.25,0.25,0.25,1.0
0.25,0.25,0.25,1.0,0.25
0.25,0.25,1.0,0.25,0.25
0.25,1.0,0.25,0.25,0.25
1.0,0.25,0.25,0.25,2.0
0.25,0.25,0.25,2.0,0.75
0.25,0.25,2.0,0.75,0.25
0.25,2.0,0.75,0.25,0.25
2.0,0.75,0.25,0.25,0.25
0.75,0.25,0.25,0.25,1.0
0.25,0.25,0.25,1.0,0.25
0.25,0.25,1.0,0.25,0.25
0.25,1.0,0.25,0.25,0.25
1.0,0.25,0.25,0.25,2.0
0.25,0.25,0.25,2.0,0.75
0.25,0.25,2.0,0.75,0.25
0.25,2.0,0.75,0.25,0.25
2.0,0.75,0.25,0.25,0.25
0.75,0.25,0.25,0.25,1.0
0.25,0.25,0.25,1.0,0.25
0.25,0.25,1.0,0.25,0.25
0.25,1.0,0.25,0.25,0.25
1.0,0.25,0.25,0.25,2.0
0.25,0.25,0.25,2.0,0.75
0.25,0.25,2.0,0.75,0.25
0.25,2.0,0.75,0.25,0.25
2.0,0.75,0.25,0.25,0.25
0.75,0.25,0.25,0.25,1.0
0.25,0.25,0.25,1.0,0.25
0.25,0.25,1.0,0.25,0.25
0.25,1.0,0.25,0.25,0.25
1.0,0.25,0.25,0.25,2.0
0.25,0.25,0.25,2.0,0.75
0.25,0.25,2.0,0.75,0.25
0.25,2.0,0.75,0.25,0.25
2.0,0.75,0.25,0.25,0.25
0.75,0.25,0.25,0.25,1.0
0.25,0.25,0.25,1.0,0.25
0.25,0.25,1.0,0.25,0.25
0.25,1.0,0.25,0.25,0.25
1.0,0.25,0.25,0.25,2.0
0.25,0.25,0.25,2.0,0.75
0.25,0.25,2.0,0.75,0.25
0.25,2.0,0.75,0.25,0.25
2.0,0.75,0.25,0.25,0.25
0.75,0.25,0.25,0.25,1.0
0.25,0.25,0.25,1.0,0.25
0.25,0.25,1.0,0.25,0.25
0.25,1.0,0.25,0.25,0.25
1.0,0.25,0.25,0.25,2.0
0.25,0.25,0.25,2.0,0.75
0.25,0.25,2.0,0.75,0.25
0.25,2.0,0.75,0.25,0.25
2.0,0.75,0.25,0.25,0.25
0.75,0.25,0.25,0.25,1.0
0.25,0.25,0.25,1.0,0.25
0.25,0.25,1.0,0.25,0.25
0.25,1.0,0.25,0.25,0.25
1.0,0.25,0.25,0.25,2.0
0.25,0.25,0.25,2.0,0.75
0.25,0.25,2.0,0.75,0.25
0.25,2.0,0.75,0.25,0.25
2.0,0.75,0.25,0.25,0.25
0.75,0.25,0.25,0.25,1.0
0.25,0.25,0.25,1.0,0.25
0.25,0.25,1.0,0.25,0.25
0.25,1.0,0.25,0.25,0.25
1.0,0.25,0.25,0.25,2.0
0.25,0.25,0.25,2.0,0.75
0.25,0.25,2.0,0.75,0.25
