"i1","i2","i3","i4","target"
11,9,6,2,14
9,6,2,14,9
6,2,14,9,5
2,14,9,5,5
14,9,5,5,13
9,5,5,13,9
5,5,13,9,6
5,13,9,6,4
13,9,6,4,12
9,6,4,12,9
6,4,12,9,7
4,12,9,7,0
12,9,7,0,10
9,7,0,10,6
7,0,10,6,1
0,10,6,1,11
10,6,1,11,10
6,1,11,10,6
1,11,10,6,2
11,10,6,2,9
10,6,2,9,10
6,2,9,10,9
2,9,10,9,7
9,10,9,7,-2
10,9,7,-2,8
9,7,-2,8,6
7,-2,8,6,-1
-2,8,6,-1,11
8,6,-1,11,9
6,-1,11,9,6
-1,11,9,6,2
11,9,6,2,15
9,6,2,15,10
6,2,15,10,6
2,15,10,6,1
15,10,6,1,16
10,6,1,16,9
6,1,16,9,4
1,16,9,4,0
16,9,4,0,10
9,4,0,10,1
4,0,10,1,16
0,10,1,16,11
10,1,16,11,7
1,16,11,7,2
16,11,7,2,3
11,7,2,3,15
7,2,3,15,11
2,3,15,11,7
3,15,11,7,4
15,11,7,4,14
11,7,4,14,15
7,4,14,15,11
4,14,15,11,6
14,15,11,6,-3
15,11,6,-3,10
11,6,-3,10,14
6,-3,10,14,9
-3,10,14,9,7
10,14,9,7,0
14,9,7,0,16
9,7,0,16,14
7,0,16,14,11
0,16,14,11,7
16,14,11,7,13
14,11,7,13,15
11,7,13,15,12
7,13,15,12,10
13,15,12,10,3
15,12,10,3,14
12,10,3,14,9
10,3,14,9,13
3,14,9,13,11
14,9,13,11,8
9,13,11,8,4
13,11,8,4,10
11,8,4,10,14
8,4,10,14,9
4,10,14,9,7
10,14,9,7,5
14,9,7,5,6
9,7,5,6,4
7,5,6,4,15
5,6,4,15,12
6,4,15,12,5
4,15,12,5,3
15,12,5,3,6
12,5,3,6,16
5,3,6,16,12
3,6,16,12,7
6,16,12,7,2
16,12,7,2,11
12,7,2,11,6
7,2,11,6,10
2,11,6,10,5
11,6,10,5,16
6,10,5,16,11
10,5,16,11,6
5,16,11,6,2
16,11,6,2,13
11,6,2,13,11
6,2,13,11,9
2,13,11,9,2
13,11,9,2,14
11,9,2,14,12
9,2,14,12,9
2,14,12,9,5
14,12,9,5,13
12,9,5,13,11
9,5,13,11,9
5,13,11,9,2
13,11,9,2,8
11,9,2,8,12
9,2,8,12,11
2,8,12,11,7
8,12,11,7,3
12,11,7,3,4
11,7,3,4,12
7,3,4,12,10
3,4,12,10,7
4,12,10,7,5
12,10,7,5,6
10,7,5,6,11
7,5,6,11,9
5,6,11,9,7
6,11,9,7,7
11,9,7,7,16
9,7,7,16,10
7,7,16,10,7
7,16,10,7,5
16,10,7,5,15
10,7,5,15,10
7,5,15,10,6
5,15,10,6,6
15,10,6,6,16
10,6,6,16,17
6,6,16,17,10
6,16,17,10,6
16,17,10,6,1
17,10,6,1,5
10,6,1,5,16
6,1,5,16,11
1,5,16,11,6
5,16,11,6,4
16,11,6,4,7
11,6,4,7,5
6,4,7,5,15
4,7,5,15,10
7,5,15,10,8
5,15,10,8,6
15,10,8,6,6
10,8,6,6,14
8,6,6,14,11
6,6,14,11,4
6,14,11,4,2
14,11,4,2,7
11,4,2,7,10
4,2,7,10,5
2,7,10,5,3
7,10,5,3,15
10,5,3,15,10
5,3,15,10,6
3,15,10,6,-1
15,10,6,-1,11
10,6,-1,11,9
6,-1,11,9,6
-1,11,9,6,2
11,9,6,2,1
9,6,2,1,12
6,2,1,12,9
2,1,12,9,5
1,12,9,5,0
12,9,5,0,8
9,5,0,8,11
5,0,8,11,9
0,8,11,9,6
8,11,9,6,-1
11,9,6,-1,10
9,6,-1,10,9
6,-1,10,9,7
-1,10,9,7,-2
10,9,7,-2,13
9,7,-2,13,8
7,-2,13,8,3
-2,13,8,3,-1
13,8,3,-1,6
8,3,-1,6,11
3,-1,6,11,9
-1,6,11,9,6
