"i1","i2","i3","i4","target"
14,11,9,7,18
11,9,7,18,11
9,7,18,11,8
7,18,11,8,6
18,11,8,6,16
11,8,6,16,11
8,6,16,11,7
6,16,11,7,7
16,11,7,7,15
11,7,7,15,8
7,7,15,8,6
7,15,8,6,14
15,8,6,14,12
8,6,14,12,9
6,14,12,9,5
14,12,9,5,18
12,9,5,18,13
9,5,18,13,11
5,18,13,11,9
18,13,11,9,8
13,11,9,8,19
11,9,8,19,16
9,8,19,16,11
8,19,16,11,7
19,16,11,7,5
16,11,7,5,20
11,7,5,20,21
7,5,20,21,19
5,20,21,19,15
20,21,19,15,8
21,19,15,8,18
19,15,8,18,15
15,8,18,15,13
8,18,15,13,4
18,15,13,4,18
15,13,4,18,16
13,4,18,16,14
4,18,16,14,7
18,16,14,7,19
16,14,7,19,17
14,7,19,17,14
7,19,17,14,10
19,17,14,10,20
17,14,10,20,17
14,10,20,17,15
10,20,17,15,9
20,17,15,9,8
17,15,9,8,21
15,9,8,21,16
9,8,21,16,11
8,21,16,11,9
21,16,11,9,12
16,11,9,12,20
11,9,12,20,15
9,12,20,15,13
12,20,15,13,11
20,15,13,11,18
15,13,11,18,19
13,11,18,19,18
11,18,19,18,9
18,19,18,9,7
19,18,9,7,21
18,9,7,21,16
9,7,21,16,20
7,21,16,20,15
21,16,20,15,8
16,20,15,8,19
20,15,8,19,14
15,8,19,14,18
8,19,14,18,15
19,14,18,15,13
14,18,15,13,4
18,15,13,4,16
15,13,4,16,14
13,4,16,14,11
4,16,14,11,7
16,14,11,7,19
14,11,7,19,14
11,7,19,14,10
7,19,14,10,10
19,14,10,10,18
14,10,10,18,14
10,10,18,14,11
10,18,14,11,9
18,14,11,9,17
14,11,9,17,14
11,9,17,14,12
9,17,14,12,8
17,14,12,8,13
14,12,8,13,10
12,8,13,10,16
8,13,10,16,14
13,10,16,14,11
10,16,14,11,7
16,14,11,7,15
14,11,7,15,14
11,7,15,14,11
7,15,14,11,4
15,14,11,4,13
14,11,4,13,10
11,4,13,10,14
4,13,10,14,11
13,10,14,11,9
10,14,11,9,7
14,11,9,7,18
11,9,7,18,15
9,7,18,15,11
7,18,15,11,6
18,15,11,6,16
15,11,6,16,14
11,6,16,14,11
6,16,14,11,7
16,14,11,7,18
14,11,7,18,15
11,7,18,15,13
7,18,15,13,4
18,15,13,4,16
15,13,4,16,14
13,4,16,14,11
4,16,14,11,7
16,14,11,7,16
14,11,7,16,14
11,7,16,14,11
7,16,14,11,7
16,14,11,7,8
14,11,7,8,16
11,7,8,16,14
7,8,16,14,11
8,16,14,11,9
16,14,11,9,10
14,11,9,10,15
11,9,10,15,13
9,10,15,13,11
10,15,13,11,11
15,13,11,11,12
13,11,11,12,15
11,11,12,15,13
11,12,15,13,11
12,15,13,11,11
15,13,11,11,10
13,11,11,10,16
11,11,10,16,14
11,10,16,14,11
10,16,14,11,9
16,14,11,9,8
14,11,9,8,16
11,9,8,16,14
9,8,16,14,11
8,16,14,11,9
16,14,11,9,7
14,11,9,7,15
11,9,7,15,13
9,7,15,13,11
7,15,13,11,4
15,13,11,4,11
13,11,4,11,16
11,4,11,16,11
4,11,16,11,10
11,16,11,10,9
16,11,10,9,17
11,10,9,17,15
10,9,17,15,12
9,17,15,12,8
17,15,12,8,13
15,12,8,13,16
12,8,13,16,14
8,13,16,14,14
13,16,14,14,12
16,14,14,12,13
14,14,12,13,11
14,12,13,11,15
12,13,11,15,12
13,11,15,12,14
11,15,12,14,10
15,12,14,10,13
12,14,10,13,12
14,10,13,12,13
10,13,12,13,11
13,12,13,11,11
12,13,11,11,10
13,11,11,10,14
11,11,10,14,11
11,10,14,11,9
10,14,11,9,7
14,11,9,7,21
11,9,7,21,16
9,7,21,16,9
7,21,16,9,5
21,16,9,5,20
16,9,5,20,16
9,5,20,16,2
5,20,16,2,15
20,16,2,15,19
16,2,15,19,14
2,15,19,14,12
15,19,14,12,3
19,14,12,3,15
14,12,3,15,18
12,3,15,18,16
3,15,18,16,13
15,18,16,13,4
18,16,13,4,17
16,13,4,17,16
13,4,17,16,14
4,17,16,14,5
17,16,14,5,15
16,14,5,15,15
14,5,15,15,6
5,15,15,6,16
15,15,6,16,15
15,6,16,15,11
6,16,15,11,7
16,15,11,7,14
15,11,7,14,15
11,7,14,15,14
7,14,15,14,12
14,15,14,12,3
15,14,12,3,13
14,12,3,13,12
12,3,13,12,13
3,13,12,13,11
13,12,13,11,4
12,13,11,4,10
13,11,4,10,14
11,4,10,14,11
4,10,14,11,9
