"i1","i2","i3","i4","target"
16,12,7,5,18
12,7,5,18,11
7,5,18,11,8
5,18,11,8,6
18,11,8,6,16
11,8,6,16,11
8,6,16,11,9
6,16,11,9,7
16,11,9,7,16
11,9,7,16,11
9,7,16,11,8
7,16,11,8,6
16,11,8,6,16
11,8,6,16,12
8,6,16,12,7
6,16,12,7,5
16,12,7,5,16
12,7,5,16,13
7,5,16,13,6
5,16,13,6,4
16,13,6,4,17
13,6,4,17,12
6,4,17,12,7
4,17,12,7,5
17,12,7,5,11
12,7,5,11,8
7,5,11,8,6
5,11,8,6,16
11,8,6,16,7
8,6,16,7,11
6,16,7,11,7
16,7,11,7,5
7,11,7,5,15
11,7,5,15,12
7,5,15,12,7
5,15,12,7,3
15,12,7,3,1
12,7,3,1,15
7,3,1,15,11
3,1,15,11,6
1,15,11,6,4
15,11,6,4,14
11,6,4,14,11
6,4,14,11,9
4,14,11,9,0
14,11,9,0,16
11,9,0,16,11
9,0,16,11,7
0,16,11,7,7
16,11,7,7,18
11,7,7,18,2
7,7,18,2,15
7,18,2,15,11
18,2,15,11,6
2,15,11,6,4
15,11,6,4,15
11,6,4,15,11
6,4,15,11,6
4,15,11,6,4
15,11,6,4,15
11,6,4,15,11
6,4,15,11,6
4,15,11,6,4
15,11,6,4,15
11,6,4,15,11
6,4,15,11,6
4,15,11,6,4
15,11,6,4,15
11,6,4,15,11
6,4,15,11,6
4,15,11,6,4
15,11,6,4,15
11,6,4,15,11
6,4,15,11,6
4,15,11,6,4
15,11,6,4,15
11,6,4,15,11
6,4,15,11,6
4,15,11,6,4
15,11,6,4,15
11,6,4,15,11
6,4,15,11,6
4,15,11,6,4
15,11,6,4,12
11,6,4,12,12
6,4,12,12,8
4,12,12,8,3
12,12,8,3,14
12,8,3,14,12
8,3,14,12,9
3,14,12,9,2
14,12,9,2,1
12,9,2,1,13
9,2,1,13,11
2,1,13,11,2
1,13,11,2,8
13,11,2,8,12
11,2,8,12,9
2,8,12,9,7
