"i1","i2","i3","i4","target"
11,11,7,0,13
11,7,0,13,8
7,0,13,8,6
0,13,8,6,4
13,8,6,4,13
8,6,4,13,8
6,4,13,8,14
4,13,8,14,11
13,8,14,11,2
8,14,11,2,12
14,11,2,12,10
11,2,12,10,3
2,12,10,3,15
12,10,3,15,13
10,3,15,13,10
3,15,13,10,6
15,13,10,6,16
13,10,6,16,11
10,6,16,11,7
6,16,11,7,7
16,11,7,7,12
11,7,7,12,15
7,7,12,15,13
7,12,15,13,8
12,15,13,8,4
15,13,8,4,9
13,8,4,9,10
8,4,9,10,14
4,9,10,14,14
9,10,14,14,5
10,14,14,5,9
14,14,5,9,8
14,5,9,8,17
5,9,8,17,14
9,8,17,14,7
8,17,14,7,15
17,14,7,15,11
14,7,15,11,6
7,15,11,6,16
15,11,6,16,11
11,6,16,11,7
6,16,11,7,14
16,11,7,14,15
11,7,14,15,13
7,14,15,13,11
14,15,13,11,4
15,13,11,4,18
13,11,4,18,16
11,4,18,16,13
4,18,16,13,2
18,16,13,2,17
16,13,2,17,16
13,2,17,16,13
2,17,16,13,6
17,16,13,6,15
16,13,6,15,12
13,6,15,12,16
6,15,12,16,11
15,12,16,11,7
12,16,11,7,14
16,11,7,14,15
11,7,14,15,11
7,14,15,11,4
14,15,11,4,13
15,11,4,13,10
11,4,13,10,14
4,13,10,14,9
13,10,14,9,5
10,14,9,5,12
14,9,5,12,13
9,5,12,13,12
5,12,13,12,9
12,13,12,9,2
13,12,9,2,11
12,9,2,11,1
9,2,11,1,14
2,11,1,14,12
11,1,14,12,9
1,14,12,9,0
14,12,9,0,11
12,9,0,11,13
9,0,11,13,10
0,11,13,10,6
11,13,10,6,1
13,10,6,1,9
10,6,1,9,0
6,1,9,0,12
1,9,0,12,10
9,0,12,10,1
0,12,10,1,8
12,10,1,8,-1
10,1,8,-1,11
1,8,-1,11,9
8,-1,11,9,6
-1,11,9,6,2
11,9,6,2,15
9,6,2,15,10
6,2,15,10,6
2,15,10,6,6
15,10,6,6,5
10,6,6,5,16
6,6,5,16,11
6,5,16,11,13
5,16,11,13,4
16,11,13,4,13
11,13,4,13,17
13,4,13,17,14
4,13,17,14,12
13,17,14,12,3
17,14,12,3,15
14,12,3,15,18
12,3,15,18,16
3,15,18,16,13
15,18,16,13,2
18,16,13,2,18
16,13,2,18,14
13,2,18,14,11
2,18,14,11,2
18,14,11,2,13
14,11,2,13,17
11,2,13,17,12
2,13,17,12,7
13,17,12,7,3
17,12,7,3,13
12,7,3,13,4
7,3,13,4,14
3,13,4,14,14
13,4,14,14,10
4,14,14,10,5
14,14,10,5,15
14,10,5,15,16
10,5,15,16,14
5,15,16,14,11
15,16,14,11,2
16,14,11,2,3
14,11,2,3,15
11,2,3,15,11
2,3,15,11,4
3,15,11,4,13
15,11,4,13,10
11,4,13,10,14
4,13,10,14,11
13,10,14,11,9
