"i1","i2","i3","i4","target"
18,8,4,18,8
8,4,18,8,4
4,18,8,4,18
18,8,4,18,14
8,4,18,14,9
4,18,14,9,7
18,14,9,7,18
14,9,7,18,15
9,7,18,15,8
7,18,15,8,6
18,15,8,6,9
15,8,6,9,17
8,6,9,17,14
6,9,17,14,10
9,17,14,10,5
17,14,10,5,11
14,10,5,11,16
10,5,11,16,14
5,11,16,14,12
11,16,14,12,4
16,14,12,4,3
14,12,4,3,15
12,4,3,15,8
4,3,15,8,4
3,15,8,4,16
15,8,4,16,11
8,4,16,11,7
4,16,11,7,7
16,11,7,7,17
11,7,7,17,12
7,7,17,12,7
7,17,12,7,5
17,12,7,5,18
12,7,5,18,13
7,5,18,13,18
5,18,13,18,13
18,13,18,13,7
13,18,13,7,17
18,13,7,17,12
13,7,17,12,7
7,17,12,7,3
17,12,7,3,16
12,7,3,16,11
7,3,16,11,0
3,16,11,0,15
16,11,0,15,11
11,0,15,11,4
0,15,11,4,14
15,11,4,14,11
11,4,14,11,9
4,14,11,9,7
14,11,9,7,15
11,9,7,15,11
9,7,15,11,8
7,15,11,8,16
15,11,8,16,11
11,8,16,11,7
8,16,11,7,7
16,11,7,7,8
11,7,7,8,14
7,7,8,14,12
7,8,14,12,9
8,14,12,9,5
14,12,9,5,10
12,9,5,10,14
9,5,10,14,11
5,10,14,11,11
10,14,11,11,13
14,11,11,13,7
11,11,13,7,12
11,13,7,12,10
13,7,12,10,7
7,12,10,7,3
12,10,7,3,11
10,7,3,11,7
7,3,11,7,0
3,11,7,0,12
11,7,0,12,10
7,0,12,10,7
0,12,10,7,3
12,10,7,3,13
10,7,3,13,10
7,3,13,10,14
3,13,10,14,9
13,10,14,9,14
10,14,9,14,9
14,9,14,9,13
9,14,9,13,10
14,9,13,10,-1
9,13,10,-1,9
13,10,-1,9,12
10,-1,9,12,10
-1,9,12,10,11
9,12,10,11,7
12,10,11,7,0
10,11,7,0,14
11,7,0,14,11
7,0,14,11,9
0,14,11,9,0
14,11,9,0,10
11,9,0,10,8
9,0,10,8,1
0,10,8,1,14
10,8,1,14,11
8,1,14,11,7
1,14,11,7,2
14,11,7,2,15
11,7,2,15,12
7,2,15,12,7
2,15,12,7,3
15,12,7,3,16
12,7,3,16,11
7,3,16,11,7
3,16,11,7,4
16,11,7,4,6
11,7,4,6,15
7,4,6,15,11
4,6,15,11,9
6,15,11,9,2
15,11,9,2,14
11,9,2,14,14
9,2,14,14,12
2,14,14,12,9
14,14,12,9,5
14,12,9,5,16
12,9,5,16,13
9,5,16,13,11
5,16,13,11,4
16,13,11,4,17
13,11,4,17,13
11,4,17,13,8
4,17,13,8,6
17,13,8,6,18
13,8,6,18,13
8,6,18,13,9
6,18,13,9,9
18,13,9,9,8
13,9,9,8,18
9,9,8,18,14
9,8,18,14,9
8,18,14,9,7
18,14,9,7,6
14,9,7,6,17
9,7,6,17,14
7,6,17,14,10
6,17,14,10,5
17,14,10,5,11
14,10,5,11,16
10,5,11,16,12
5,11,16,12,4
11,16,12,4,15
16,12,4,15,3
12,4,15,3,15
4,15,3,15,11
15,3,15,11,4
3,15,11,4,14
15,11,4,14,11
11,4,14,11,7
4,14,11,7,2
14,11,7,2,15
11,7,2,15,11
7,2,15,11,4
2,15,11,4,16
15,11,4,16,11
11,4,16,11,7
4,16,11,7,7
16,11,7,7,15
11,7,7,15,8
7,7,15,8,6
7,15,8,6,14
15,8,6,14,12
8,6,14,12,9
6,14,12,9,5
14,12,9,5,10
12,9,5,10,14
9,5,10,14,11
5,10,14,11,11
10,14,11,11,13
14,11,11,13,7
11,11,13,7,12
11,13,7,12,10
13,7,12,10,7
7,12,10,7,3
12,10,7,3,11
10,7,3,11,7
7,3,11,7,0
3,11,7,0,12
11,7,0,12,10
7,0,12,10,7
0,12,10,7,3
12,10,7,3,13
10,7,3,13,11
7,3,13,11,9
3,13,11,9,2
13,11,9,2,14
11,9,2,14,12
9,2,14,12,9
2,14,12,9,-2
14,12,9,-2,-1
12,9,-2,-1,14
9,-2,-1,14,12
-2,-1,14,12,9
-1,14,12,9,0
14,12,9,0,13
12,9,0,13,11
9,0,13,11,9
0,13,11,9,2
13,11,9,2,12
11,9,2,12,10
9,2,12,10,7
2,12,10,7,3
12,10,7,3,11
10,7,3,11,4
7,3,11,4,9
3,11,4,9,7
11,4,9,7,11
4,9,7,11,8
