"i1","i2","i3","i4","target"
4,3,2,3,4
3,2,3,4,6
2,3,4,6,4
3,4,6,4,3
4,6,4,3,2
6,4,3,2,4
4,3,2,4,2
3,2,4,2,3
2,4,2,3,1
4,2,3,1,0
2,3,1,0,2
3,1,0,2,3
1,0,2,3,3
0,2,3,3,0
2,3,3,0,-1
3,3,0,-1,2
3,0,-1,2,3
0,-1,2,3,4
-1,2,3,4,4
2,3,4,4,2
3,4,4,2,3
4,4,2,3,4
4,2,3,4,2
2,3,4,2,1
3,4,2,1,0
4,2,1,0,1
2,1,0,1,0
1,0,1,0,0
0,1,0,0,0
1,0,0,0,0
0,1,2,1,0
1,2,1,0,1
2,1,0,1,0
1,0,1,0,4
0,1,0,4,4
1,0,4,4,3
0,4,4,3,2
4,4,3,2,2
4,3,2,2,2
3,2,2,2,3
2,2,2,3,2
2,2,3,2,1
2,3,2,1,0
3,2,1,0,2
2,1,0,2,1
1,0,2,1,1
0,2,1,1,1
2,1,1,1,0
1,1,1,0,-1
1,1,0,-1,-2
1,0,-1,-2,3
0,-1,-2,3,2
-1,-2,3,2,1
-2,3,2,1,0
3,2,1,0,4
2,1,0,4,3
1,0,4,3,3
0,4,3,3,2
4,3,3,2,2
3,3,2,2,3
3,2,2,3,2
2,2,3,2,2
2,3,2,2,1
3,2,2,1,-2
2,2,1,-2,2
2,1,-2,2,1
1,-2,2,1,1
9,8,7,8,9
8,7,8,9,8
7,8,9,8,9
8,9,8,9,4
9,8,9,4,6
8,9,4,6,2
9,4,6,2,7
4,6,2,7,3
6,2,7,3,4
2,7,3,4,0
7,3,4,0,7
3,4,0,7,8
4,0,7,8,7
0,7,8,7,8
7,8,7,8,9
8,7,8,9,10
7,8,9,10,3
8,9,10,3,4
9,10,3,4,7
10,3,4,7,8
3,4,7,8,9
4,7,8,9,9
7,8,9,9,12
8,9,9,12,10
9,9,12,10,7
9,12,10,7,3
12,10,7,3,4
10,7,3,4,5
7,3,4,5,4
3,4,5,4,3
4,5,4,3,4
5,4,3,4,5
4,3,4,5,3
