"i1","i2","i3","i4","target"
2,1,4,2,3
1,4,2,3,3
4,2,3,3,4
2,3,3,4,4
3,3,4,4,4
3,4,4,4,7
4,4,4,7,6
4,4,7,6,7
4,7,6,7,0
7,6,7,0,5
6,7,0,5,1
7,0,5,1,2
0,5,1,2,1
5,1,2,1,4
1,2,1,4,3
2,1,4,3,2
1,4,3,2,3
4,3,2,3,4
3,2,3,4,4
2,3,4,4,4
3,4,4,4,3
4,4,4,3,2
4,4,3,2,1
4,3,2,1,1
3,2,1,1,4
2,1,1,4,4
1,1,4,4,7
1,4,4,7,5
4,4,7,5,4
4,7,5,4,5
7,5,4,5,4
5,4,5,4,2
4,5,4,2,3
5,4,2,3,4
4,2,3,4,5
2,3,4,5,7
3,4,5,7,3
4,5,7,3,5
5,7,3,5,5
7,3,5,5,7
3,5,5,7,6
5,5,7,6,4
5,7,6,4,2
7,6,4,2,1
6,4,2,1,1
4,2,1,1,2
2,1,1,2,3
1,1,2,3,1
7,6,7,3,4
6,7,3,4,5
7,3,4,5,3
3,4,5,3,7
4,5,3,7,7
5,3,7,7,7
3,7,7,7,6
7,7,7,6,7
7,7,6,7,4
7,6,7,4,3
6,7,4,3,2
7,4,3,2,5
4,3,2,5,3
3,2,5,3,2
2,5,3,2,3
5,3,2,3,4
3,2,3,4,0
2,3,4,0,4
3,4,0,4,5
4,0,4,5,6
0,4,5,6,5
4,5,6,5,6
5,6,5,6,4
6,5,6,4,0
5,6,4,0,1
6,4,0,1,2
4,0,1,2,3
0,1,2,3,4
1,2,3,4,4
2,3,4,4,7
3,4,4,7,6
4,4,7,6,9
4,7,6,9,7
7,6,9,7,5
6,9,7,5,8
9,7,5,8,1
7,5,8,1,4
5,8,1,4,7
8,1,4,7,3
1,4,7,3,7
4,7,3,7,5
7,3,7,5,4
3,7,5,4,5
7,5,4,5,1
5,4,5,1,2
4,5,1,2,0
5,1,2,0,4
1,2,0,4,6
2,0,4,6,7
0,4,6,7,3
4,6,7,3,4
6,7,3,4,-3
