"i1","i2","i3","i4","target"
18,8,4,18,8
8,4,18,8,4
4,18,8,4,18
18,8,4,18,14
8,4,18,14,9
4,18,14,9,7
18,14,9,7,18
14,9,7,18,15
9,7,18,15,8
7,18,15,8,6
18,15,8,6,9
15,8,6,9,17
8,6,9,17,14
6,9,17,14,10
9,17,14,10,5
17,14,10,5,11
14,10,5,11,16
10,5,11,16,14
5,11,16,14,12
11,16,14,12,4
16,14,12,4,3
14,12,4,3,15
12,4,3,15,8
4,3,15,8,4
3,15,8,4,16
15,8,4,16,11
8,4,16,11,7
4,16,11,7,7
16,11,7,7,17
11,7,7,17,13
7,7,17,13,6
7,17,13,6,18
17,13,6,18,13
13,6,18,13,18
6,18,13,18,12
18,13,18,12,7
13,18,12,7,11
18,12,7,11,17
12,7,11,17,12
7,11,17,12,7
11,17,12,7,3
17,12,7,3,16
12,7,3,16,11
7,3,16,11,0
3,16,11,0,15
16,11,0,15,11
11,0,15,11,4
0,15,11,4,14
15,11,4,14,11
11,4,14,11,9
4,14,11,9,7
14,11,9,7,15
11,9,7,15,11
9,7,15,11,8
7,15,11,8,16
15,11,8,16,11
11,8,16,11,7
8,16,11,7,7
16,11,7,7,8
11,7,7,8,14
7,7,8,14,12
7,8,14,12,9
8,14,12,9,5
14,12,9,5,10
12,9,5,10,14
9,5,10,14,11
5,10,14,11,11
10,14,11,11,13
14,11,11,13,12
11,11,13,12,10
11,13,12,10,7
13,12,10,7,3
12,10,7,3,11
10,7,3,11,7
7,3,11,7,0
3,11,7,0,12
11,7,0,12,10
7,0,12,10,7
0,12,10,7,3
12,10,7,3,13
10,7,3,13,11
7,3,13,11,9
3,13,11,9,2
13,11,9,2,14
11,9,2,14,9
9,2,14,9,-2
2,14,9,-2,14
14,9,-2,14,10
9,-2,14,10,9
-2,14,10,9,13
14,10,9,13,10
10,9,13,10,-1
9,13,10,-1,9
13,10,-1,9,12
10,-1,9,12,10
-1,9,12,10,11
9,12,10,11,7
12,10,11,7,0
10,11,7,0,14
11,7,0,14,10
7,0,14,10,7
0,14,10,7,5
14,10,7,5,11
10,7,5,11,8
7,5,11,8,4
5,11,8,4,3
11,8,4,3,14
8,4,3,14,11
4,3,14,11,9
3,14,11,9,2
14,11,9,2,15
11,9,2,15,10
9,2,15,10,1
2,15,10,1,16
15,10,1,16,14
10,1,16,14,11
1,16,14,11,0
16,14,11,0,15
14,11,0,15,13
11,0,15,13,10
0,15,13,10,1
15,13,10,1,2
13,10,1,2,14
10,1,2,14,10
1,2,14,10,3
2,14,10,3,16
14,10,3,16,13
10,3,16,13,9
3,16,13,9,17
16,13,9,17,13
13,9,17,13,3
9,17,13,3,18
17,13,3,18,13
13,3,18,13,7
3,18,13,7,18
18,13,7,18,12
13,7,18,12,7
7,18,12,7,3
18,12,7,3,4
12,7,3,4,17
7,3,4,17,12
3,4,17,12,7
4,17,12,7,5
17,12,7,5,8
12,7,5,8,6
7,5,8,6,16
5,8,6,16,11
8,6,16,11,9
6,16,11,9,7
16,11,9,7,15
11,9,7,15,13
9,7,15,13,10
7,15,13,10,6
15,13,10,6,14
13,10,6,14,14
10,6,14,14,10
6,14,14,10,9
14,14,10,9,15
14,10,9,15,11
10,9,15,11,8
9,15,11,8,16
15,11,8,16,11
11,8,16,11,7
8,16,11,7,7
16,11,7,7,8
11,7,7,8,14
7,7,8,14,11
7,8,14,11,9
8,14,11,9,0
14,11,9,0,10
11,9,0,10,1
9,0,10,1,14
0,10,1,14,7
10,1,14,7,11
1,14,7,11,13
14,7,11,13,12
7,11,13,12,10
11,13,12,10,7
13,12,10,7,3
12,10,7,3,11
10,7,3,11,7
7,3,11,7,0
3,11,7,0,12
11,7,0,12,10
7,0,12,10,7
0,12,10,7,3
12,10,7,3,13
10,7,3,13,11
7,3,13,11,9
3,13,11,9,2
13,11,9,2,14
11,9,2,14,12
9,2,14,12,9
2,14,12,9,-2
14,12,9,-2,-1
12,9,-2,-1,14
9,-2,-1,14,12
-2,-1,14,12,9
-1,14,12,9,0
14,12,9,0,1
12,9,0,1,13
9,0,1,13,11
0,1,13,11,9
1,13,11,9,2
13,11,9,2,8
11,9,2,8,12
9,2,8,12,10
2,8,12,10,7
8,12,10,7,3
12,10,7,3,11
10,7,3,11,4
7,3,11,4,9
3,11,4,9,7
11,4,9,7,11
4,9,7,11,8
