"i1","i2","i3","i4","target"
14,11,9,0,10
11,9,0,10,1
9,0,10,1,14
0,10,1,14,14
10,1,14,14,11
1,14,14,11,2
14,14,11,2,14
14,11,2,14,12
11,2,14,12,10
2,14,12,10,5
14,12,10,5,9
12,10,5,9,4
10,5,9,4,15
5,9,4,15,10
9,4,15,10,3
4,15,10,3,11
15,10,3,11,9
10,3,11,9,8
3,11,9,8,14
11,9,8,14,12
9,8,14,12,9
8,14,12,9,5
14,12,9,5,17
12,9,5,17,14
9,5,17,14,12
5,17,14,12,5
17,14,12,5,4
14,12,5,4,18
12,5,4,18,14
5,4,18,14,3
4,18,14,3,2
18,14,3,2,17
14,3,2,17,14
3,2,17,14,12
2,17,14,12,3
17,14,12,3,13
14,12,3,13,16
12,3,13,16,14
3,13,16,14,11
13,16,14,11,0
16,14,11,0,15
14,11,0,15,14
11,0,15,14,11
0,15,14,11,4
15,14,11,4,13
14,11,4,13,12
11,4,13,12,13
4,13,12,13,-3
13,12,13,-3,10
12,13,-3,10,14
13,-3,10,14,11
-3,10,14,11,9
10,14,11,9,0
14,11,9,0,15
11,9,0,15,11
9,0,15,11,4
0,15,11,4,16
15,11,4,16,17
11,4,16,17,10
4,16,17,10,1
16,17,10,1,12
17,10,1,12,14
10,1,12,14,11
1,12,14,11,11
12,14,11,11,2
14,11,11,2,12
11,11,2,12,10
11,2,12,10,7
2,12,10,7,3
12,10,7,3,2
10,7,3,2,1
7,3,2,1,9
3,2,1,9,12
2,1,9,12,10
1,9,12,10,7
9,12,10,7,0
12,10,7,0,11
10,7,0,11,10
7,0,11,10,8
0,11,10,8,9
11,10,8,9,8
10,8,9,8,9
8,9,8,9,7
9,8,9,7,0
8,9,7,0,10
9,7,0,10,7
7,0,10,7,5
0,10,7,5,-4
10,7,5,-4,14
7,5,-4,14,12
5,-4,14,12,10
-4,14,12,10,3
14,12,10,3,14
12,10,3,14,11
10,3,14,11,7
3,14,11,7,2
14,11,7,2,10
11,7,2,10,8
7,2,10,8,1
2,10,8,1,14
10,8,1,14,11
8,1,14,11,9
1,14,11,9,0
14,11,9,0,15
11,9,0,15,12
9,0,15,12,10
0,15,12,10,3
15,12,10,3,11
12,10,3,11,6
10,3,11,6,4
3,11,6,4,10
11,6,4,10,9
6,4,10,9,7
4,10,9,7,5
10,9,7,5,14
9,7,5,14,8
7,5,14,8,13
5,14,8,13,11
14,8,13,11,9
8,13,11,9,4
13,11,9,4,14
11,9,4,14,14
9,4,14,14,15
4,14,14,15,8
14,14,15,8,-3
14,15,8,-3,9
15,8,-3,9,13
8,-3,9,13,10
-3,9,13,10,14
9,13,10,14,11
13,10,14,11,9
10,14,11,9,0
14,11,9,0,14
11,9,0,14,11
9,0,14,11,9
0,14,11,9,7
14,11,9,7,6
11,9,7,6,14
9,7,6,14,12
7,6,14,12,5
6,14,12,5,15
14,12,5,15,13
12,5,15,13,11
5,15,13,11,4
15,13,11,4,3
13,11,4,3,16
11,4,3,16,14
4,3,16,14,11
3,16,14,11,2
16,14,11,2,17
14,11,2,17,14
11,2,17,14,10
2,17,14,10,1
17,14,10,1,13
14,10,1,13,16
10,1,13,16,14
1,13,16,14,11
13,16,14,11,2
16,14,11,2,0
14,11,2,0,15
11,2,0,15,14
2,0,15,14,12
0,15,14,12,3
15,14,12,3,13
14,12,3,13,10
12,3,13,10,1
3,13,10,1,12
13,10,1,12,13
10,1,12,13,8
1,12,13,8,4
12,13,8,4,11
13,8,4,11,10
8,4,11,10,14
4,11,10,14,11
11,10,14,11,9
10,14,11,9,0
14,11,9,0,16
11,9,0,16,14
9,0,16,14,11
0,16,14,11,7
16,14,11,7,17
14,11,7,17,14
11,7,17,14,12
7,17,14,12,5
17,14,12,5,18
14,12,5,18,14
12,5,18,14,11
5,18,14,11,2
18,14,11,2,10
14,11,2,10,18
11,2,10,18,14
2,10,18,14,9
10,18,14,9,5
18,14,9,5,18
14,9,5,18,14
9,5,18,14,10
5,18,14,10,1
18,14,10,1,13
14,10,1,13,12
10,1,13,12,15
1,13,12,15,13
13,12,15,13,11
12,15,13,11,4
15,13,11,4,10
13,11,4,10,14
11,4,10,14,12
4,10,14,12,0
10,14,12,0,11
14,12,0,11,12
12,0,11,12,11
0,11,12,11,8
11,12,11,8,1
12,11,8,1,7
11,8,1,7,11
8,1,7,11,8
1,7,11,8,4
7,11,8,4,12
11,8,4,12,10
8,4,12,10,7
4,12,10,7,3
12,10,7,3,2
10,7,3,2,13
7,3,2,13,10
3,2,13,10,8
2,13,10,8,1
13,10,8,1,14
10,8,1,14,11
8,1,14,11,7
1,14,11,7,2
14,11,7,2,12
11,7,2,12,10
7,2,12,10,7
2,12,10,7,3
12,10,7,3,2
10,7,3,2,13
7,3,2,13,10
3,2,13,10,8
2,13,10,8,1
13,10,8,1,12
10,8,1,12,10
8,1,12,10,11
1,12,10,11,9
12,10,11,9,4
10,11,9,4,10
11,9,4,10,8
9,4,10,8,14
4,10,8,14,9
10,8,14,9,7
8,14,9,7,0
14,9,7,0,11
9,7,0,11,9
7,0,11,9,7
0,11,9,7,0
11,9,7,0,12
9,7,0,12,8
7,0,12,8,3
0,12,8,3,1
12,8,3,1,4
8,3,1,4,2
3,1,4,2,12
1,4,2,12,7
4,2,12,7,5
2,12,7,5,3
12,7,5,3,10
7,5,3,10,7
5,3,10,7,5
3,10,7,5,11
10,7,5,11,9
7,5,11,9,7
5,11,9,7,7
11,9,7,7,12
9,7,7,12,10
7,7,12,10,7
7,12,10,7,5
12,10,7,5,3
10,7,5,3,11
7,5,3,11,7
5,3,11,7,7
3,11,7,7,9
11,7,7,9,0
7,7,9,0,10
7,9,0,10,7
9,0,10,7,5
0,10,7,5,3
10,7,5,3,14
7,5,3,14,11
5,3,14,11,7
3,14,11,7,2
14,11,7,2,14
11,7,2,14,10
7,2,14,10,5
2,14,10,5,3
14,10,5,3,14
10,5,3,14,7
5,3,14,7,4
3,14,7,4,2
14,7,4,2,5
7,4,2,5,15
4,2,5,15,10
2,5,15,10,1
5,15,10,1,11
15,10,1,11,2
10,1,11,2,12
1,11,2,12,10
11,2,12,10,3
2,12,10,3,14
12,10,3,14,9
10,3,14,9,13
3,14,9,13,11
14,9,13,11,8
9,13,11,8,4
13,11,8,4,14
11,8,4,14,7
8,4,14,7,15
4,14,7,15,6
14,7,15,6,14
7,15,6,14,11
15,6,14,11,9
