"i1","i2","i3","i4","target"
21,18,16,7,21
18,16,7,21,19
16,7,21,19,16
7,21,19,16,5
21,19,16,5,7
19,16,5,7,20
16,5,7,20,18
5,7,20,18,16
7,20,18,16,9
20,18,16,9,19
18,16,9,19,17
16,9,19,17,14
9,19,17,14,10
19,17,14,10,12
17,14,10,12,18
14,10,12,18,16
10,12,18,16,14
12,18,16,14,14
18,16,14,14,21
16,14,14,21,16
14,14,21,16,14
14,21,16,14,12
21,16,14,12,22
16,14,12,22,19
14,12,22,19,10
12,22,19,10,18
22,19,10,18,13
19,10,18,13,11
10,18,13,11,23
18,13,11,23,18
13,11,23,18,14
11,23,18,14,7
23,18,14,7,23
18,14,7,23,20
14,7,23,20,13
7,23,20,13,23
23,20,13,23,19
20,13,23,19,14
13,23,19,14,12
23,19,14,12,23
19,14,12,23,19
14,12,23,19,14
12,23,19,14,11
23,19,14,11,22
19,14,11,22,19
14,11,22,19,14
11,22,19,14,18
22,19,14,18,13
19,14,18,13,11
14,18,13,11,23
18,13,11,23,18
13,11,23,18,14
11,23,18,14,9
23,18,14,9,24
18,14,9,24,18
14,9,24,18,15
9,24,18,15,6
24,18,15,6,23
18,15,6,23,21
15,6,23,21,11
6,23,21,11,7
23,21,11,7,18
21,11,7,18,14
11,7,18,14,9
7,18,14,9,22
18,14,9,22,18
14,9,22,18,13
9,22,18,13,11
22,18,13,11,21
18,13,11,21,19
13,11,21,19,16
11,21,19,16,12
21,19,16,12,22
19,16,12,22,18
16,12,22,18,15
12,22,18,15,13
22,18,15,13,23
18,15,13,23,18
15,13,23,18,14
13,23,18,14,14
23,18,14,14,22
18,14,14,22,19
14,14,22,19,14
14,22,19,14,10
22,19,14,10,18
19,14,10,18,13
14,10,18,13,11
10,18,13,11,17
18,13,11,17,21
13,11,17,21,16
11,17,21,16,14
17,21,16,14,12
21,16,14,12,19
16,14,12,19,19
14,12,19,19,14
12,19,19,14,10
19,19,14,10,20
19,14,10,20,19
14,10,20,19,17
10,20,19,17,8
20,19,17,8,16
19,17,8,16,9
17,8,16,9,21
8,16,9,21,19
16,9,21,19,16
9,21,19,16,5
21,19,16,5,25
19,16,5,25,18
16,5,25,18,15
5,25,18,15,13
25,18,15,13,23
18,15,13,23,18
15,13,23,18,16
13,23,18,16,14
23,18,16,14,13
18,16,14,13,21
16,14,13,21,19
14,13,21,19,16
13,21,19,16,12
21,19,16,12,22
19,16,12,22,18
16,12,22,18,15
12,22,18,15,13
22,18,15,13,12
18,15,13,12,24
15,13,12,24,18
13,12,24,18,13
12,24,18,13,11
24,18,13,11,23
18,13,11,23,18
13,11,23,18,11
11,23,18,11,14
23,18,11,14,22
18,11,14,22,17
11,14,22,17,12
14,22,17,12,10
22,17,12,10,13
17,12,10,13,11
12,10,13,11,21
10,13,11,21,16
13,11,21,16,11
