"i1","i2","i3","i4","target"
16,11,9,7,12
11,9,7,12,16
9,7,12,16,13
7,12,16,13,9
12,16,13,9,4
16,13,9,4,14
13,9,4,14,12
9,4,14,12,9
4,14,12,9,5
14,12,9,5,15
12,9,5,15,16
9,5,15,16,13
5,15,16,13,9
15,16,13,9,4
16,13,9,4,17
13,9,4,17,3
9,4,17,3,18
4,17,3,18,13
17,3,18,13,9
3,18,13,9,2
18,13,9,2,17
13,9,2,17,14
9,2,17,14,9
2,17,14,9,17
17,14,9,17,13
14,9,17,13,8
9,17,13,8,6
17,13,8,6,12
13,8,6,12,16
8,6,12,16,11
6,12,16,11,6
12,16,11,6,2
16,11,6,2,16
11,6,2,16,7
6,2,16,7,0
2,16,7,0,15
16,7,0,15,13
7,0,15,13,10
0,15,13,10,-1
15,13,10,-1,14
13,10,-1,14,12
10,-1,14,12,10
-1,14,12,10,3
14,12,10,3,15
12,10,3,15,16
10,3,15,16,11
3,15,16,11,9
15,16,11,9,7
16,11,9,7,8
11,9,7,8,6
9,7,8,6,17
7,8,6,17,10
8,6,17,10,7
6,17,10,7,5
17,10,7,5,16
10,7,5,16,11
7,5,16,11,4
5,16,11,4,15
16,11,4,15,12
11,4,15,12,7
4,15,12,7,3
15,12,7,3,11
12,7,3,11,4
7,3,11,4,10
3,11,4,10,14
11,4,10,14,11
4,10,14,11,9
10,14,11,9,0
14,11,9,0,17
11,9,0,17,13
9,0,17,13,6
0,17,13,6,1
17,13,6,1,18
13,6,1,18,13
6,1,18,13,6
1,18,13,6,2
18,13,6,2,3
13,6,2,3,18
6,2,3,18,13
2,3,18,13,6
3,18,13,6,4
18,13,6,4,7
13,6,4,7,5
6,4,7,5,15
4,7,5,15,10
7,5,15,10,8
5,15,10,8,6
15,10,8,6,16
10,8,6,16,11
8,6,16,11,17
6,16,11,17,12
16,11,17,12,8
11,17,12,8,16
17,12,8,16,11
12,8,16,11,9
8,16,11,9,7
16,11,9,7,8
11,9,7,8,16
9,7,8,16,7
7,8,16,7,15
8,16,7,15,11
16,7,15,11,4
7,15,11,4,16
15,11,4,16,14
11,4,16,14,11
4,16,14,11,7
16,14,11,7,6
14,11,7,6,17
11,7,6,17,14
7,6,17,14,7
6,17,14,7,13
17,14,7,13,4
14,7,13,4,14
7,13,4,14,10
13,4,14,10,3
4,14,10,3,15
14,10,3,15,16
10,3,15,16,11
3,15,16,11,6
15,16,11,6,4
16,11,6,4,7
11,6,4,7,15
6,4,7,15,10
4,7,15,10,8
7,15,10,8,6
15,10,8,6,14
10,8,6,14,13
8,6,14,13,11
6,14,13,11,14
14,13,11,14,10
13,11,14,10,3
11,14,10,3,9
14,10,3,9,13
10,3,9,13,10
3,9,13,10,8
9,13,10,8,-1
13,10,8,-1,16
10,8,-1,16,9
8,-1,16,9,0
-1,16,9,0,15
16,9,0,15,13
9,0,15,13,10
0,15,13,10,1
15,13,10,1,2
13,10,1,2,14
10,1,2,14,10
1,2,14,10,3
2,14,10,3,15
14,10,3,15,16
10,3,15,16,14
3,15,16,14,11
15,16,14,11,7
16,14,11,7,6
14,11,7,6,17
11,7,6,17,14
7,6,17,14,7
6,17,14,7,5
17,14,7,5,16
14,7,5,16,11
7,5,16,11,4
5,16,11,4,15
16,11,4,15,12
11,4,15,12,7
4,15,12,7,3
15,12,7,3,11
12,7,3,11,4
7,3,11,4,10
3,11,4,10,14
11,4,10,14,9
4,10,14,9,4
