"i1","i2","i3","i4","target"
16,14,11,0,14
14,11,0,14,12
11,0,14,12,10
0,14,12,10,3
14,12,10,3,2
12,10,3,2,15
10,3,2,15,13
3,2,15,13,10
2,15,13,10,1
15,13,10,1,16
13,10,1,16,14
10,1,16,14,11
1,16,14,11,0
16,14,11,0,18
14,11,0,18,15
11,0,18,15,11
0,18,15,11,-1
18,15,11,-1,17
15,11,-1,17,14
11,-1,17,14,12
-1,17,14,12,-2
17,14,12,-2,17
14,12,-2,17,15
12,-2,17,15,11
-2,17,15,11,-1
17,15,11,-1,16
15,11,-1,16,14
11,-1,16,14,11
-1,16,14,11,0
16,14,11,0,18
14,11,0,18,14
11,0,18,14,11
0,18,14,11,2
18,14,11,2,17
14,11,2,17,14
11,2,17,14,12
2,17,14,12,5
17,14,12,5,6
14,12,5,6,16
12,5,6,16,14
5,6,16,14,11
6,16,14,11,7
16,14,11,7,15
14,11,7,15,14
11,7,15,14,12
7,15,14,12,3
15,14,12,3,15
14,12,3,15,13
12,3,15,13,11
3,15,13,11,4
15,13,11,4,16
13,11,4,16,14
11,4,16,14,11
4,16,14,11,0
16,14,11,0,15
14,11,0,15,13
11,0,15,13,11
0,15,13,11,4
15,13,11,4,5
13,11,4,5,15
11,4,5,15,11
4,5,15,11,8
5,15,11,8,6
15,11,8,6,15
11,8,6,15,13
8,6,15,13,11
6,15,13,11,4
15,13,11,4,16
13,11,4,16,14
11,4,16,14,11
4,16,14,11,7
16,14,11,7,15
14,11,7,15,13
11,7,15,13,11
7,15,13,11,4
15,13,11,4,10
13,11,4,10,14
11,4,10,14,12
4,10,14,12,9
10,14,12,9,5
14,12,9,5,15
12,9,5,15,13
9,5,15,13,10
5,15,13,10,1
15,13,10,1,13
13,10,1,13,9
10,1,13,9,2
1,13,9,2,13
13,9,2,13,9
9,2,13,9,2
2,13,9,2,14
13,9,2,14,12
9,2,14,12,9
2,14,12,9,5
14,12,9,5,15
12,9,5,15,13
9,5,15,13,11
5,15,13,11,4
15,13,11,4,16
13,11,4,16,14
11,4,16,14,11
4,16,14,11,7
16,14,11,7,15
14,11,7,15,11
11,7,15,11,6
7,15,11,6,16
15,11,6,16,17
11,6,16,17,14
6,16,17,14,10
16,17,14,10,5
17,14,10,5,16
14,10,5,16,14
10,5,16,14,11
5,16,14,11,4
16,14,11,4,15
14,11,4,15,14
11,4,15,14,12
4,15,14,12,3
15,14,12,3,13
14,12,3,13,11
12,3,13,11,4
3,13,11,4,10
13,11,4,10,14
11,4,10,14,11
4,10,14,11,9
