"i1","i2","i3","i4","target"
2,2,5,5,4
2,5,5,4,4
5,5,4,4,5
5,4,4,5,3
4,4,5,3,1
4,5,3,1,4
5,3,1,4,4
3,1,4,4,5
1,4,4,5,4
4,4,5,4,0
4,5,4,0,1
5,4,0,1,2
4,0,1,2,3
0,1,2,3,4
1,2,3,4,4
2,3,4,4,3
3,4,4,3,2
4,4,3,2,2
4,3,2,2,4
3,2,2,4,4
2,2,4,4,4
2,4,4,4,3
4,4,4,3,2
4,4,3,2,3
4,3,2,3,-1
3,2,3,-1,2
2,3,-1,2,2
3,-1,2,2,1
-1,2,2,1,1
2,2,1,1,0
2,1,1,0,-1
1,1,0,-1,-1
1,0,-1,-1,0
0,-1,-1,0,1
-1,-1,0,1,2
-1,0,1,2,3
0,1,2,3,2
1,2,3,2,1
2,3,2,1,0
3,2,1,0,0
2,1,0,0,-1
1,0,0,-1,-2
0,0,-1,-2,-1
0,-1,-2,-1,-2
-1,-2,-1,-2,-1
-2,-1,-2,-1,0
-1,-2,-1,0,1
-2,-1,0,1,2
-1,0,1,2,3
0,1,2,3,4
1,2,3,4,4
2,3,4,4,3
3,4,4,3,2
7,6,5,4,3
6,5,4,3,2
5,4,3,2,3
4,3,2,3,1
3,2,3,1,4
2,3,1,4,0
3,1,4,0,3
1,4,0,3,7
4,0,3,7,6
0,3,7,6,5
3,7,6,5,9
7,6,5,9,8
6,5,9,8,7
5,9,8,7,11
9,8,7,11,4
8,7,11,4,7
7,11,4,7,7
11,4,7,7,8
4,7,7,8,9
7,7,8,9,10
7,8,9,10,11
8,9,10,11,7
9,10,11,7,8
10,11,7,8,9
11,7,8,9,5
7,8,9,5,6
8,9,5,6,7
9,5,6,7,4
5,6,7,4,11
6,7,4,11,10
7,4,11,10,9
4,11,10,9,8
11,10,9,8,7
10,9,8,7,6
9,8,7,6,5
8,7,6,5,4
7,6,5,4,3
6,5,4,3,2
5,4,3,2,5
4,3,2,5,5
3,2,5,5,4
2,5,5,4,3
5,5,4,3,2
5,4,3,2,1
4,3,2,1,0
3,2,1,0,4
7,6,5,-2,5
6,5,-2,5,4
5,-2,5,4,3
-2,5,4,3,-4
5,4,3,-4,3
4,3,-4,3,2
3,-4,3,2,3
-4,3,2,3,1
3,2,3,1,4
2,3,1,4,-3
3,1,4,-3,0
1,4,-3,0,3
4,-3,0,3,7
-3,0,3,7,6
0,3,7,6,5
3,7,6,5,-2
7,6,5,-2,2
6,5,-2,2,1
5,-2,2,1,0
-2,2,1,0,2
2,1,0,2,4
1,0,2,4,-3
0,2,4,-3,0
2,4,-3,0,0
4,-3,0,0,1
-3,0,0,1,2
0,0,1,2,3
0,1,2,3,4
1,2,3,4,-3
2,3,4,-3,0
3,4,-3,0,1
4,-3,0,1,2
-3,0,1,2,9
0,1,2,9,5
1,2,9,5,6
2,9,5,6,7
9,5,6,7,0
5,6,7,0,4
6,7,0,4,4
7,0,4,4,3
0,4,4,3,2
4,4,3,2,9
4,3,2,9,2
3,2,9,2,1
2,9,2,1,0
9,2,1,0,7
2,1,0,7,0
1,0,7,0,-1
0,7,0,-1,-2
7,0,-1,-2,-3
0,-1,-2,-3,-4
-1,-2,-3,-4,3
-2,-3,-4,3,2
-3,-4,3,2,-2
-4,3,2,-2,5
3,2,-2,5,4
2,-2,5,4,3
-2,5,4,3,10
5,4,3,10,9
4,3,10,9,8
3,10,9,8,7
10,9,8,7,0
9,8,7,0,4
8,7,0,4,-3
