"i1","i2","i3","i4","target"
4,5,4,3,3
5,4,3,3,2
4,3,3,2,4
3,3,2,4,4
3,2,4,4,4
2,4,4,4,4
4,4,4,4,0
4,4,4,0,1
4,4,0,1,2
4,0,1,2,3
0,1,2,3,4
1,2,3,4,3
2,3,4,3,4
3,4,3,4,5
4,3,4,5,1
3,4,5,1,2
4,5,1,2,3
5,1,2,3,2
1,2,3,2,4
2,3,2,4,4
3,2,4,4,4
2,4,4,4,5
4,4,4,5,4
4,4,5,4,5
4,5,4,5,6
5,4,5,6,5
4,5,6,5,2
5,6,5,2,1
6,5,2,1,2
5,2,1,2,4
2,1,2,4,4
1,2,4,4,4
2,4,4,4,1
4,4,4,1,2
4,4,1,2,2
4,1,2,2,4
1,2,2,4,3
2,2,4,3,2
2,4,3,2,1
4,3,2,1,4
3,2,1,4,4
2,1,4,4,4
1,4,4,4,4
4,4,4,4,0
4,4,4,0,1
4,4,0,1,2
4,0,1,2,3
0,1,2,3,4
1,2,3,4,3
2,3,4,3,4
3,4,3,4,5
4,3,4,5,1
3,4,5,1,2
4,5,1,2,3
