"i1","i2","i3","i4","target"
14,11,9,0,16
11,9,0,16,14
9,0,16,14,11
0,16,14,11,7
16,14,11,7,14
14,11,7,14,12
11,7,14,12,5
7,14,12,5,18
14,12,5,18,15
12,5,18,15,13
5,18,15,13,4
18,15,13,4,11
15,13,4,11,10
13,4,11,10,18
4,11,10,18,14
11,10,18,14,11
10,18,14,11,9
18,14,11,9,17
14,11,9,17,15
11,9,17,15,12
9,17,15,12,8
17,15,12,8,18
15,12,8,18,14
12,8,18,14,11
8,18,14,11,9
18,14,11,9,19
14,11,9,19,14
11,9,19,14,10
9,19,14,10,10
19,14,10,10,18
14,10,10,18,7
10,10,18,7,9
10,18,7,9,19
18,7,9,19,14
7,9,19,14,10
9,19,14,10,10
19,14,10,10,20
14,10,10,20,15
10,10,20,15,10
10,20,15,10,8
20,15,10,8,16
15,10,8,16,11
10,8,16,11,19
8,16,11,19,17
16,11,19,17,12
11,19,17,12,20
19,17,12,20,11
17,12,20,11,4
12,20,11,4,21
20,11,4,21,16
11,4,21,16,11
4,21,16,11,7
21,16,11,7,0
16,11,7,0,16
11,7,0,16,14
7,0,16,14,12
0,16,14,12,5
16,14,12,5,4
14,12,5,4,17
12,5,4,17,14
5,4,17,14,12
4,17,14,12,3
17,14,12,3,18
14,12,3,18,14
12,3,18,14,11
3,18,14,11,2
18,14,11,2,12
14,11,2,12,17
11,2,12,17,13
2,12,17,13,1
12,17,13,1,16
17,13,1,16,14
13,1,16,14,11
1,16,14,11,0
16,14,11,0,15
14,11,0,15,13
11,0,15,13,11
0,15,13,11,4
15,13,11,4,3
13,11,4,3,16
11,4,3,16,11
4,3,16,11,2
3,16,11,2,17
16,11,2,17,15
11,2,17,15,12
2,17,15,12,1
17,15,12,1,16
15,12,1,16,14
12,1,16,14,11
1,16,14,11,2
16,14,11,2,15
14,11,2,15,13
11,2,15,13,11
2,15,13,11,3
15,13,11,3,14
13,11,3,14,14
11,3,14,14,11
3,14,14,11,2
14,14,11,2,13
14,11,2,13,12
11,2,13,12,10
2,13,12,10,3
13,12,10,3,9
12,10,3,9,15
10,3,9,15,13
3,9,15,13,10
9,15,13,10,1
15,13,10,1,16
13,10,1,16,14
10,1,16,14,11
1,16,14,11,0
16,14,11,0,7
14,11,0,7,15
11,0,7,15,15
0,7,15,15,11
7,15,15,11,6
15,15,11,6,16
15,11,6,16,14
11,6,16,14,11
6,16,14,11,7
16,14,11,7,6
14,11,7,6,14
11,7,6,14,12
7,6,14,12,5
6,14,12,5,18
14,12,5,18,15
12,5,18,15,13
5,18,15,13,4
18,15,13,4,20
15,13,4,20,18
13,4,20,18,15
4,20,18,15,11
20,18,15,11,10
18,15,11,10,21
15,11,10,21,18
11,10,21,18,14
10,21,18,14,9
21,18,14,9,19
18,14,9,19,17
14,9,19,17,14
9,19,17,14,10
19,17,14,10,13
17,14,10,13,14
14,10,13,14,12
10,13,14,12,3
13,14,12,3,21
14,12,3,21,17
12,3,21,17,12
3,21,17,12,9
21,17,12,9,20
17,12,9,20,17
12,9,20,17,15
9,20,17,15,8
20,17,15,8,7
17,15,8,7,19
15,8,7,19,17
8,7,19,17,14
7,19,17,14,8
19,17,14,8,16
17,14,8,16,13
14,8,16,13,9
8,16,13,9,2
16,13,9,2,16
13,9,2,16,13
9,2,16,13,8
2,16,13,8,19
16,13,8,19,16
13,8,19,16,12
8,19,16,12,7
19,16,12,7,6
16,12,7,6,15
12,7,6,15,16
7,6,15,16,14
6,15,16,14,11
15,16,14,11,5
16,14,11,5,13
14,11,5,13,17
11,5,13,17,12
5,13,17,12,10
13,17,12,10,8
17,12,10,8,16
12,10,8,16,14
10,8,16,14,9
8,16,14,9,13
16,14,9,13,15
14,9,13,15,12
9,13,15,12,12
13,15,12,12,10
15,12,12,10,13
12,12,10,13,14
12,10,13,14,12
10,13,14,12,14
13,14,12,14,9
14,12,14,9,12
12,14,9,12,8
14,9,12,8,13
9,12,8,13,9
12,8,13,9,9
8,13,9,9,14
13,9,9,14,12
9,9,14,12,9
9,14,12,9,7
14,12,9,7,5
12,9,7,5,11
9,7,5,11,9
7,5,11,9,2
5,11,9,2,9
11,9,2,9,5
9,2,9,5,12
2,9,5,12,9
9,5,12,9,4
5,12,9,4,15
12,9,4,15,12
9,4,15,12,10
4,15,12,10,3
15,12,10,3,11
12,10,3,11,11
10,3,11,11,2
3,11,11,2,15
11,11,2,15,10
11,2,15,10,12
2,15,10,12,1
15,10,12,1,16
10,12,1,16,12
12,1,16,12,9
1,16,12,9,17
16,12,9,17,8
12,9,17,8,6
9,17,8,6,18
17,8,6,18,12
8,6,18,12,5
6,18,12,5,17
18,12,5,17,12
12,5,17,12,8
5,17,12,8,8
17,12,8,8,16
12,8,8,16,11
8,8,16,11,5
8,16,11,5,17
16,11,5,17,15
11,5,17,15,10
5,17,15,10,8
17,15,10,8,1
15,10,8,1,18
10,8,1,18,15
8,1,18,15,8
1,18,15,8,6
18,15,8,6,13
15,8,6,13,4
8,6,13,4,18
6,13,4,18,14
13,4,18,14,9
4,18,14,9,7
18,14,9,7,18
14,9,7,18,15
9,7,18,15,11
7,18,15,11,6
18,15,11,6,19
15,11,6,19,14
11,6,19,14,5
6,19,14,5,20
19,14,5,20,13
14,5,20,13,11
5,20,13,11,4
20,13,11,4,21
13,11,4,21,12
11,4,21,12,11
4,21,12,11,5
21,12,11,5,20
12,11,5,20,13
11,5,20,13,8
5,20,13,8,14
20,13,8,14,19
13,8,14,19,15
8,14,19,15,1
14,19,15,1,20
19,15,1,20,15
15,1,20,15,11
1,20,15,11,4
20,15,11,4,18
15,11,4,18,13
11,4,18,13,8
4,18,13,8,4
18,13,8,4,21
13,8,4,21,14
8,4,21,14,11
4,21,14,11,2
21,14,11,2,18
14,11,2,18,16
11,2,18,16,14
2,18,16,14,11
18,16,14,11,0
16,14,11,0,19
14,11,0,19,14
11,0,19,14,10
0,19,14,10,3
19,14,10,3,10
14,10,3,10,18
10,3,10,18,14
3,10,18,14,11
10,18,14,11,9
18,14,11,9,17
14,11,9,17,15
11,9,17,15,12
9,17,15,12,8
17,15,12,8,18
15,12,8,18,11
12,8,18,11,6
8,18,11,6,16
18,11,6,16,14
11,6,16,14,11
6,16,14,11,7
16,14,11,7,15
14,11,7,15,14
11,7,15,14,11
7,15,14,11,4
15,14,11,4,13
14,11,4,13,11
11,4,13,11,10
4,13,11,10,18
13,11,10,18,14
11,10,18,14,11
10,18,14,11,9
18,14,11,9,16
14,11,9,16,7
11,9,16,7,14
9,16,7,14,14
16,7,14,14,11
7,14,14,11,9
14,14,11,9,19
14,11,9,19,14
11,9,19,14,10
9,19,14,10,10
19,14,10,10,20
14,10,10,20,15
10,10,20,15,10
10,20,15,10,8
20,15,10,8,21
15,10,8,21,16
10,8,21,16,11
8,21,16,11,7
21,16,11,7,16
16,11,7,16,14
11,7,16,14,11
7,16,14,11,7
16,14,11,7,2
14,11,7,2,12
11,7,2,12,3
7,2,12,3,11
2,12,3,11,15
12,3,11,15,13
3,11,15,13,10
11,15,13,10,4
15,13,10,4,14
13,10,4,14,11
10,4,14,11,14
4,14,11,14,11
14,11,14,11,9
