"i1","i2","i3","i4","target"
18,15,11,16,14
15,11,16,14,11
11,16,14,11,7
16,14,11,7,12
14,11,7,12,15
11,7,12,15,16
7,12,15,16,11
12,15,16,11,17
15,16,11,17,10
16,11,17,10,16
11,17,10,16,14
17,10,16,14,11
10,16,14,11,7
16,14,11,7,15
14,11,7,15,8
11,7,15,8,14
7,15,8,14,14
15,8,14,14,9
8,14,14,9,15
14,14,9,15,8
14,9,15,8,16
9,15,8,16,14
15,8,16,14,11
8,16,14,11,7
16,14,11,7,11
14,11,7,11,6
11,7,11,6,17
7,11,6,17,17
11,6,17,17,10
6,17,17,10,5
17,17,10,5,9
17,10,5,9,15
10,5,9,15,8
5,9,15,8,7
9,15,8,7,18
15,8,7,18,8
8,7,18,8,4
7,18,8,4,18
18,8,4,18,14
8,4,18,14,9
4,18,14,9,0
18,14,9,0,19
14,9,0,19,20
9,0,19,20,13
0,19,20,13,10
19,20,13,10,1
20,13,10,1,19
13,10,1,19,18
10,1,19,18,13
1,19,18,13,9
19,18,13,9,2
18,13,9,2,17
13,9,2,17,16
9,2,17,16,14
2,17,16,14,7
17,16,14,7,5
16,14,7,5,6
14,7,5,6,17
7,5,6,17,13
5,6,17,13,8
6,17,13,8,5
17,13,8,5,18
13,8,5,18,4
8,5,18,4,19
5,18,4,19,12
18,4,19,12,10
4,19,12,10,3
19,12,10,3,14
12,10,3,14,9
10,3,14,9,8
3,14,9,8,18
14,9,8,18,14
9,8,18,14,9
8,18,14,9,0
18,14,9,0,20
14,9,0,20,13
9,0,20,13,9
0,20,13,9,4
20,13,9,4,16
13,9,4,16,21
9,4,16,21,14
4,16,21,14,9
16,21,14,9,5
21,14,9,5,12
14,9,5,12,20
9,5,12,20,15
5,12,20,15,11
12,20,15,11,6
20,15,11,6,19
15,11,6,19,10
11,6,19,10,18
6,19,10,18,15
19,10,18,15,11
10,18,15,11,17
18,15,11,17,16
15,11,17,16,16
11,17,16,16,7
17,16,16,7,17
16,16,7,17,12
16,7,17,12,18
7,17,12,18,16
17,12,18,16,13
12,18,16,13,6
18,16,13,6,19
16,13,6,19,17
13,6,19,17,14
6,19,17,14,5
19,17,14,5,17
17,14,5,17,15
14,5,17,15,13
5,17,15,13,6
17,15,13,6,12
15,13,6,12,16
13,6,12,16,13
6,12,16,13,11
12,16,13,11,2
16,13,11,2,18
13,11,2,18,13
11,2,18,13,9
2,18,13,9,9
18,13,9,9,14
13,9,9,14,18
9,9,14,18,15
9,14,18,15,8
14,18,15,8,17
18,15,8,17,18
15,8,17,18,16
8,17,18,16,7
17,18,16,7,7
18,16,7,7,15
16,7,7,15,6
7,7,15,6,17
7,15,6,17,14
15,6,17,14,10
6,17,14,10,5
17,14,10,5,11
14,10,5,11,16
10,5,11,16,14
5,11,16,14,12
11,16,14,12,4
16,14,12,4,15
14,12,4,15,3
12,4,15,3,15
4,15,3,15,14
15,3,15,14,11
3,15,14,11,4
15,14,11,4,10
14,11,4,10,9
11,4,10,9,14
4,10,9,14,14
10,9,14,14,9
9,14,14,9,5
14,14,9,5,16
14,9,5,16,14
9,5,16,14,10
5,16,14,10,15
16,14,10,15,10
14,10,15,10,6
10,15,10,6,13
15,10,6,13,14
10,6,13,14,11
6,13,14,11,2
13,14,11,2,11
14,11,2,11,10
11,2,11,10,3
2,11,10,3,9
11,10,3,9,13
10,3,9,13,10
3,9,13,10,8
9,13,10,8,-1
13,10,8,-1,13
10,8,-1,13,10
8,-1,13,10,8
-1,13,10,8,6
13,10,8,6,5
10,8,6,5,16
8,6,5,16,13
6,5,16,13,9
5,16,13,9,4
16,13,9,4,16
13,9,4,16,12
9,4,16,12,7
4,16,12,7,5
16,12,7,5,13
12,7,5,13,9
7,5,13,9,4
5,13,9,4,17
13,9,4,17,14
9,4,17,14,12
4,17,14,12,3
17,14,12,3,12
14,12,3,12,14
12,3,12,14,2
3,12,14,2,17
12,14,2,17,14
14,2,17,14,10
2,17,14,10,13
17,14,10,13,18
14,10,13,18,14
10,13,18,14,0
13,18,14,0,19
18,14,0,19,14
14,0,19,14,10
0,19,14,10,3
19,14,10,3,9
14,10,3,9,18
10,3,9,18,14
3,9,18,14,8
9,18,14,8,4
18,14,8,4,17
14,8,4,17,14
8,4,17,14,7
4,17,14,7,15
17,14,7,15,11
14,7,15,11,16
7,15,11,16,14
15,11,16,14,11
11,16,14,11,7
16,14,11,7,15
14,11,7,15,8
11,7,15,8,14
7,15,8,14,14
15,8,14,14,9
8,14,14,9,15
14,14,9,15,12
14,9,15,12,10
9,15,12,10,16
15,12,10,16,14
12,10,16,14,11
10,16,14,11,11
16,14,11,11,15
14,11,11,15,4
11,11,15,4,10
11,15,4,10,14
15,4,10,14,11
