"i1","i2","i3","i4","target"
14,11,9,7,15
11,9,7,15,11
9,7,15,11,8
7,15,11,8,6
15,11,8,6,16
11,8,6,16,14
8,6,16,14,7
6,16,14,7,5
16,14,7,5,17
14,7,5,17,8
7,5,17,8,18
5,17,8,18,9
17,8,18,9,2
8,18,9,2,13
18,9,2,13,10
9,2,13,10,1
2,13,10,1,14
13,10,1,14,13
10,1,14,13,11
1,14,13,11,2
14,13,11,2,12
13,11,2,12,8
11,2,12,8,13
2,12,8,13,8
12,8,13,8,4
8,13,8,4,11
13,8,4,11,12
8,4,11,12,8
4,11,12,8,1
11,12,8,1,7
12,8,1,7,11
8,1,7,11,8
1,7,11,8,6
7,11,8,6,4
11,8,6,4,12
8,6,4,12,10
6,4,12,10,10
4,12,10,10,1
12,10,10,1,9
10,10,1,9,9
10,1,9,9,13
1,9,9,13,8
9,9,13,8,10
9,13,8,10,1
13,8,10,1,11
8,10,1,11,3
10,1,11,3,14
1,11,3,14,11
11,3,14,11,7
3,14,11,7,2
14,11,7,2,1
11,7,2,1,15
7,2,1,15,11
2,1,15,11,4
1,15,11,4,0
15,11,4,0,-1
11,4,0,-1,16
4,0,-1,16,11
0,-1,16,11,7
-1,16,11,7,0
16,11,7,0,17
11,7,0,17,12
7,0,17,12,3
0,17,12,3,15
17,12,3,15,11
12,3,15,11,4
3,15,11,4,6
15,11,4,6,-3
11,4,6,-3,14
4,6,-3,14,11
6,-3,14,11,9
-3,14,11,9,0
14,11,9,0,16
11,9,0,16,14
9,0,16,14,11
0,16,14,11,7
16,14,11,7,6
14,11,7,6,16
11,7,6,16,14
7,6,16,14,5
6,16,14,5,15
16,14,5,15,11
14,5,15,11,11
5,15,11,11,6
15,11,11,6,12
11,11,6,12,10
11,6,12,10,5
6,12,10,5,16
12,10,5,16,13
10,5,16,13,9
5,16,13,9,4
16,13,9,4,8
13,9,4,8,17
9,4,8,17,12
4,8,17,12,7
8,17,12,7,5
17,12,7,5,8
12,7,5,8,6
7,5,8,6,16
5,8,6,16,11
8,6,16,11,9
6,16,11,9,7
16,11,9,7,15
11,9,7,15,12
9,7,15,12,15
7,15,12,15,13
15,12,15,13,11
12,15,13,11,4
15,13,11,4,14
13,11,4,14,12
11,4,14,12,15
4,14,12,15,13
14,12,15,13,11
12,15,13,11,4
15,13,11,4,12
13,11,4,12,9
11,4,12,9,4
4,12,9,4,10
12,9,4,10,8
9,4,10,8,3
4,10,8,3,13
10,8,3,13,11
8,3,13,11,8
3,13,11,8,2
13,11,8,2,1
11,8,2,1,14
8,2,1,14,7
2,1,14,7,2
1,14,7,2,10
14,7,2,10,5
7,2,10,5,9
2,10,5,9,15
10,5,9,15,12
5,9,15,12,7
9,15,12,7,4
15,12,7,4,3
12,7,4,3,16
7,4,3,16,11
4,3,16,11,7
3,16,11,7,4
16,11,7,4,17
11,7,4,17,8
7,4,17,8,15
4,17,8,15,11
17,8,15,11,6
8,15,11,6,-3
15,11,6,-3,10
11,6,-3,10,14
6,-3,10,14,11
-3,10,14,11,9
10,14,11,9,0
14,11,9,0,13
11,9,0,13,10
9,0,13,10,8
0,13,10,8,14
13,10,8,14,11
10,8,14,11,9
