"i1","i2","i3","i4","target"
18,16,14,7,18
16,14,7,18,15
14,7,18,15,11
7,18,15,11,6
18,15,11,6,17
15,11,6,17,14
11,6,17,14,12
6,17,14,12,5
17,14,12,5,8
14,12,5,8,16
12,5,8,16,14
5,8,16,14,9
8,16,14,9,4
16,14,9,4,15
14,9,4,15,14
9,4,15,14,12
4,15,14,12,3
15,14,12,3,11
14,12,3,11,4
12,3,11,4,10
3,11,4,10,14
11,4,10,14,11
4,10,14,11,9
10,14,11,9,7
14,11,9,7,18
11,9,7,18,16
9,7,18,16,14
7,18,16,14,7
18,16,14,7,15
16,14,7,15,13
14,7,15,13,14
7,15,13,14,10
15,13,14,10,11
13,14,10,11,9
14,10,11,9,20
10,11,9,20,13
11,9,20,13,10
9,20,13,10,8
20,13,10,8,18
13,10,8,18,13
10,8,18,13,9
8,18,13,9,9
18,13,9,9,10
13,9,9,10,8
9,9,10,8,21
9,10,8,21,16
10,8,21,16,11
8,21,16,11,7
21,16,11,7,17
16,11,7,17,8
11,7,17,8,18
7,17,8,18,16
17,8,18,16,9
8,18,16,9,10
18,16,9,10,18
16,9,10,18,15
9,10,18,15,11
10,18,15,11,21
18,15,11,21,16
15,11,21,16,14
11,21,16,14,12
21,16,14,12,22
16,14,12,22,17
14,12,22,17,23
12,22,17,23,18
22,17,23,18,14
17,23,18,14,11
23,18,14,11,10
18,14,11,10,22
14,11,10,22,18
11,10,22,18,14
10,22,18,14,11
22,18,14,11,22
18,14,11,22,4
14,11,22,4,17
11,22,4,17,21
22,4,17,21,16
4,17,21,16,11
17,21,16,11,7
21,16,11,7,18
16,11,7,18,16
11,7,18,16,14
7,18,16,14,7
18,16,14,7,8
16,14,7,8,18
14,7,8,18,16
7,8,18,16,13
8,18,16,13,9
18,16,13,9,19
16,13,9,19,17
13,9,19,17,13
9,19,17,13,8
19,17,13,8,18
17,13,8,18,16
13,8,18,16,13
8,18,16,13,9
18,16,13,9,17
16,13,9,17,16
13,9,17,16,14
9,17,16,14,5
17,16,14,5,15
16,14,5,15,13
14,5,15,13,6
5,15,13,6,17
15,13,6,17,12
13,6,17,12,16
6,17,12,16,13
17,12,16,13,11
12,16,13,11,2
16,13,11,2,18
13,11,2,18,16
11,2,18,16,13
2,18,16,13,9
18,16,13,9,16
16,13,9,16,14
13,9,16,14,8
9,16,14,8,7
16,14,8,7,20
14,8,7,20,17
8,7,20,17,13
7,20,17,13,8
20,17,13,8,18
17,13,8,18,16
13,8,18,16,13
8,18,16,13,9
18,16,13,9,17
16,13,9,17,8
13,9,17,8,21
9,17,8,21,18
17,8,21,18,16
8,21,18,16,7
21,18,16,7,20
18,16,7,20,18
16,7,20,18,15
7,20,18,15,4
20,18,15,4,18
18,15,4,18,16
15,4,18,16,7
4,18,16,7,15
18,16,7,15,8
16,7,15,8,14
7,15,8,14,18
15,8,14,18,15
8,14,18,15,4
14,18,15,4,18
18,15,4,18,16
15,4,18,16,14
4,18,16,14,7
18,16,14,7,18
16,14,7,18,15
14,7,18,15,15
7,18,15,15,6
18,15,15,6,16
15,15,6,16,17
15,6,16,17,14
6,16,17,14,17
16,17,14,17,5
17,14,17,5,10
14,17,5,10,16
17,5,10,16,14
5,10,16,14,11
10,16,14,11,4
16,14,11,4,15
14,11,4,15,15
11,4,15,15,14
4,15,15,14,12
15,15,14,12,3
15,14,12,3,11
14,12,3,11,4
12,3,11,4,10
3,11,4,10,14
11,4,10,14,11
