"i1","i2","i3","i4","target"
11,9,7,7,14
9,7,7,14,12
7,7,14,12,9
7,14,12,9,5
14,12,9,5,14
12,9,5,14,15
9,5,14,15,11
5,14,15,11,4
14,15,11,4,13
15,11,4,13,16
11,4,13,16,14
4,13,16,14,11
13,16,14,11,7
16,14,11,7,13
14,11,7,13,12
11,7,13,12,15
7,13,12,15,13
13,12,15,13,11
12,15,13,11,4
15,13,11,4,10
13,11,4,10,14
11,4,10,14,11
4,10,14,11,9
10,14,11,9,0
14,11,9,0,15
11,9,0,15,13
9,0,15,13,11
0,15,13,11,4
15,13,11,4,16
13,11,4,16,14
11,4,16,14,11
4,16,14,11,7
16,14,11,7,17
14,11,7,17,14
11,7,17,14,12
7,17,14,12,3
17,14,12,3,15
14,12,3,15,16
12,3,15,16,11
3,15,16,11,4
15,16,11,4,14
16,11,4,14,15
11,4,14,15,-3
4,14,15,-3,13
14,15,-3,13,11
15,-3,13,11,10
-3,13,11,10,14
13,11,10,14,11
11,10,14,11,9
10,14,11,9,0
14,11,9,0,16
11,9,0,16,14
9,0,16,14,11
0,16,14,11,0
16,14,11,0,18
14,11,0,18,14
11,0,18,14,11
0,18,14,11,2
18,14,11,2,18
14,11,2,18,14
11,2,18,14,9
2,18,14,9,0
18,14,9,0,17
14,9,0,17,10
9,0,17,10,1
0,17,10,1,13
17,10,1,13,16
10,1,13,16,14
1,13,16,14,11
13,16,14,11,2
16,14,11,2,3
14,11,2,3,15
11,2,3,15,14
2,3,15,14,11
3,15,14,11,4
15,14,11,4,13
14,11,4,13,16
11,4,13,16,13
4,13,16,13,9
13,16,13,9,14
16,13,9,14,13
13,9,14,13,9
9,14,13,9,5
14,13,9,5,12
13,9,5,12,17
9,5,12,17,14
5,12,17,14,12
12,17,14,12,15
17,14,12,15,11
14,12,15,11,6
12,15,11,6,16
15,11,6,16,11
11,6,16,11,7
6,16,11,7,14
16,11,7,14,15
11,7,14,15,4
7,14,15,4,13
14,15,4,13,11
15,4,13,11,10
4,13,11,10,14
13,11,10,14,14
11,10,14,14,9
10,14,14,9,5
14,14,9,5,8
14,9,5,8,9
9,5,8,9,13
5,8,9,13,12
8,9,13,12,15
9,13,12,15,13
13,12,15,13,11
12,15,13,11,4
15,13,11,4,15
13,11,4,15,13
11,4,15,13,11
4,15,13,11,4
15,13,11,4,16
13,11,4,16,14
11,4,16,14,11
4,16,14,11,7
16,14,11,7,17
14,11,7,17,14
11,7,17,14,10
7,17,14,10,5
17,14,10,5,12
14,10,5,12,3
10,5,12,3,16
5,12,3,16,14
12,3,16,14,11
3,16,14,11,4
16,14,11,4,15
14,11,4,15,11
11,4,15,11,-3
4,15,11,-3,13
15,11,-3,13,10
11,-3,13,10,14
-3,13,10,14,11
13,10,14,11,9
