"i1","i2","i3","i4","target"
18,16,14,7,8
16,14,7,8,18
14,7,8,18,16
7,8,18,16,14
8,18,16,14,9
18,16,14,9,7
16,14,9,7,17
14,9,7,17,15
9,7,17,15,14
7,17,15,14,12
17,15,14,12,16
15,14,12,16,14
14,12,16,14,14
12,16,14,14,11
16,14,14,11,10
14,14,11,10,15
14,11,10,15,14
11,10,15,14,11
10,15,14,11,11
15,14,11,11,12
14,11,11,12,11
11,11,12,11,4
11,12,11,4,10
12,11,4,10,14
11,4,10,14,11
4,10,14,11,9
10,14,11,9,7
14,11,9,7,18
11,9,7,18,16
9,7,18,16,14
7,18,16,14,7
18,16,14,7,8
16,14,7,8,18
14,7,8,18,16
7,8,18,16,14
8,18,16,14,9
18,16,14,9,7
16,14,9,7,16
14,9,7,16,14
9,7,16,14,10
7,16,14,10,14
16,14,10,14,17
14,10,14,17,15
10,14,17,15,9
14,17,15,9,8
17,15,9,8,21
15,9,8,21,18
9,8,21,18,14
8,21,18,14,9
21,18,14,9,15
18,14,9,15,10
14,9,15,10,16
9,15,10,16,11
15,10,16,11,17
10,16,11,17,15
16,11,17,15,12
11,17,15,12,14
17,15,12,14,18
15,12,14,18,15
12,14,18,15,11
14,18,15,11,21
18,15,11,21,18
15,11,21,18,11
11,21,18,11,9
21,18,11,9,22
18,11,9,22,8
11,9,22,8,23
9,22,8,23,18
22,8,23,18,14
8,23,18,14,7
23,18,14,7,9
18,14,7,9,22
14,7,9,22,19
7,9,22,19,14
9,22,19,14,10
22,19,14,10,8
19,14,10,8,22
14,10,8,22,18
10,8,22,18,11
8,22,18,11,17
22,18,11,17,4
18,11,17,4,21
11,17,4,21,16
17,4,21,16,11
4,21,16,11,7
21,16,11,7,18
16,11,7,18,16
11,7,18,16,14
7,18,16,14,7
18,16,14,7,17
16,14,7,17,8
14,7,17,8,18
7,17,8,18,18
17,8,18,18,14
8,18,18,14,9
18,18,14,9,7
18,14,9,7,19
14,9,7,19,18
9,7,19,18,14
7,19,18,14,10
19,18,14,10,17
18,14,10,17,18
14,10,17,18,16
10,17,18,16,13
17,18,16,13,11
18,16,13,11,12
16,13,11,12,17
13,11,12,17,16
11,12,17,16,13
12,17,16,13,13
17,16,13,13,18
16,13,13,18,11
13,13,18,11,19
13,18,11,19,17
18,11,19,17,15
11,19,17,15,12
19,17,15,12,6
17,15,12,6,10
15,12,6,10,16
12,6,10,16,13
6,10,16,13,11
10,16,13,11,9
16,13,11,9,18
13,11,9,18,16
11,9,18,16,13
9,18,16,13,9
18,16,13,9,8
16,13,9,8,16
13,9,8,16,14
9,8,16,14,7
8,16,14,7,9
16,14,7,9,20
14,7,9,20,17
7,9,20,17,15
9,20,17,15,8
20,17,15,8,9
17,15,8,9,18
15,8,9,18,15
8,9,18,15,10
9,18,15,10,8
18,15,10,8,21
15,10,8,21,18
10,8,21,18,11
8,21,18,11,15
21,18,11,15,20
18,11,15,20,15
11,15,20,15,13
15,20,15,13,11
20,15,13,11,16
15,13,11,16,11
13,11,16,11,7
11,16,11,7,15
16,11,7,15,11
11,7,15,11,8
7,15,11,8,16
15,11,8,16,15
11,8,16,15,1
8,16,15,1,14
16,15,1,14,18
15,1,14,18,11
1,14,18,11,4
14,18,11,4,18
18,11,4,18,14
11,4,18,14,9
4,18,14,9,7
18,14,9,7,10
14,9,7,10,8
9,7,10,8,21
7,10,8,21,14
10,8,21,14,11
8,21,14,11,9
21,14,11,9,9
14,11,9,9,7
11,9,9,7,17
9,9,7,17,14
9,7,17,14,10
7,17,14,10,12
17,14,10,12,16
14,10,12,16,14
10,12,16,14,11
12,16,14,11,11
16,14,11,11,15
14,11,11,15,12
11,11,15,12,10
11,15,12,10,15
15,12,10,15,14
12,10,15,14,11
10,15,14,11,11
15,14,11,11,8
14,11,11,8,11
11,11,8,11,4
11,8,11,4,10
8,11,4,10,14
11,4,10,14,11
