"i1","i2","i3","i4","target"
4,4,5,5,6
4,5,5,6,6
5,5,6,6,7
5,6,6,7,8
6,6,7,8,8
6,7,8,8,7
7,8,8,7,6
8,8,7,6,5
8,7,6,5,6
7,6,5,6,7
6,5,6,7,5
5,6,7,5,4
6,7,5,4,4
7,5,4,4,4
5,4,4,4,5
4,4,4,5,5
4,4,5,5,4
4,5,5,4,3
5,5,4,3,2
5,4,3,2,4
4,3,2,4,4
3,2,4,4,3
2,4,4,3,2
4,4,3,2,1
4,3,2,1,2
3,2,1,2,3
2,1,2,3,1
1,2,3,1,0
2,3,1,0,4
3,1,0,4,4
1,0,4,4,5
0,4,4,5,5
4,4,5,5,6
4,5,5,6,6
5,5,6,6,7
5,6,6,7,4
6,6,7,4,4
6,7,4,4,3
7,4,4,3,2
4,4,3,2,1
4,3,2,1,1
3,2,1,1,0
7,7,7,6,5
7,7,6,5,8
7,6,5,8,8
6,5,8,8,6
5,8,8,6,4
8,8,6,4,4
8,6,4,4,4
6,4,4,4,8
4,4,4,8,7
4,4,8,7,6
4,8,7,6,5
8,7,6,5,6
7,6,5,6,7
6,5,6,7,8
5,6,7,8,8
6,7,8,8,9
7,8,8,9,8
8,8,9,8,7
8,9,8,7,6
9,8,7,6,7
8,7,6,7,7
7,6,7,7,7
6,7,7,7,5
7,7,7,5,8
7,7,5,8,6
7,5,8,6,7
5,8,6,7,8
8,6,7,8,4
6,7,8,4,4
7,8,4,4,3
8,4,4,3,2
4,4,3,2,3
4,3,2,3,4
3,2,3,4,5
2,3,4,5,6
3,4,5,6,7
4,5,6,7,7
5,6,7,7,3
6,7,7,3,2
7,7,3,2,1
7,3,2,1,2
3,2,1,2,2
2,1,2,2,3
1,2,2,3,4
2,2,3,4,3
2,3,4,3,0
3,4,3,0,5
4,3,0,5,5
3,0,5,5,5
0,5,5,5,6
5,5,5,6,7
5,5,6,7,7
5,6,7,7,4
6,7,7,4,4
7,7,4,4,5
7,4,4,5,3
4,4,5,3,1
4,5,3,1,4
7,8,9,7,10
8,9,7,10,9
9,7,10,9,8
7,10,9,8,11
10,9,8,11,10
9,8,11,10,9
8,11,10,9,8
11,10,9,8,7
10,9,8,7,6
9,8,7,6,7
8,7,6,7,8
7,6,7,8,9
6,7,8,9,8
7,8,9,8,11
8,9,8,11,4
9,8,11,4,7
8,11,4,7,6
11,4,7,6,5
4,7,6,5,4
7,6,5,4,7
6,5,4,7,5
5,4,7,5,8
4,7,5,8,4
7,5,8,4,7
5,8,4,7,8
8,4,7,8,9
4,7,8,9,7
7,8,9,7,10
8,9,7,10,9
9,7,10,9,8
7,10,9,8,7
10,9,8,7,6
9,8,7,6,4
8,7,6,4,5
7,6,4,5,6
6,4,5,6,7
4,5,6,7,9
5,6,7,9,8
6,7,9,8,5
7,9,8,5,8
9,8,5,8,1
8,5,8,1,5
5,8,1,5,4
8,1,5,4,3
1,5,4,3,2
5,4,3,2,1
4,3,2,1,0
3,2,1,0,3
2,1,0,3,1
1,0,3,1,4
0,3,1,4,0
3,1,4,0,7
1,4,0,7,8
4,0,7,8,9
0,7,8,9,7
7,8,9,7,10
8,9,7,10,11
9,7,10,11,10
7,10,11,10,9
10,11,10,9,8
11,10,9,8,6
10,9,8,6,9
9,8,6,9,2
8,6,9,2,5
6,9,2,5,9
9,2,5,9,8
2,5,9,8,7
5,9,8,7,6
9,8,7,6,5
8,7,6,5,6
7,6,5,6,7
6,5,6,7,5
5,6,7,5,3
6,7,5,3,1
7,5,3,1,4
