"i1","i2","i3","i4","target"
18,14,9,7,20
14,9,7,20,13
9,7,20,13,10
7,20,13,10,8
20,13,10,8,18
13,10,8,18,13
10,8,18,13,11
8,18,13,11,9
18,13,11,9,18
13,11,9,18,10
11,9,18,10,8
9,18,10,8,18
18,10,8,18,14
10,8,18,14,9
8,18,14,9,7
18,14,9,7,18
14,9,7,18,15
9,7,18,15,8
7,18,15,8,19
18,15,8,19,14
15,8,19,14,9
8,19,14,9,7
19,14,9,7,13
14,9,7,13,10
9,7,13,10,8
7,13,10,8,18
13,10,8,18,9
10,8,18,9,14
8,18,9,14,9
18,9,14,9,7
9,14,9,7,17
14,9,7,17,14
9,7,17,14,9
7,17,14,9,5
17,14,9,5,3
14,9,5,3,13
9,5,3,13,8
5,3,13,8,6
3,13,8,6,16
13,8,6,16,13
8,6,16,13,9
6,16,13,9,2
16,13,9,2,18
13,9,2,18,13
9,2,18,13,9
2,18,13,9,2
18,13,9,2,3
13,9,2,3,20
9,2,3,20,9
2,3,20,9,4
3,20,9,4,5
20,9,4,5,17
9,4,5,17,13
4,5,17,13,8
5,17,13,8,6
17,13,8,6,17
13,8,6,17,15
8,6,17,15,10
6,17,15,10,17
17,15,10,17,14
15,10,17,14,9
10,17,14,9,17
17,14,9,17,16
14,9,17,16,14
9,17,16,14,15
17,16,14,15,15
16,14,15,15,13
14,15,15,13,6
15,15,13,6,14
15,13,6,14,14
13,6,14,14,10
6,14,14,10,5
14,14,10,5,15
14,10,5,15,16
10,5,15,16,14
5,15,16,14,11
15,16,14,11,4
16,14,11,4,15
14,11,4,15,10
11,4,15,10,14
4,15,10,14,11
15,10,14,11,0
10,14,11,0,6
14,11,0,6,12
11,0,6,12,10
0,6,12,10,5
6,12,10,5,3
12,10,5,3,14
10,5,3,14,12
5,3,14,12,10
3,14,12,10,0
