"i1","i2","i3","i4","target"
21,16,11,7,21
16,11,7,21,18
11,7,21,18,14
7,21,18,14,9
21,18,14,9,21
18,14,9,21,18
14,9,21,18,16
9,21,18,16,7
21,18,16,7,19
18,16,7,19,17
16,7,19,17,14
7,19,17,14,10
19,17,14,10,20
17,14,10,20,18
14,10,20,18,15
10,20,18,15,21
20,18,15,21,18
18,15,21,18,16
15,21,18,16,9
21,18,16,9,22
18,16,9,22,19
16,9,22,19,15
9,22,19,15,21
22,19,15,21,20
19,15,21,20,18
15,21,20,18,15
21,20,18,15,11
20,18,15,11,19
18,15,11,19,15
15,11,19,15,8
11,19,15,8,19
19,15,8,19,15
15,8,19,15,8
8,19,15,8,20
19,15,8,20,18
15,8,20,18,15
8,20,18,15,11
20,18,15,11,21
18,15,11,21,18
15,11,21,18,16
11,21,18,16,9
21,18,16,9,22
18,16,9,22,18
16,9,22,18,15
9,22,18,15,6
22,18,15,6,21
18,15,6,21,18
15,6,21,18,16
6,21,18,16,7
21,18,16,7,20
18,16,7,20,18
16,7,20,18,15
7,20,18,15,11
20,18,15,11,19
18,15,11,19,18
15,11,19,18,15
11,19,18,15,8
19,18,15,8,14
18,15,8,14,18
15,8,14,18,18
8,14,18,18,13
14,18,18,13,4
18,18,13,4,23
18,13,4,23,18
13,4,23,18,14
4,23,18,14,14
23,18,14,14,23
18,14,14,23,16
14,14,23,16,13
14,23,16,13,23
23,16,13,23,16
16,13,23,16,9
13,23,16,9,21
23,16,9,21,19
16,9,21,19,16
9,21,19,16,12
21,19,16,12,22
19,16,12,22,20
16,12,22,20,17
12,22,20,17,23
22,20,17,23,18
20,17,23,18,5
17,23,18,5,24
23,18,5,24,22
18,5,24,22,17
5,24,22,17,8
24,22,17,8,23
22,17,8,23,21
17,8,23,21,18
8,23,21,18,9
23,21,18,9,14
21,18,9,14,10
18,9,14,10,22
9,14,10,22,18
14,10,22,18,13
10,22,18,13,11
22,18,13,11,21
18,13,11,21,18
13,11,21,18,14
11,21,18,14,9
21,18,14,9,22
18,14,9,22,20
14,9,22,20,10
9,22,20,10,8
22,20,10,8,23
20,10,8,23,21
10,8,23,21,11
8,23,21,11,7
23,21,11,7,22
21,11,7,22,21
11,7,22,21,12
7,22,21,12,10
22,21,12,10,20
21,12,10,20,13
12,10,20,13,11
10,20,13,11,21
20,13,11,21,16
13,11,21,16,14
11,21,16,14,12
21,16,14,12,21
16,14,12,21,19
14,12,21,19,15
12,21,19,15,20
21,19,15,20,18
19,15,20,18,15
15,20,18,15,11
20,18,15,11,4
18,15,11,4,21
15,11,4,21,18
11,4,21,18,16
