"i1","i2","i3","i4","target"
18,15,11,6,10
15,11,6,10,18
11,6,10,18,14
6,10,18,14,9
10,18,14,9,7
18,14,9,7,18
14,9,7,18,14
9,7,18,14,8
7,18,14,8,4
18,14,8,4,13
14,8,4,13,18
8,4,13,18,14
4,13,18,14,9
13,18,14,9,0
18,14,9,0,19
14,9,0,19,10
9,0,19,10,8
0,19,10,8,1
19,10,8,1,11
10,8,1,11,2
8,1,11,2,19
1,11,2,19,12
11,2,19,12,7
2,19,12,7,3
19,12,7,3,10
12,7,3,10,18
7,3,10,18,14
3,10,18,14,0
10,18,14,0,9
18,14,0,9,17
14,0,9,17,14
0,9,17,14,12
9,17,14,12,3
17,14,12,3,18
14,12,3,18,15
12,3,18,15,11
3,18,15,11,6
18,15,11,6,16
15,11,6,16,14
11,6,16,14,11
6,16,14,11,7
16,14,11,7,15
14,11,7,15,10
11,7,15,10,14
7,15,10,14,11
15,10,14,11,9
10,14,11,9,15
14,11,9,15,8
11,9,15,8,6
9,15,8,6,16
15,8,6,16,14
8,6,16,14,7
6,16,14,7,5
16,14,7,5,13
14,7,5,13,6
7,5,13,6,12
5,13,6,12,8
13,6,12,8,7
6,12,8,7,8
12,8,7,8,18
8,7,8,18,15
7,8,18,15,8
8,18,15,8,6
18,15,8,6,13
15,8,6,13,11
8,6,13,11,4
6,13,11,4,19
13,11,4,19,14
11,4,19,14,8
4,19,14,8,18
19,14,8,18,13
14,8,18,13,11
8,18,13,11,4
18,13,11,4,18
13,11,4,18,16
11,4,18,16,11
4,18,16,11,7
18,16,11,7,8
16,11,7,8,21
11,7,8,21,16
7,8,21,16,11
8,21,16,11,9
21,16,11,9,12
16,11,9,12,20
11,9,12,20,15
9,12,20,15,13
12,20,15,13,11
20,15,13,11,16
15,13,11,16,14
13,11,16,14,19
11,16,14,19,15
16,14,19,15,8
14,19,15,8,14
19,15,8,14,20
15,8,14,20,13
8,14,20,13,12
14,20,13,12,21
20,13,12,21,18
13,12,21,18,11
12,21,18,11,9
21,18,11,9,20
18,11,9,20,7
11,9,20,7,19
9,20,7,19,15
20,7,19,15,8
7,19,15,8,14
19,15,8,14,18
15,8,14,18,13
8,14,18,13,8
14,18,13,8,4
18,13,8,4,18
13,8,4,18,14
8,4,18,14,9
4,18,14,9,7
18,14,9,7,6
14,9,7,6,21
9,7,6,21,14
7,6,21,14,9
6,21,14,9,5
21,14,9,5,10
14,9,5,10,4
9,5,10,4,18
5,10,4,18,14
10,4,18,14,11
4,18,14,11,3
18,14,11,3,2
14,11,3,2,19
11,3,2,19,14
3,2,19,14,10
2,19,14,10,3
19,14,10,3,4
14,10,3,4,16
10,3,4,16,14
3,4,16,14,7
4,16,14,7,5
16,14,7,5,17
14,7,5,17,12
7,5,17,12,18
5,17,12,18,15
17,12,18,15,11
12,18,15,11,6
18,15,11,6,16
15,11,6,16,9
11,6,16,9,17
6,16,9,17,12
16,9,17,12,10
9,17,12,10,8
17,12,10,8,15
12,10,8,15,12
10,8,15,12,16
8,15,12,16,12
15,12,16,12,5
12,16,12,5,16
16,12,5,16,14
12,5,16,14,11
5,16,14,11,7
16,14,11,7,15
14,11,7,15,15
11,7,15,15,11
7,15,15,11,6
15,15,11,6,16
15,11,6,16,17
11,6,16,17,14
6,16,17,14,12
16,17,14,12,5
17,14,12,5,15
14,12,5,15,6
12,5,15,6,16
5,15,6,16,16
15,6,16,16,11
6,16,16,11,7
16,16,11,7,14
16,11,7,14,15
11,7,14,15,12
7,14,15,12,10
14,15,12,10,3
15,12,10,3,9
12,10,3,9,12
10,3,9,12,12
3,9,12,12,8
9,12,12,8,13
12,12,8,13,11
12,8,13,11,4
8,13,11,4,14
13,11,4,14,11
11,4,14,11,9
