"i1","i2","i3","i4","target"
21,18,16,14,15
18,16,14,15,13
16,14,15,13,21
14,15,13,21,18
15,13,21,18,14
13,21,18,14,12
21,18,14,12,17
18,14,12,17,15
14,12,17,15,21
12,17,15,21,16
17,15,21,16,16
15,21,16,16,11
21,16,16,11,15
16,16,11,15,17
16,11,15,17,10
11,15,17,10,18
15,17,10,18,14
17,10,18,14,18
10,18,14,18,9
18,14,18,9,19
14,18,9,19,10
18,9,19,10,20
9,19,10,20,15
19,10,20,15,17
10,20,15,17,9
20,15,17,9,8
15,17,9,8,21
17,9,8,21,11
9,8,21,11,16
8,21,11,16,9
21,11,16,9,20
11,16,9,20,18
16,9,20,18,19
9,20,18,19,12
20,18,19,12,8
18,19,12,8,15
19,12,8,15,18
12,8,15,18,15
8,15,18,15,13
15,18,15,13,4
18,15,13,4,21
15,13,4,21,19
13,4,21,19,9
4,21,19,9,5
21,19,9,5,20
19,9,5,20,15
9,5,20,15,11
5,20,15,11,6
20,15,11,6,16
15,11,6,16,7
11,6,16,7,19
6,16,7,19,17
16,7,19,17,15
7,19,17,15,8
19,17,15,8,14
17,15,8,14,18
15,8,14,18,16
8,14,18,16,13
14,18,16,13,9
18,16,13,9,15
16,13,9,15,19
13,9,15,19,14
9,15,19,14,12
15,19,14,12,10
19,14,12,10,18
14,12,10,18,13
12,10,18,13,13
10,18,13,13,11
18,13,13,11,17
13,13,11,17,12
13,11,17,12,14
11,17,12,14,12
17,12,14,12,16
12,14,12,16,10
14,12,16,10,15
12,16,10,15,13
16,10,15,13,11
10,15,13,11,11
15,13,11,11,10
13,11,11,10,4
11,11,10,4,14
11,10,4,14,11
10,4,14,11,9
4,14,11,9,7
14,11,9,7,14
11,9,7,14,14
9,7,14,14,9
7,14,14,9,7
14,14,9,7,10
14,9,7,10,8
9,7,10,8,18
7,10,8,18,13
10,8,18,13,11
8,18,13,11,9
18,13,11,9,16
13,11,9,16,14
11,9,16,14,19
9,16,14,19,15
16,14,19,15,13
14,19,15,13,12
19,15,13,12,18
15,13,12,18,15
13,12,18,15,13
12,18,15,13,11
18,15,13,11,16
15,13,11,16,7
13,11,16,7,15
11,16,7,15,12
16,7,15,12,8
7,15,12,8,18
15,12,8,18,15
12,8,18,15,13
8,18,15,13,4
18,15,13,4,14
15,13,4,14,14
13,4,14,14,9
4,14,14,9,5
14,14,9,5,10
14,9,5,10,18
9,5,10,18,14
5,10,18,14,11
10,18,14,11,9
18,14,11,9,19
14,11,9,19,12
11,9,19,12,14
9,19,12,14,10
19,12,14,10,14
12,14,10,14,20
14,10,14,20,17
10,14,20,17,15
14,20,17,15,8
20,17,15,8,21
17,15,8,21,16
15,8,21,16,11
8,21,16,11,7
21,16,11,7,20
16,11,7,20,16
11,7,20,16,11
7,20,16,11,9
20,16,11,9,21
16,11,9,21,16
11,9,21,16,11
9,21,16,11,5
21,16,11,5,20
16,11,5,20,15
11,5,20,15,11
5,20,15,11,6
20,15,11,6,18
15,11,6,18,19
11,6,18,19,16
6,18,19,16,11
18,19,16,11,7
19,16,11,7,15
16,11,7,15,8
11,7,15,8,14
7,15,8,14,18
15,8,14,18,13
8,14,18,13,8
14,18,13,8,4
18,13,8,4,19
13,8,4,19,15
8,4,19,15,10
4,19,15,10,8
19,15,10,8,11
15,10,8,11,9
10,8,11,9,19
8,11,9,19,14
11,9,19,14,12
9,19,14,12,10
19,14,12,10,15
14,12,10,15,13
12,10,15,13,18
10,15,13,18,16
15,13,18,16,14
13,18,16,14,7
18,16,14,7,19
16,14,7,19,16
14,7,19,16,12
7,19,16,12,18
19,16,12,18,17
16,12,18,17,16
12,18,17,16,12
18,17,16,12,8
17,16,12,8,15
16,12,8,15,16
12,8,15,16,12
8,15,16,12,5
15,16,12,5,21
16,12,5,21,16
12,5,21,16,12
5,21,16,12,5
21,16,12,5,11
16,12,5,11,20
12,5,11,20,15
5,11,20,15,10
11,20,15,10,8
20,15,10,8,11
15,10,8,11,9
10,8,11,9,19
8,11,9,19,14
11,9,19,14,12
9,19,14,12,10
19,14,12,10,17
14,12,10,17,8
12,10,17,8,18
10,17,8,18,17
17,8,18,17,15
8,18,17,15,6
18,17,15,6,16
17,15,6,16,13
15,6,16,13,4
6,16,13,4,15
16,13,4,15,19
13,4,15,19,16
4,15,19,16,14
15,19,16,14,7
19,16,14,7,18
16,14,7,18,6
14,7,18,6,17
7,18,6,17,17
18,6,17,17,14
6,17,17,14,5
17,17,14,5,16
17,14,5,16,12
14,5,16,12,3
5,16,12,3,15
16,12,3,15,13
12,3,15,13,11
3,15,13,11,4
15,13,11,4,10
13,11,4,10,14
11,4,10,14,11
4,10,14,11,9
