"i1","i2","i3","i4","target"
14,4,0,14,10
4,0,14,10,5
0,14,10,5,3
14,10,5,3,13
10,5,3,13,10
5,3,13,10,6
3,13,10,6,5
13,10,6,5,14
10,6,5,14,11
6,5,14,11,4
5,14,11,4,12
14,11,4,12,10
11,4,12,10,7
4,12,10,7,3
12,10,7,3,11
10,7,3,11,10
7,3,11,10,-1
3,11,10,-1,12
11,10,-1,12,13
10,-1,12,13,11
-1,12,13,11,7
12,13,11,7,0
13,11,7,0,6
11,7,0,6,10
7,0,6,10,7
0,6,10,7,5
6,10,7,5,-4
10,7,5,-4,10
7,5,-4,10,7
5,-4,10,7,5
-4,10,7,5,-4
10,7,5,-4,11
7,5,-4,11,6
5,-4,11,6,12
-4,11,6,12,10
11,6,12,10,7
6,12,10,7,3
12,10,7,3,13
10,7,3,13,9
7,3,13,9,6
3,13,9,6,4
13,9,6,4,14
9,6,4,14,9
6,4,14,9,5
4,14,9,5,5
14,9,5,5,13
9,5,5,13,9
5,5,13,9,4
5,13,9,4,2
13,9,4,2,10
9,4,2,10,1
4,2,10,1,16
2,10,1,16,11
10,1,16,11,7
1,16,11,7,0
16,11,7,0,15
11,7,0,15,11
7,0,15,11,4
0,15,11,4,10
15,11,4,10,14
11,4,10,14,4
4,10,14,4,0
10,14,4,0,14
14,4,0,14,10
4,0,14,10,5
0,14,10,5,3
14,10,5,3,2
10,5,3,2,17
5,3,2,17,10
3,2,17,10,6
2,17,10,6,1
17,10,6,1,18
10,6,1,18,9
6,1,18,9,6
1,18,9,6,2
18,9,6,2,7
9,6,2,7,17
6,2,7,17,10
2,7,17,10,8
7,17,10,8,6
17,10,8,6,14
10,8,6,14,9
8,6,14,9,15
6,14,9,15,11
14,9,15,11,8
9,15,11,8,6
15,11,8,6,7
11,8,6,7,14
8,6,7,14,8
6,7,14,8,8
7,14,8,8,13
14,8,8,13,11
8,8,13,11,8
8,13,11,8,4
13,11,8,4,13
11,8,4,13,11
8,4,13,11,9
4,13,11,9,2
13,11,9,2,14
11,9,2,14,15
9,2,14,15,13
2,14,15,13,10
14,15,13,10,6
15,13,10,6,13
13,10,6,13,11
10,6,13,11,4
6,13,11,4,17
13,11,4,17,14
11,4,17,14,10
4,17,14,10,15
17,14,10,15,8
14,10,15,8,16
10,15,8,16,9
15,8,16,9,7
8,16,9,7,14
16,9,7,14,11
9,7,14,11,15
7,14,11,15,14
14,11,15,14,12
11,15,14,12,3
15,14,12,3,16
14,12,3,16,8
12,3,16,8,17
3,16,8,17,15
16,8,17,15,11
8,17,15,11,4
17,15,11,4,10
15,11,4,10,14
11,4,10,14,11
